date,cloud_cover_in_country,cloud_cover_in_east_of_country
2022-06-11,0.26190780232408145,0.11991991991991767
2022-06-12,0.2470948793257516,0.1249249249249243
2022-06-13,0.2533520623164391,0.20900900900900934
2022-06-14,0.4929127825309501,0.4184184184183984
2022-06-15,0.6278891584727446,0.4922922922922933
2022-06-16,0.6865023624058357,0.8004004004003983
2022-06-17,0.6033712169582133,0.4640640640640551
2022-06-18,0.6516409143149076,0.7373373373373279
2022-06-19,0.08376963350785671,0.12072072072071784
2022-06-20,0.0028093474652023543,0.004404404404404498
2022-06-21,0.3458051334439744,0.1531531531531546
2022-06-22,0.773847529051211,0.7341341341341308
2022-06-23,0.8541693270335938,0.9351351351351344
2022-06-24,0.6811390626995342,0.7485485485485479
2022-06-25,0.6051589835270349,0.8124124124124112
2022-06-26,0.6162686757757608,0.55035035035034785
2022-06-27,0.47324735027454234,0.4478478478478489
2022-06-28,0.3106882901289719,0.31351351351350915
2022-06-29,0.12539905503766968,0.12592592592592522
2022-06-30,0.3449112501596311,0.4926926926926961
2022-07-01,0.13893500191546845,0.07647647647647912
2022-07-02,0.10126420635933406,0.03603603603603529
2022-07-03,0.3401864385135766,0.05445445445445202
2022-07-04,0.2242370067679768,0.24224224224224297
2022-07-05,0.1989528795811487,0.177377377377375
2022-07-06,0.30353722385389603,0.0724724724724731
2022-07-07,0.5221555356914922,0.39279279279279705
2022-07-08,0.2878304175712056,0.14994994994995148
2022-07-09,0.5344145064487505,0.40340340340340236
2022-07-10,0.7237900651257829,0.6648648648648728
2022-07-11,0.8814966160132749,0.9209209209209213
2022-07-12,0.6075852381560449,0.4254254254254208
2022-07-13,0.6805005746392419,0.5503503503503517
2022-07-14,0.6520240071510666,0.7439439439439416
2022-07-15,0.4210190269441707,0.236636636636634
2022-07-16,0.4099093346954406,0.33013013013012593
2022-07-17,0.5814072276848358,0.49689689689690236
2022-07-18,0.48384625207508664,0.4830830830830812
2022-07-19,0.52534797599283245,0.39079079079079304
2022-07-20,0.42408376963350447,0.603403403403402
2022-07-21,0.3256289107393477,0.49209209209209087
2022-07-22,0.4387689950198096,0.6254254254254312
2022-07-23,0.37249393436346256,0.5683683683683468
2022-07-24,0.4101647299195463,0.17697697697697387
2022-07-25,0.7451155663389257,0.8486486486486455
2022-07-26,0.4371089260630989,0.6278278278278303
2022-07-27,0.5948154769505865,0.4498498498498529
2022-07-28,0.3813050695951876,0.3261261261261366
2022-07-29,0.2879581151832269,0.16456456456456794
2022-07-30,0.299961690716393,0.23303303303302866
2022-07-31,0.3292044438768903,0.01281281281281276
2022-08-01,0.7873834759289958,0.7337337337337286
2022-08-02,0.7350274549865884,0.6812812812812773
2022-08-03,0.7191929510918074,0.8226226226226167
2022-08-04,0.7483080066402681,0.736336336336318
2022-08-05,0.690077895543353,0.751951951951952
2022-08-06,0.23189886349126687,0.05605605605605807
2022-08-07,0.2828502107010385,0.05605605605605733
2022-08-08,0.46060528668114725,0.3313313313313238
2022-08-09,0.45920061294855624,0.24084084084083032
2022-08-10,0.6384880602732648,0.5937937937937945
2022-08-11,0.7310688290129058,0.6976976976976867
2022-08-12,0.7546928872430185,0.685885885885888
2022-08-13,0.6577703996935392,0.49809809809808936
2022-08-14,0.5907291533648457,0.6876876876876897
2022-08-15,0.7766568765163986,0.6998998998998986
2022-08-16,0.7984931681777578,0.7799799799799805
2022-08-17,0.592006129485362,0.43703703703703106
2022-08-18,0.2224492401992061,0.19239239239239253
2022-08-19,0.2956199719065387,0.45145145145144616
2022-08-20,0.4941897586515202,0.4808808808808856
2022-08-21,0.4773336738603122,0.3395395395395359
2022-08-22,0.19014174434938536,0.0682682682682674
2022-08-23,0.10471204188482525,0.051451451451450435
2022-08-24,0.06372110841526683,0.021621621621621366
2022-08-25,0.07853403141361179,0.11471471471471362
2022-08-26,0.414634146341485,0.5915915915916047
2022-08-27,0.3857744860171106,0.5067067067067094
2022-08-28,0.19141872046992833,0.26086086086086085
2022-08-29,0.21491508108798807,0.10410410410410267
2022-08-30,0.26446175456518045,0.11531531531531625
2022-08-31,0.4957221299961925,0.3371371371371444
2022-09-01,0.6455114289362792,0.6604604604604616
2022-09-02,0.34478355254755383,0.11911911911912416
2022-09-03,0.7138296513855363,0.610810810810825
2022-09-04,0.681649853147746,0.7037037037037067
2022-09-05,0.44540927084663673,0.4654654654654638
2022-09-06,0.646533009832709,0.7977977977977971
2022-09-07,0.48691099476442334,0.6122122122122056
2022-09-08,0.3303537223853874,0.44504504504504294
2022-09-09,0.7045077257055326,0.5409409409409399
2022-09-10,0.8288851998467427,0.7329329329329184
2022-09-11,0.9012897458817561,0.9625625625625629
2022-09-12,0.897203422296004,0.8742742742742751
2022-09-13,0.9628399948920967,0.9597597597597585
2022-09-14,0.8247988762610143,0.8182182182182297
2022-09-15,0.934746520240071,0.9069069069069069
2022-09-16,0.8387179159749735,0.820620620620622
2022-09-17,0.6981228451027842,0.5999999999999852
2022-09-18,0.804750351168441,0.7089089089089168
2022-09-19,0.6185672327927269,0.46446446446445966
2022-09-20,0.8578725577831527,0.8008008008008011
2022-09-21,0.731196526624985,0.6108108108108247
2022-09-22,0.8611926956965802,0.8022022022022031
2022-09-23,0.8523815604648237,0.8008008008008011
2022-09-24,0.8383348231388148,0.9011011011011025
2022-09-25,0.3170731707317025,0.2184184184184143
2022-09-26,0.7663133699399818,0.7579579579579598
2022-09-27,0.9747158728131776,0.9971971971971972
2022-09-28,0.8961818413995645,0.9143143143143149
2022-09-29,0.6493423572979179,0.6500500500500477
2022-09-30,0.7204699272123644,0.688888888888891
2022-10-01,0.7001660068956671,0.6016016016016021
2022-10-02,0.9892734005874096,0.9887887887887891
2022-10-03,0.770271995913678,0.6938938938938923
2022-10-04,0.7682288341207991,0.6708708708708724
2022-10-05,0.5552292172136278,0.5013013013013038
2022-10-06,0.13331630698505212,0.2032032032032041
2022-10-07,0.07700166006895497,0.004004004004003966
2022-10-08,0.04469416421913238,0.05985985985986117
2022-10-09,0.45907291533647776,0.29329329329329645
2022-10-10,0.5037670795555954,0.7267267267267291
2022-10-11,NA,NA
2022-10-12,NA,NA
2022-10-13,NA,NA
2022-10-14,NA,NA
2022-10-15,NA,NA
2022-10-16,NA,NA
2022-10-17,NA,NA
2022-10-18,NA,NA
2022-10-19,NA,NA
2022-10-20,NA,NA
2022-10-21,NA,NA
2022-10-22,NA,NA
2022-10-23,NA,NA
2022-10-24,0.7724428553186015,0.7391391391391475
2022-10-25,0.9472608862214287,0.9351351351351329
2022-10-26,0.9539011620482708,0.9701701701701706
2022-10-27,0.7365598263312502,0.8698698698698771
2022-10-28,0.8647682288341191,0.9015015015015022
2022-10-29,0.6687523943302254,0.6186186186186313
2022-10-30,0.9457285148767683,0.9755755755755755
2022-10-31,0.4363427403907698,0.4290290290290211
2022-11-01,0.15093857744860223,0.09149149149149541
2022-11-02,0.6156301877154785,0.5123123123122986
2022-11-03,0.6843315030008859,0.7559559559559572
2022-11-04,0.7643979057591677,0.7831831831831886
2022-11-05,0.825309666709225,0.7361361361361394
2022-11-06,0.9395990294981502,0.9173173173173167
2022-11-07,0.8370578470182588,0.8098098098098074
2022-11-08,0.7143404418337469,0.7699699699699732
2022-11-09,0.4735027454986672,0.6490490490490555
2022-11-10,0.8210956455114252,0.7633633633633604
2022-11-11,0.9164857617162575,0.9251251251251262
2022-11-12,0.6292938322053312,0.6968968968969106
2022-11-13,0.7369429191674125,0.6936936936936967
2022-11-14,0.45741284637977003,0.2184184184184152
2022-11-15,0.6029881241220556,0.47127127127128515
2022-11-16,0.9937428170093215,0.9901901901901898
2022-11-17,0.9969352573106881,0.9951951951951951
2022-11-18,0.9669263184778434,0.9487487487487474
2022-11-19,0.9094623930532524,0.9069069069069068
2022-11-20,0.985314774613715,0.9785785785785792
2022-11-21,0.9616907163836061,0.9399399399399444
2022-11-22,0.9040990933469647,0.9857857857857851
2022-11-23,0.9466223981611485,0.9235235235235207
2022-11-24,0.9699910611671578,0.98998998998999
2022-11-25,0.9856978674498812,1
2022-11-26,0.9937428170093218,1
2022-11-27,0.9904226790959014,0.9985985985985986
2022-11-28,0.9817392414761813,0.9991991991991992
2022-11-29,0.8366747541820955,0.8100100100100062
2022-11-30,0.9263184778444673,0.8896896896896807
2022-12-01,0.8656621121185004,0.8556556556556575
2022-12-02,0.9494317456263576,0.950150150150153
2022-12-03,0.9247861064998091,0.8824824824824793
2022-12-04,0.6248244157834043,0.4420420420420501
2022-12-05,0.6807559698633333,0.5277277277277022
2022-12-06,0.5711914187204905,0.37997997997999045
2022-12-07,0.9111224620099481,0.865865865865857
2022-12-08,0.8839228706423157,0.9415415415415421
2022-12-09,0.9380666581534887,0.9927927927927928
2022-12-10,0.9938705146213762,0.9917917917917922
2022-12-11,0.99118886476823,0.9861861861861855
2022-12-12,0.9790575916230377,0.9975975975975977
2022-12-13,0.9415144936789697,0.9747747747747764
2022-12-14,0.7227684842293516,0.6884884884884844
2022-12-15,0.9355127059123975,0.906306306306307
2022-12-16,0.9948920955178142,0.9919919919919922
2022-12-17,0.9547950453326517,0.953353353353354
2022-12-18,0.9544119524964908,0.9805805805805817
2022-12-19,0.7960669135487194,0.7159159159159135
2022-12-20,0.6978674498786887,0.5623623623623605
2022-12-21,0.8459966798620887,0.8356356356356324
2022-12-22,0.8827735921338209,0.8252252252252248
2022-12-23,0.8189247861065017,0.9181181181181193
2022-12-24,0.964883156684968,0.9865865865865868
2022-12-25,0.9864640531222069,0.9887887887887891
2022-12-26,0.978546801174819,0.971971971971973
2022-12-27,0.9613076235474387,0.979379379379378
2022-12-28,0.5787255778316743,0.7315315315315407
2022-12-29,0.6484484740135257,0.5145145145145124
2022-12-30,0.7729536457668252,0.814214214214211
2022-12-31,0.7454986591750624,0.7047047047047185
2023-01-01,0.991444259992338,0.991191191191191
2023-01-02,0.7624824415783353,0.8026026026026021
2023-01-03,0.6027327288979712,0.6304304304304312
2023-01-04,0.57336227812541,0.6326326326326303
2023-01-05,0.9882518196909712,0.9875875875875874
2023-01-06,0.9728004086323581,0.9731731731731735
2023-01-07,0.8076873962456949,0.7179179179179109
2023-01-08,0.7531605158983598,0.6144144144144222
2023-01-09,0.8519984676286633,0.7709709709709723
2023-01-10,0.8434427276210023,0.75455455455456
2023-01-11,0.7296641552803077,0.6290290290290178
2023-01-12,0.9731835014685204,0.9869869869869871
2023-01-13,0.9111224620099606,0.9691691691691686
2023-01-14,0.990678074320011,0.9981981981981982
2023-01-15,0.9441961435321157,0.9465465465465465
2023-01-16,0.9873579364065894,0.9803803803803797
2023-01-17,0.9724173157961954,0.9717717717717724
2023-01-18,0.9581151832460723,0.9597597597597576
2023-01-19,0.7964500063848805,0.771971971971975
2023-01-20,0.7523943302260245,0.6278278278278315
2023-01-21,0.8295236879070371,0.7991991991992009
2023-01-22,0.9716511301238687,0.9589589589589587
2023-01-23,0.8694930404801353,0.8394394394394346
2023-01-24,0.8269697356659496,0.7743743743743855
2023-01-25,0.7959392159366769,0.6906906906907053
2023-01-26,NA,NA
2023-01-27,NA,NA
2023-01-28,NA,NA
2023-01-29,NA,NA
2023-01-30,NA,NA
2023-01-31,NA,NA
2023-02-01,NA,NA
2023-02-02,NA,NA
2023-02-03,NA,NA
2023-02-04,NA,NA
2023-02-05,NA,NA
2023-02-06,NA,NA
2023-02-07,NA,NA
2023-02-08,NA,NA
2023-02-09,NA,NA
2023-02-10,NA,NA
2023-02-11,NA,NA
2023-02-12,NA,NA
2023-02-13,NA,NA
2023-02-14,NA,NA
2023-02-15,NA,NA
2023-02-16,NA,NA
2023-02-17,NA,NA
2023-02-18,NA,NA
2023-02-19,NA,NA
