date,cloud_cover_in_country,cloud_cover_in_east_of_country
2022-01-01,0.9646277614608607,0.9463463463463472
2022-01-02,0.6166517686119136,0.6780780780780615
2022-01-03,0.9309155918784324,0.9835835835835832
2022-01-04,0.6880347337504769,0.6198198198198217
2022-01-05,0.9512195121951253,0.9861861861861855
2022-01-06,0.8470182607585245,0.8382382382382334
2022-01-07,0.5051717532882171,0.5419419419419392
2022-01-08,0.5369684586898097,0.3135135135135176
2022-01-09,0.9825054271485139,0.9995995995995997
2022-01-10,0.9763759417698896,0.9663663663663659
2022-01-11,0.9072915336483206,0.9019019019018992
2022-01-12,0.6617290256672177,0.7203203203203186
2022-01-13,0.6013280551653688,0.4822822822822817
2022-01-14,0.9399821223343192,0.990790790790791
2022-01-15,0.7825309666709137,0.712312312312311
2022-01-16,0.9037160005107956,0.9687687687687689
2022-01-17,0.9501979312986839,0.9529529529529516
2022-01-18,0.9118886476822929,0.9337337337337351
2022-01-19,0.8110075341591112,0.7959959959959916
2022-01-20,0.6475545907291498,0.5951951951951947
2022-01-21,0.8222449240199222,0.7869869869869905
2022-01-22,0.8046226535563944,0.7343343343343338
2022-01-23,0.7975992848933736,0.7899899899899985
2022-01-24,0.9221044566466623,0.9415415415415423
2022-01-25,0.9130379261907787,0.8852852852852824
2022-01-26,0.9343634274039115,0.9049049049049097
2022-01-27,0.8353977780615423,0.7517517517517497
2022-01-28,0.9592644617545621,0.9959959959959962
2022-01-29,0.9244030136636471,0.9611611611611618
2022-01-30,0.8360362661218237,0.8892892892892933
2022-01-31,0.883795173030269,0.855255255255253
2022-02-01,0.8244157834248463,0.8714714714714755
2022-02-02,0.9713957348997568,0.9699699699699713
2022-02-03,0.9466223981611473,0.9873873873873882
2022-02-04,0.7838079427914659,0.774374374374385
2022-02-05,0.8093474652023819,0.7119119119119238
2022-02-06,0.7392414761843971,0.7173173173173167
2022-02-07,0.9842931937172772,0.9839839839839849
2022-02-08,0.9798237772953637,1
2022-02-09,0.8125399055037765,0.7647647647647573
2022-02-10,0.7824032690588641,0.772972972972969
2022-02-11,0.6880347337504698,0.6358358358358364
2022-02-12,0.8679606691354869,0.8666666666666661
2022-02-13,0.20878559570935482,0.20900900900900923
2022-02-14,0.1716255906014595,0.1759759759759786
2022-02-15,0.2831056059251672,0.2718718718718711
2022-02-16,0.7770399693525687,0.7631631631631679
2022-02-17,0.802834886987608,0.805805805805803
2022-02-18,0.8775379900395811,0.854854854854849
2022-02-19,0.6783297152343237,0.6292292292292332
2022-02-20,0.6083514238283808,0.45205205205204757
2022-02-21,0.43774741412336077,0.19919919919919893
2022-02-22,0.7363044311071509,0.8588588588588563
2022-02-23,0.5554846124377376,0.4030030030030104
2022-02-24,0.7953007278763841,0.7365365365365313
2022-02-25,0.5906014557527678,0.6218218218218026
2022-02-26,0.6494700549099632,0.7023023023022926
2022-02-27,0.7406461499169995,0.7507507507507486
2022-02-28,0.6082237262163122,0.6600600600600824
2022-03-01,0.9713957348997616,0.9993993993993995
2022-03-02,0.9831439152087859,0.9791791791791791
2022-03-03,0.9752266632613986,1
2022-03-04,0.9639892734005877,0.9627627627627626
2022-03-05,0.986336355510151,0.9965965965965967
2022-03-06,0.8763887115310954,0.8502502502502507
2022-03-07,0.9863363555101524,0.9829829829829831
2022-03-08,0.9671817137019533,0.9737737737737737
2022-03-09,0.7779338526369498,0.871671671671672
2022-03-10,0.7838079427914668,0.725125125125123
2022-03-11,0.5141105861320425,0.6408408408408431
2022-03-12,0.3763248627250693,0.34274274274274436
2022-03-13,0.6337632486272536,0.46946946946947576
2022-03-14,0.5222832333035639,0.6808808808808828
2022-03-15,0.16243136253351081,0.21421421421420686
2022-03-16,0.4893372493934426,0.34974974974973244
2022-03-17,0.4092708466351503,0.44844844844844084
2022-03-18,0.39381943557653915,0.5791791791791718
2022-03-19,0.10330736815220588,0.14614614614614213
2022-03-20,0.2880858127953052,0.3115115115115128
2022-03-21,0.03588302898735581,0.05625625625625515
2022-03-22,0.02541182479887574,0.03883883883883762
2022-03-23,0.003575533137530412,0.0032032032032033495
2022-03-24,0.07342612693142864,0.03883883883883663
2022-03-25,0.2852764653301138,0.18398398398398852
2022-03-26,0.2057208530200443,0.19539539539539647
2022-03-27,0.6562380283488732,0.7969969969969986
2022-03-28,0.27991316562380164,0.31491491491491014
2022-03-29,0.41195249648831983,0.29369369369370174
2022-03-30,0.6775635295619914,0.6052052052052047
2022-03-31,0.8839228706423163,0.8458458458458472
2022-04-01,0.6787128080704918,0.5987987987987995
2022-04-02,0.7792108287574875,0.6634634634634577
2022-04-03,0.9384497509896521,0.9147147147147191
2022-04-04,0.7790831311454455,0.7561561561561516
2022-04-05,0.7801047120418988,0.7047047047047024
2022-04-06,0.6475545907291506,0.6132132132132122
2022-04-07,0.3168177755075836,0.15515515515515824
2022-04-08,0.6921210573362233,0.7529529529529543
2022-04-09,0.7225130890052255,0.6386386386386379
2022-04-10,0.805261141616659,0.7057057057057092
2022-04-11,0.8176478099859605,0.7623623623623497
2022-04-12,0.9265738730685713,0.9173173173173126
2022-04-13,0.7811262929383195,0.9871871871871866
2022-04-14,0.7502234708211065,0.9495495495495525
2022-04-15,0.30941131400842553,0.3507507507507433
2022-04-16,0.8693653428680848,0.8226226226226234
2022-04-17,0.9734388966926327,0.9959959959959962
2022-04-18,0.9803345677435835,0.99039039039039
2022-04-19,0.7503511684331611,0.8486486486486462
2022-04-20,0.916741156940367,0.9513513513513525
2022-04-21,0.919805899629676,0.9325325325325337
2022-04-22,0.9421529817392418,0.9141141141141148
2022-04-23,0.8472736559826333,0.8482482482482505
2022-04-24,0.5175584216575181,0.5575575575575564
2022-04-25,0.3940748308006409,0.26106106106105487
2022-04-26,0.5024901034350427,0.2918918918918843
2022-04-27,0.6217596730941229,0.47227227227226903
2022-04-28,0.4689056314646841,0.37077077077076726
2022-04-29,0.6688800919422768,0.7063063063062978
2022-04-30,0.5588047503511684,0.5907907907907928
2022-05-01,0.41412335589324045,0.4754754754754715
2022-05-02,0.38947771676669996,0.3919919919919877
2022-05-03,0.48410164729919586,0.4792792792792801
2022-05-04,0.5616140978163867,0.45325325325325366
2022-05-05,0.11505554846123849,0.1279279279279338
2022-05-06,0.11850338398672355,0.09349349349349213
2022-05-07,0.3579364065892005,0.10730730730730574
2022-05-08,0.22078917124251124,0.16916916916916835
2022-05-09,0.42063593410804273,0.3587587587587536
2022-05-10,0.2796577703997141,0.3891891891891738
2022-05-11,0.26254629038435734,0.38018018018018107
2022-05-12,0.03256289107393699,0.045245245245247076
2022-05-13,0.5351806921210793,0.377977977977975
2022-05-14,0.8305452688034732,0.8430430430430411
2022-05-15,0.729281062444134,0.7473473473473463
2022-05-16,0.4423445281573149,0.35395395395395857
2022-05-17,0.42842548844335615,0.5913913913913982
2022-05-18,0.8394841016472969,0.9255255255255268
2022-05-19,0.3437619716511597,0.5123123123122927
2022-05-20,0.32767207253224784,0.3031031031030919
2022-05-21,0.7613331630698432,0.6982982982982933
2022-05-22,0.9000127697612063,0.9097097097097064
2022-05-23,0.8282467117864806,0.7435435435435377
2022-05-24,0.3930532499042203,0.5183183183183162
2022-05-25,0.5115566338909542,0.37137137137137305
2022-05-26,0.7571191418720387,0.8454454454454458
2022-05-27,0.5091303792618902,0.3369369369369309
2022-05-28,0.5755331375303279,0.5081081081081081
2022-05-29,0.7299195505044058,0.658258258258259
2022-05-30,0.7006767973438646,0.5699699699699653
2022-05-31,0.48193078789426214,0.41521521521522525
2022-06-01,0.27799770144300234,0.1307307307307298
2022-06-02,0.2991955050440574,0.19279279279279374
2022-06-03,0.3474652024007167,0.3625625625625575
2022-06-04,0.2947260886221341,0.14374374374374038
2022-06-05,0.7998978419103515,0.7529529529529451
2022-06-06,0.4498786872685449,0.33333333333333
2022-06-07,0.3717277486910991,0.42542542542542283
2022-06-08,0.2334312348359114,0.2084084084084069
2022-06-09,0.34159111224620703,0.41721721721721156
2022-06-10,0.2957476695185774,0.16776776776776509
