id_w_time,LATITUDE,LONGITUDE,id,x,y,year,time_of_year,ACQ_TIME,date,fire,pop_density,city,in_urban_area,pop_exact,excess_fire,predicted_fire,fire_in_window,war_fire,sustained_excess,id_big,length_of_war_fire_area,war_fire_restrictive
35-48.5-196-2023,48.46936,34.96656,35-48.5,35,48.5,2023,196,37,2023-07-15,1,3101.12018339784,NA,TRUE,4779.50634765625,4,3,9,1,1,35-47,522,1
35-48.5-196-2023,48.47082,34.96761,35-48.5,35,48.5,2023,196,2235,2023-07-15,1,3101.12018339784,NA,TRUE,4779.50634765625,4,3,9,1,1,35-47,522,1
35-48.5-196-2023,48.47126,34.96542,35-48.5,35,48.5,2023,196,2235,2023-07-15,1,3101.12018339784,NA,TRUE,4779.50634765625,4,3,9,1,1,35-47,522,1
35-48.5-197-2023,48.47111,34.96219,35-48.5,35,48.5,2023,197,2358,2023-07-16,1,3101.12018339784,NA,TRUE,4603.923828125,0,5,5,1,1,35-47,522,0
35-48.5-197-2023,48.4746,34.96592,35-48.5,35,48.5,2023,197,2307,2023-07-16,1,3101.12018339784,NA,TRUE,5783.251953125,0,5,5,1,1,35-47,522,0
35-48.5-197-2023,48.47344,34.96906,35-48.5,35,48.5,2023,197,2358,2023-07-16,1,3101.12018339784,NA,TRUE,4779.50634765625,0,5,5,1,1,35-47,522,0
35-48.5-197-2023,48.47139,34.96587,35-48.5,35,48.5,2023,197,16,2023-07-16,1,3101.12018339784,NA,TRUE,4779.50634765625,0,5,5,1,1,35-47,522,0
35-48.5-197-2023,48.47011,34.96763,35-48.5,35,48.5,2023,197,2358,2023-07-16,1,3101.12018339784,NA,TRUE,4779.50634765625,0,5,5,1,1,35-47,522,0
35-48.5-198-2023,48.47057,34.96507,35-48.5,35,48.5,2023,198,2248,2023-07-17,1,3101.12018339784,NA,TRUE,4603.923828125,0,3,5,1,1,35-47,522,0
35-48.5-198-2023,48.47297,34.96618,35-48.5,35,48.5,2023,198,2337,2023-07-17,1,3101.12018339784,NA,TRUE,4779.50634765625,0,3,5,1,1,35-47,522,0
35-48.5-198-2023,48.47171,34.96815,35-48.5,35,48.5,2023,198,1034,2023-07-17,1,3101.12018339784,NA,TRUE,4779.50634765625,0,3,5,1,1,35-47,522,0
35-48.5-198-2023,48.47018,34.96405,35-48.5,35,48.5,2023,198,48,2023-07-17,1,3101.12018339784,NA,TRUE,4603.923828125,0,3,5,1,1,35-47,522,0
35-48.5-198-2023,48.47212,34.96464,35-48.5,35,48.5,2023,198,48,2023-07-17,1,3101.12018339784,NA,TRUE,4603.923828125,0,3,5,1,1,35-47,522,0
35-48.5-199-2023,48.47233,34.9645,35-48.5,35,48.5,2023,199,2229,2023-07-18,1,3101.12018339784,NA,TRUE,4603.923828125,0,4,4,1,1,35-47,522,0
35-48.5-199-2023,48.47337,34.97135,35-48.5,35,48.5,2023,199,28,2023-07-18,1,3101.12018339784,NA,TRUE,4779.50634765625,0,4,4,1,1,35-47,522,0
35-48.5-199-2023,48.47128,34.96601,35-48.5,35,48.5,2023,199,2229,2023-07-18,1,3101.12018339784,NA,TRUE,4779.50634765625,0,4,4,1,1,35-47,522,0
35-48.5-199-2023,48.47088,34.96663,35-48.5,35,48.5,2023,199,2320,2023-07-18,1,3101.12018339784,NA,TRUE,4779.50634765625,0,4,4,1,1,35-47,522,0
35-48.5-200-2023,48.47085,34.96859,35-48.5,35,48.5,2023,200,100,2023-07-19,1,3101.12018339784,NA,TRUE,4779.50634765625,0,3,3,1,1,35-47,522,0
35-48.5-200-2023,48.4729,34.9656,35-48.5,35,48.5,2023,200,956,2023-07-19,1,3101.12018339784,NA,TRUE,4779.50634765625,0,3,3,1,1,35-47,522,0
35-48.5-200-2023,48.47174,34.96393,35-48.5,35,48.5,2023,200,1047,2023-07-19,1,3101.12018339784,NA,TRUE,4603.923828125,0,3,3,1,1,35-47,522,0
35-48.5-201-2023,48.47303,34.96581,35-48.5,35,48.5,2023,201,2242,2023-07-20,1,3101.12018339784,NA,TRUE,4779.50634765625,0,5,1,1,1,35-47,522,0
35-48.5-202-2023,48.47358,34.96412,35-48.5,35,48.5,2023,202,2225,2023-07-21,1,3101.12018339784,NA,TRUE,4603.923828125,0,2,1,1,1,35-47,522,0
35-48.5-203-2023,48.47061,34.96788,35-48.5,35,48.5,2023,203,3,2023-07-22,1,3101.12018339784,NA,TRUE,4779.50634765625,2,1,5,1,1,35-47,522,1
35-48.5-203-2023,48.47484,34.96604,35-48.5,35,48.5,2023,203,54,2023-07-22,1,3101.12018339784,NA,TRUE,5783.251953125,2,1,5,1,1,35-47,522,0
35-48.5-203-2023,48.47036,34.96819,35-48.5,35,48.5,2023,203,54,2023-07-22,1,3101.12018339784,NA,TRUE,4779.50634765625,2,1,5,1,1,35-47,522,0
35-48.5-203-2023,48.47291,34.97183,35-48.5,35,48.5,2023,203,54,2023-07-22,1,3101.12018339784,NA,TRUE,4779.50634765625,2,1,5,1,1,35-47,522,0
35-48.5-203-2023,48.47179,34.96197,35-48.5,35,48.5,2023,203,3,2023-07-22,1,3101.12018339784,NA,TRUE,4603.923828125,2,1,5,1,1,35-47,522,1
35-48.5-204-2023,48.47125,34.97178,35-48.5,35,48.5,2023,204,2326,2023-07-23,1,3101.12018339784,NA,TRUE,4779.50634765625,0,11,3,1,1,35-47,522,0
35-48.5-204-2023,48.47433,34.9649,35-48.5,35,48.5,2023,204,2235,2023-07-23,1,3101.12018339784,NA,TRUE,4603.923828125,0,11,3,1,1,35-47,522,0
35-48.5-204-2023,48.47198,34.96538,35-48.5,35,48.5,2023,204,2326,2023-07-23,1,3101.12018339784,NA,TRUE,4603.923828125,0,11,3,1,1,35-47,522,0
35-48.5-205-2023,48.47281,34.97136,35-48.5,35,48.5,2023,205,16,2023-07-24,1,3101.12018339784,NA,TRUE,4779.50634765625,2,3,7,1,1,35-47,522,1
35-48.5-205-2023,48.47364,34.96507,35-48.5,35,48.5,2023,205,105,2023-07-24,1,3101.12018339784,NA,TRUE,4603.923828125,2,3,7,1,1,35-47,522,0
35-48.5-205-2023,48.47205,34.964,35-48.5,35,48.5,2023,205,2358,2023-07-24,1,3101.12018339784,NA,TRUE,4603.923828125,2,3,7,1,1,35-47,522,0
35-48.5-205-2023,48.46911,34.96778,35-48.5,35,48.5,2023,205,105,2023-07-24,1,3101.12018339784,NA,TRUE,4779.50634765625,2,3,7,1,1,35-47,522,0
35-48.5-205-2023,48.47104,34.96944,35-48.5,35,48.5,2023,205,2358,2023-07-24,1,3101.12018339784,NA,TRUE,4779.50634765625,2,3,7,1,1,35-47,522,1
35-48.5-205-2023,48.47396,34.96634,35-48.5,35,48.5,2023,205,16,2023-07-24,1,3101.12018339784,NA,TRUE,4779.50634765625,2,3,7,1,1,35-47,522,0
35-48.5-205-2023,48.47192,34.9664,35-48.5,35,48.5,2023,205,2307,2023-07-24,1,3101.12018339784,NA,TRUE,4779.50634765625,2,3,7,1,1,35-47,522,0
35-48.5-206-2023,48.46991,34.96788,35-48.5,35,48.5,2023,206,48,2023-07-25,1,3101.12018339784,NA,TRUE,4779.50634765625,0,4,3,1,1,35-47,522,0
35-48.5-206-2023,48.47147,34.96285,35-48.5,35,48.5,2023,206,48,2023-07-25,1,3101.12018339784,NA,TRUE,4603.923828125,0,4,3,1,1,35-47,522,0
35-48.5-206-2023,48.47175,34.96926,35-48.5,35,48.5,2023,206,1034,2023-07-25,1,3101.12018339784,NA,TRUE,4779.50634765625,0,4,3,1,1,35-47,522,0
35-48.5-209-2023,48.47285,34.96296,35-48.5,35,48.5,2023,209,2331,2023-07-28,1,3101.12018339784,NA,TRUE,4603.923828125,0,2,2,1,1,35-47,522,0
35-48.5-209-2023,48.47212,34.96869,35-48.5,35,48.5,2023,209,2331,2023-07-28,1,3101.12018339784,NA,TRUE,4779.50634765625,0,2,2,1,1,35-47,522,0
35-48.5-210-2023,48.473,34.96438,35-48.5,35,48.5,2023,210,22,2023-07-29,1,3101.12018339784,NA,TRUE,4603.923828125,0,4,2,1,1,35-47,522,0
35-48.5-210-2023,48.47389,34.97086,35-48.5,35,48.5,2023,210,22,2023-07-29,1,3101.12018339784,NA,TRUE,4779.50634765625,0,4,2,1,1,35-47,522,0
35-48.5-211-2023,48.47116,34.9688,35-48.5,35,48.5,2023,211,3,2023-07-30,1,3101.12018339784,NA,TRUE,4779.50634765625,0,3,1,1,1,35-47,522,0
35-49.1-132-2023,49.1121,34.98454,35-49.1,35,49.1,2023,132,1110,2023-05-12,1,11.01238654139969,NA,TRUE,1.576204538345337,1,1,4,1,1,35-49,489,1
35-49.9-101-2023,49.91929,35.01019,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,2.20410418510437,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91858,35.00484,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,2.709200859069824,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91728,34.9984,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,4.304611682891846,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91506,35.00657,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,3.340080976486206,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91376,35.00014,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,3.340080976486206,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91986,35.01122,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,2.20410418510437,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91313,34.99911,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,3.340080976486206,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.92281,35.00845,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,2.20410418510437,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91798,35.00381,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,2.709200859069824,7,1,10,1,1,35-50,290,1
35-49.9-101-2023,49.91666,34.99738,35-49.9,35,49.900000000000006,2023,101,1004,2023-04-11,1,13.875917886694271,NA,TRUE,4.304611682891846,7,1,10,1,1,35-50,290,1
35.1-46.7-221-2022,46.677227,35.128292,35.1-46.7,35.1,46.7,2022,221,1042,2022-08-09,1,18.642548744049336,NA,TRUE,4.907468318939209,2,5,9,1,1,35-47,522,1
35.1-46.7-221-2022,46.668686,35.118,35.1-46.7,35.1,46.7,2022,221,1042,2022-08-09,1,18.642548744049336,NA,TRUE,5.339937210083008,2,5,9,1,1,35-47,522,1
35.1-46.7-222-2022,46.673584,35.145107,35.1-46.7,35.1,46.7,2022,222,1024,2022-08-10,1,18.642548744049336,NA,TRUE,65.82775115966797,0,1,1,1,1,35-47,522,0
35.1-46.7-79-2023,46.70563,35.10823,35.1-46.7,35.1,46.7,2023,79,1104,2023-03-20,1,18.642548744049336,NA,TRUE,2.0811779499053955,1,1,4,1,1,35-47,522,1
35.1-47.2-209-2022,47.217663,35.080868,35.1-47.2,35.1,47.2,2022,209,1106,2022-07-28,1,24.659298619462383,NA,TRUE,5.242504119873047,2,1,5,1,1,35-47,522,1
35.1-47.2-209-2022,47.2249,35.0819,35.1-47.2,35.1,47.2,2022,209,1926,2022-07-28,1,24.659298619462383,NA,TRUE,2.4806759357452393,2,1,5,1,1,35-47,522,1
35.1-47.2-210-2022,47.229439,35.072433,35.1-47.2,35.1,47.2,2022,210,0906,2022-07-29,1,24.659298619462383,NA,TRUE,2.1797637939453125,0,4,3,1,1,35-47,522,0
35.1-47.2-210-2022,47.192722,35.096169,35.1-47.2,35.1,47.2,2022,210,1048,2022-07-29,1,24.659298619462383,NA,TRUE,76.091217041015625,0,4,3,1,1,35-47,522,0
35.1-47.2-210-2022,47.230728,35.078148,35.1-47.2,35.1,47.2,2022,210,0906,2022-07-29,1,24.659298619462383,NA,TRUE,2.4806759357452393,0,4,3,1,1,35-47,522,0
35.1-47.2-211-2022,47.180302,35.093643,35.1-47.2,35.1,47.2,2022,211,1030,2022-07-30,1,24.659298619462383,NA,TRUE,73.34171295166016,0,1,1,1,1,35-47,522,0
35.1-47.9-166-2023,47.86412,35.14956,35.1-47.9,35.1,47.900000000000006,2023,166,48,2023-06-15,1,1539.4435057258606,NA,TRUE,4262.99072265625,1,3,6,1,1,35-47,522,1
35.1-47.9-167-2023,47.86316,35.14583,35.1-47.9,35.1,47.900000000000006,2023,167,28,2023-06-16,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-167-2023,47.86345,35.14473,35.1-47.9,35.1,47.900000000000006,2023,167,2320,2023-06-16,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-167-2023,47.86728,35.14558,35.1-47.9,35.1,47.900000000000006,2023,167,2320,2023-06-16,1,1539.4435057258606,NA,TRUE,6355.298828125,0,3,3,1,1,35-47,522,0
35.1-47.9-168-2023,47.86026,35.14187,35.1-47.9,35.1,47.900000000000006,2023,168,9,2023-06-17,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,2,1,1,35-47,522,0
35.1-47.9-168-2023,47.86261,35.14423,35.1-47.9,35.1,47.900000000000006,2023,168,2301,2023-06-17,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,2,1,1,35-47,522,0
35.1-47.9-169-2023,47.85934,35.1406,35.1-47.9,35.1,47.900000000000006,2023,169,41,2023-06-18,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,2,1,1,35-47,522,0
35.1-47.9-169-2023,47.86296,35.14847,35.1-47.9,35.1,47.900000000000006,2023,169,41,2023-06-18,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,2,1,1,35-47,522,0
35.1-47.9-170-2023,47.87649,35.1492,35.1-47.9,35.1,47.900000000000006,2023,170,2225,2023-06-19,1,1539.4435057258606,NA,TRUE,5396.78076171875,0,4,3,1,1,35-47,522,0
35.1-47.9-170-2023,47.86137,35.1447,35.1-47.9,35.1,47.900000000000006,2023,170,2314,2023-06-19,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,4,3,1,1,35-47,522,0
35.1-47.9-170-2023,47.86654,35.1493,35.1-47.9,35.1,47.900000000000006,2023,170,22,2023-06-19,1,1539.4435057258606,NA,TRUE,5852.1455078125,0,4,3,1,1,35-47,522,0
35.1-47.9-171-2023,47.86716,35.14924,35.1-47.9,35.1,47.900000000000006,2023,171,3,2023-06-20,1,1539.4435057258606,NA,TRUE,5852.1455078125,0,3,3,1,1,35-47,522,0
35.1-47.9-171-2023,47.86134,35.14008,35.1-47.9,35.1,47.900000000000006,2023,171,3,2023-06-20,1,1539.4435057258606,NA,TRUE,6328.02197265625,0,3,3,1,1,35-47,522,0
35.1-47.9-171-2023,47.86013,35.14611,35.1-47.9,35.1,47.900000000000006,2023,171,3,2023-06-20,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-172-2023,47.86576,35.14565,35.1-47.9,35.1,47.900000000000006,2023,172,2326,2023-06-21,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-172-2023,47.86216,35.14473,35.1-47.9,35.1,47.900000000000006,2023,172,2326,2023-06-21,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-172-2023,47.85856,35.14377,35.1-47.9,35.1,47.900000000000006,2023,172,2326,2023-06-21,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-173-2023,47.86525,35.14757,35.1-47.9,35.1,47.900000000000006,2023,173,2307,2023-06-22,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,2,3,1,1,35-47,522,0
35.1-47.9-173-2023,47.8589,35.14066,35.1-47.9,35.1,47.900000000000006,2023,173,2307,2023-06-22,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,2,3,1,1,35-47,522,0
35.1-47.9-173-2023,47.86731,35.14865,35.1-47.9,35.1,47.900000000000006,2023,173,2307,2023-06-22,1,1539.4435057258606,NA,TRUE,6355.298828125,0,2,3,1,1,35-47,522,0
35.1-47.9-176-2023,47.86116,35.14047,35.1-47.9,35.1,47.900000000000006,2023,176,2352,2023-06-25,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,7,3,1,1,35-47,522,0
35.1-47.9-176-2023,47.85803,35.14599,35.1-47.9,35.1,47.900000000000006,2023,176,1036,2023-06-25,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,7,3,1,1,35-47,522,0
35.1-47.9-176-2023,47.86685,35.14816,35.1-47.9,35.1,47.900000000000006,2023,176,2352,2023-06-25,1,1539.4435057258606,NA,TRUE,6355.298828125,0,7,3,1,1,35-47,522,0
35.1-47.9-190-2023,47.86605,35.14968,35.1-47.9,35.1,47.900000000000006,2023,190,2337,2023-07-09,1,1539.4435057258606,NA,TRUE,4262.99072265625,2,3,7,1,1,35-47,522,1
35.1-47.9-190-2023,47.86571,35.14749,35.1-47.9,35.1,47.900000000000006,2023,190,2248,2023-07-09,1,1539.4435057258606,NA,TRUE,4703.01318359375,2,3,7,1,1,35-47,522,1
35.1-47.9-191-2023,47.85823,35.14177,35.1-47.9,35.1,47.900000000000006,2023,191,1015,2023-07-10,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-191-2023,47.86226,35.14428,35.1-47.9,35.1,47.900000000000006,2023,191,30,2023-07-10,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-191-2023,47.86076,35.14367,35.1-47.9,35.1,47.900000000000006,2023,191,2320,2023-07-10,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-192-2023,47.86269,35.14314,35.1-47.9,35.1,47.900000000000006,2023,192,2352,2023-07-11,1,1539.4435057258606,NA,TRUE,4703.01318359375,1,4,7,1,1,35-47,522,0
35.1-47.9-192-2023,47.86656,35.14994,35.1-47.9,35.1,47.900000000000006,2023,192,9,2023-07-11,1,1539.4435057258606,NA,TRUE,5852.1455078125,1,4,7,1,1,35-47,522,0
35.1-47.9-192-2023,47.8594,35.14188,35.1-47.9,35.1,47.900000000000006,2023,192,2352,2023-07-11,1,1539.4435057258606,NA,TRUE,4703.01318359375,1,4,7,1,1,35-47,522,0
35.1-47.9-192-2023,47.86599,35.1444,35.1-47.9,35.1,47.900000000000006,2023,192,2352,2023-07-11,1,1539.4435057258606,NA,TRUE,4703.01318359375,1,4,7,1,1,35-47,522,0
35.1-47.9-192-2023,47.86508,35.14958,35.1-47.9,35.1,47.900000000000006,2023,192,2352,2023-07-11,1,1539.4435057258606,NA,TRUE,4262.99072265625,1,4,7,1,1,35-47,522,1
35.1-47.9-192-2023,47.86063,35.13956,35.1-47.9,35.1,47.900000000000006,2023,192,9,2023-07-11,1,1539.4435057258606,NA,TRUE,6328.02197265625,1,4,7,1,1,35-47,522,0
35.1-47.9-192-2023,47.85913,35.1464,35.1-47.9,35.1,47.900000000000006,2023,192,9,2023-07-11,1,1539.4435057258606,NA,TRUE,4703.01318359375,1,4,7,1,1,35-47,522,0
35.1-47.9-193-2023,47.86672,35.14808,35.1-47.9,35.1,47.900000000000006,2023,193,2331,2023-07-12,1,1539.4435057258606,NA,TRUE,6355.298828125,0,3,2,1,1,35-47,522,0
35.1-47.9-193-2023,47.86062,35.14056,35.1-47.9,35.1,47.900000000000006,2023,193,2331,2023-07-12,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,2,1,1,35-47,522,0
35.1-47.9-194-2023,47.86622,35.14983,35.1-47.9,35.1,47.900000000000006,2023,194,22,2023-07-13,1,1539.4435057258606,NA,TRUE,4262.99072265625,0,3,1,1,1,35-47,522,0
35.1-47.9-195-2023,47.8664,35.1469,35.1-47.9,35.1,47.900000000000006,2023,195,2346,2023-07-14,1,1539.4435057258606,NA,TRUE,6355.298828125,0,5,2,1,1,35-47,522,0
35.1-47.9-195-2023,47.8599,35.1446,35.1-47.9,35.1,47.900000000000006,2023,195,2346,2023-07-14,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,2,1,1,35-47,522,0
35.1-47.9-196-2023,47.86158,35.14303,35.1-47.9,35.1,47.900000000000006,2023,196,37,2023-07-15,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,5,1,1,35-47,522,0
35.1-47.9-196-2023,47.86285,35.14548,35.1-47.9,35.1,47.900000000000006,2023,196,2326,2023-07-15,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,5,1,1,35-47,522,0
35.1-47.9-196-2023,47.85929,35.14452,35.1-47.9,35.1,47.900000000000006,2023,196,2326,2023-07-15,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,5,1,1,35-47,522,0
35.1-47.9-196-2023,47.86631,35.14597,35.1-47.9,35.1,47.900000000000006,2023,196,37,2023-07-15,1,1539.4435057258606,NA,TRUE,6355.298828125,0,3,5,1,1,35-47,522,0
35.1-47.9-196-2023,47.86641,35.14641,35.1-47.9,35.1,47.900000000000006,2023,196,2326,2023-07-15,1,1539.4435057258606,NA,TRUE,6355.298828125,0,3,5,1,1,35-47,522,0
35.1-47.9-197-2023,47.86213,35.14508,35.1-47.9,35.1,47.900000000000006,2023,197,16,2023-07-16,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,3,1,1,35-47,522,0
35.1-47.9-197-2023,47.86046,35.14442,35.1-47.9,35.1,47.900000000000006,2023,197,2358,2023-07-16,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,3,1,1,35-47,522,0
35.1-47.9-197-2023,47.86607,35.14711,35.1-47.9,35.1,47.900000000000006,2023,197,16,2023-07-16,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,5,3,1,1,35-47,522,0
35.1-47.9-198-2023,47.86526,35.14772,35.1-47.9,35.1,47.900000000000006,2023,198,2339,2023-07-17,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,7,3,1,1,35-47,522,0
35.1-47.9-198-2023,47.8627,35.14147,35.1-47.9,35.1,47.900000000000006,2023,198,2339,2023-07-17,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,7,3,1,1,35-47,522,0
35.1-47.9-198-2023,47.85939,35.14041,35.1-47.9,35.1,47.900000000000006,2023,198,2339,2023-07-17,1,1539.4435057258606,NA,TRUE,6328.02197265625,0,7,3,1,1,35-47,522,0
35.1-47.9-199-2023,47.86229,35.14105,35.1-47.9,35.1,47.900000000000006,2023,199,28,2023-07-18,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,4,2,1,1,35-47,522,0
35.1-47.9-199-2023,47.85976,35.14336,35.1-47.9,35.1,47.900000000000006,2023,199,2320,2023-07-18,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,4,2,1,1,35-47,522,0
35.1-47.9-202-2023,47.86495,35.14503,35.1-47.9,35.1,47.900000000000006,2023,202,2225,2023-07-21,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-47.9-202-2023,47.86626,35.14788,35.1-47.9,35.1,47.900000000000006,2023,202,22,2023-07-21,1,1539.4435057258606,NA,TRUE,6355.298828125,0,3,3,1,1,35-47,522,0
35.1-47.9-202-2023,47.86207,35.14557,35.1-47.9,35.1,47.900000000000006,2023,202,22,2023-07-21,1,1539.4435057258606,NA,TRUE,4703.01318359375,0,3,3,1,1,35-47,522,0
35.1-49-116-2023,49.00762,35.07652,35.1-49,35.1,49,2023,116,850,2023-04-26,1,18.812309860355324,NA,TRUE,2.5913431644439697,2,1,5,1,1,35-49,489,1
35.1-49-116-2023,49.00718,35.10323,35.1-49,35.1,49,2023,116,850,2023-04-26,1,18.812309860355324,NA,TRUE,7.996931552886963,2,1,5,1,1,35-49,489,1
35.1-49-124-2023,49.02399,35.08823,35.1-49,35.1,49,2023,124,1113,2023-05-04,1,18.812309860355324,NA,TRUE,1.7658772468566897,0,1,1,1,1,35-49,489,0
35.1-49-126-2023,49.02103,35.12794,35.1-49,35.1,49,2023,126,1036,2023-05-06,1,18.812309860355324,NA,TRUE,10.229761123657228,0,1,1,1,1,35-49,489,0
35.1-50.2-107-2023,50.22075,35.12435,35.1-50.2,35.1,50.2,2023,107,900,2023-04-17,1,15.951437775459556,NA,TRUE,1.7356944084167485,3,1,6,1,1,35-50,290,1
35.1-50.2-107-2023,50.22357,35.1279,35.1-50.2,35.1,50.2,2023,107,952,2023-04-17,1,15.951437775459556,NA,TRUE,1.7356944084167485,3,1,6,1,1,35-50,290,1
35.1-50.2-107-2023,50.21785,35.13726,35.1-50.2,35.1,50.2,2023,107,900,2023-04-17,1,15.951437775459556,NA,TRUE,1.9202077388763428,3,1,6,1,1,35-50,290,1
35.1-50.2-116-2023,50.18956,35.09382,35.1-50.2,35.1,50.2,2023,116,1024,2023-04-26,1,15.951437775459556,NA,TRUE,3.2495999336242676,2,1,5,1,1,35-50,290,1
35.1-50.2-116-2023,50.19198,35.08727,35.1-50.2,35.1,50.2,2023,116,1024,2023-04-26,1,15.951437775459556,NA,TRUE,1.2130383253097534,2,1,5,1,1,35-50,290,0
35.1-50.2-116-2023,50.19282,35.09258,35.1-50.2,35.1,50.2,2023,116,1024,2023-04-26,1,15.951437775459556,NA,TRUE,1.5434246063232422,2,1,5,1,1,35-50,290,0
35.1-50.2-116-2023,50.19283,35.09321,35.1-50.2,35.1,50.2,2023,116,1110,2023-04-26,1,15.951437775459556,NA,TRUE,1.5434246063232422,2,1,5,1,1,35-50,290,0
35.1-50.2-116-2023,50.18713,35.10038,35.1-50.2,35.1,50.2,2023,116,1024,2023-04-26,1,15.951437775459556,NA,TRUE,10.99091339111328,2,1,5,1,1,35-50,290,1
35.2-47.1-79-2023,47.09662,35.18232,35.2-47.1,35.2,47.1,2023,79,924,2023-03-20,1,17.981908422377373,NA,TRUE,4.116143703460693,2,1,5,1,1,35-47,522,1
35.2-47.1-79-2023,47.08921,35.17968,35.2-47.1,35.2,47.1,2023,79,1015,2023-03-20,1,17.981908422377373,NA,TRUE,2.2822999954223633,2,1,5,1,1,35-47,522,1
35.2-47.3-211-2022,47.3391,35.2238,35.2-47.3,35.2,47.3,2022,211,0941,2022-07-30,1,62.551022647155655,NA,TRUE,1.9874389171600344,6,1,9,1,1,35-47,522,1
35.2-47.3-211-2022,47.342205,35.211967,35.2-47.3,35.2,47.3,2022,211,1030,2022-07-30,1,62.551022647155655,NA,TRUE,2.5424420833587646,6,1,9,1,1,35-47,522,1
35.2-47.3-211-2022,47.34481,35.205807,35.2-47.3,35.2,47.3,2022,211,1030,2022-07-30,1,62.551022647155655,NA,TRUE,2.244694232940674,6,1,9,1,1,35-47,522,1
35.2-47.3-211-2022,47.320881,35.220963,35.2-47.3,35.2,47.3,2022,211,1030,2022-07-30,1,62.551022647155655,NA,TRUE,2.9322714805603027,6,1,9,1,1,35-47,522,1
35.2-47.3-211-2022,47.3247,35.1619,35.2-47.3,35.2,47.3,2022,211,0941,2022-07-30,1,62.551022647155655,NA,TRUE,2.3230879306793213,6,1,9,1,1,35-47,522,1
35.2-47.3-211-2022,47.318729,35.20546,35.2-47.3,35.2,47.3,2022,211,1030,2022-07-30,1,62.551022647155655,NA,TRUE,2.524930238723755,6,1,9,1,1,35-47,522,1
