LATITUDE,LONGITUDE,ACQ_TIME,date,war_fire
44.78939,33.73346,2346,2022-09-05,0
44.791714,33.732796,0030,2022-07-12,0
44.791759,33.733452,2254,2022-07-11,0
44.791962,33.728619,2254,2022-07-11,0
44.792587,33.636173,1036,2022-04-06,0
44.79266,33.73449,2346,2022-09-05,0
44.793236,33.730461,2230,2022-07-12,0
44.794682,33.730675,2348,2022-07-08,0
44.795353,33.732235,0012,2022-07-13,0
44.7976,33.739,2356,2022-07-08,0
44.81481,33.57526,1028,2023-01-25,0
44.860363,34.768414,0930,2022-03-30,0
44.860485,34.764496,0936,2022-04-04,0
44.87009,34.30058,1106,2022-11-08,0
44.87404,34.28198,1049,2023-01-25,0
44.87625,34.28191,1028,2023-01-25,0
44.8805,33.7184,1012,2022-03-22,0
44.88409,34.29092,1002,2022-12-20,0
44.8867,33.7452,1012,2022-03-22,0
44.89489,34.041161,0930,2022-03-30,0
44.897125,34.043819,0930,2022-03-30,0
44.90044,34.037544,0930,2022-03-30,0
44.913841,35.194355,1100,2022-06-29,0
44.914181,35.189587,1100,2022-06-29,0
44.914623,35.195129,1100,2022-06-29,0
44.952217,33.94154,1024,2022-08-10,0
44.953075,33.946533,1024,2022-08-10,0
44.95524,33.92313,1038,2022-10-13,0
44.956383,33.945381,1024,2022-08-10,0
44.957241,33.950359,1024,2022-08-10,0
44.96369,33.74763,1026,2022-10-05,0
44.96616,33.74147,1026,2022-10-05,0
44.9898,33.9413,1031,2022-08-14,0
44.994205,33.947258,1000,2022-08-14,0
44.998257,33.945316,1000,2022-08-14,0
44.9997,33.9374,1031,2022-08-14,0
45.002384,33.931648,1048,2022-08-22,0
45.003742,33.943317,1048,2022-08-22,0
45.00462,34.5668,1123,2022-09-16,0
45.00505,34.19842,1021,2023-01-20,0
45.005993,33.930882,1048,2022-08-22,0
45.00631,34.56285,2326,2022-09-06,0
45.006416,33.934475,1048,2022-08-22,0
45.006672,33.936714,1048,2022-08-22,0
45.007069,33.940319,1048,2022-08-22,0
45.007347,33.942551,1048,2022-08-22,0
45.010277,33.935936,1048,2022-08-22,0
45.010677,33.939548,1048,2022-08-22,0
45.01096,33.941784,1048,2022-08-22,0
45.0111,34.5745,1106,2022-09-16,0
45.0118,34.5812,1106,2022-09-16,0
45.0128,34.5906,1106,2022-09-16,0
45.01788,33.88466,0924,2022-10-19,0
45.02008,33.88919,0924,2022-10-19,0
45.03413,33.61682,1034,2022-09-08,0
45.037296,34.530037,1118,2022-04-09,0
45.041271,34.524628,1118,2022-04-09,0
45.041489,34.529453,1118,2022-04-09,0
45.042702,34.52961,1118,2022-04-09,0
45.054108,34.185211,1042,2022-03-26,0
45.057549,34.184383,1042,2022-03-26,0
45.061226,34.207542,1118,2022-03-24,0
45.06683,36.379814,1006,2022-08-19,0
45.07279,34.94909,0839,2023-01-20,0
45.073959,34.938408,0930,2022-03-30,0
45.083355,35.198795,1012,2022-07-07,0
45.083542,36.427727,1006,2022-08-19,0
45.0868,36.4236,1049,2022-08-19,0
45.087036,36.426437,1006,2022-08-19,0
45.08812,36.432091,1006,2022-08-19,0
45.089191,36.437675,1006,2022-08-19,0
45.090252,36.443207,1006,2022-08-19,0
45.091614,36.430809000000004,1006,2022-08-19,0
45.0965,33.8865,1059,2022-07-02,0
45.09655,34.274033,1118,2022-04-09,0
45.101894,34.273823,1118,2022-04-09,0
45.1184,36.40523,0956,2022-09-10,0
45.1192,33.9917,1032,2022-09-29,0
45.11921,36.40728,0956,2022-09-10,0
45.120411,34.867653,1018,2022-08-29,0
45.126244,36.295471,1024,2022-08-10,0
45.12718,33.99334,1041,2022-09-29,0
45.12722,35.09681,0828,2023-01-03,0
45.127274,34.000904,0042,2022-07-22,0
45.12788,33.99828,1041,2022-09-29,0
45.127968,33.998413,0030,2022-08-13,0
45.128017,33.998993,0018,2022-07-18,0
45.12812,34.00005,2306,2022-07-29,0
45.128399,34.001945,2330,2022-07-25,0
45.128601,33.998184,0024,2022-07-23,0
45.128674,34.00193,2324,2022-07-28,0
45.128738,33.99733,0030,2022-08-05,0
45.128746,33.998238,0030,2022-08-13,0
45.12875,34.000278,0012,2022-08-06,0
45.129005,34.001835,0018,2022-06-16,0
45.129105,34.000084,2342,2022-06-17,0
45.12918,35.08424,0828,2023-01-03,0
45.129238,33.998985,2330,2022-08-02,0
45.129299,34.00045,2336,2022-07-14,0
45.129314,34.001907,2342,2022-08-20,0
45.129532,33.999496,0036,2022-08-18,0
45.129646,33.997784,2336,2022-08-07,0
45.129749,34.001637,0042,2022-07-22,0
45.12985,33.99834,2346,2022-09-05,0
45.129864,34.000523,0000,2022-06-17,0
45.130108,34.000393,2342,2022-07-27,0
45.130116,34.001312,2348,2022-07-24,0
45.130215,33.999313,2254,2022-08-12,0
45.130543,33.998932,0012,2022-06-11,0
45.130646,33.999706,2348,2022-08-01,0
45.13073,33.998585,2324,2022-07-20,0
45.132858,33.996792,2248,2022-07-30,0
45.139347,36.369061,1006,2022-07-18,0
45.1395,36.3851,0919,2022-07-18,0
45.13995,33.51868,1002,2022-09-15,0
45.142818,36.36755,1006,2022-07-18,0
45.143867,35.641964,1024,2022-04-28,0
45.143894,36.373146,1006,2022-07-18,0
45.143925,35.415791,1106,2022-07-04,0
45.1443,35.4166,1047,2022-07-04,0
45.1446,35.6352,1027,2022-04-28,0
45.146294,36.366089,1006,2022-07-18,0
45.147141,35.640945,1024,2022-04-28,0
45.16679,36.29782,1110,2022-09-06,0
45.167,36.30196,1110,2022-09-06,0
45.16903,36.30145,1110,2022-09-06,0
45.17535,35.43209,0956,2022-10-12,0
45.17734,34.63877,1009,2022-10-22,0
45.1901,34.2891,0837,2022-07-01,0
45.2019,36.3494,0855,2022-07-06,0
45.20461,34.01439,1108,2022-11-08,0
45.20641,33.37832,2242,2022-09-19,0
45.20877,33.37712,2242,2022-09-19,0
45.2128,33.3949,0854,2022-08-07,0
45.217999,36.374588,1036,2022-08-12,0
45.218678,36.380177,1036,2022-08-12,0
45.22061,33.4375,1058,2022-10-14,0
45.222,36.372,1044,2022-08-12,0
45.222191,36.379337,1036,2022-08-12,0
45.22538,34.18351,1002,2023-01-21,0
45.227268,29.704208,1006,2022-03-28,0
45.229038,29.701014,1148,2022-03-28,0
45.2294,35.2699,0837,2022-07-01,0
45.2315,35.2569,0837,2022-07-01,0
45.231808,29.701883,1006,2022-03-28,0
45.232597,28.7824,1036,2022-08-12,0
45.23376,33.5769,2301,2022-11-05,0
45.2365,29.6897,1948,2022-03-27,0
45.240932,28.693338,1118,2022-03-24,0
45.245068,33.402126,1118,2022-05-27,0
45.2453,29.687,1948,2022-03-27,0
45.245544,34.012753,1012,2022-08-24,0
45.24597,28.74891,1104,2022-10-19,0
45.246761,36.330307,1036,2022-03-21,0
45.247547,28.602415,1048,2022-03-31,0
45.24799,28.7362,1138,2022-10-19,0
45.248047,28.636147,1118,2022-03-24,0
45.248745,35.063301,1012,2022-04-02,0
45.248875,28.591091,1106,2022-03-30,0
45.249168,28.581991,1106,2022-03-30,0
45.249325,28.585167,1124,2022-03-29,0
45.249535,28.596725,1106,2022-03-30,0
45.2498,28.75734,1138,2022-10-19,0
45.249851,34.233082,2342,2022-03-29,0
45.25016,28.607456,1030,2022-04-01,0
45.250534,28.593231,1106,2022-03-30,0
45.250828,28.585133,2342,2022-03-29,0
45.251076,28.57901,1106,2022-03-30,0
45.251186,29.688257,0018,2022-03-28,0
45.251209,28.598846,1106,2022-03-30,0
45.251526,28.578808,2342,2022-03-29,0
45.25211,28.7272,0102,2022-10-20,0
45.2522,34.9577,0905,2022-03-23,0
45.25275,28.74714,1104,2022-10-19,0
45.252968,28.759396,0106,2022-07-21,0
45.25338,28.74565,0932,2022-10-08,0
45.25338,29.688789,0018,2022-03-28,0
45.2542,29.6844,1948,2022-03-27,0
45.25445,28.7456,0932,2022-10-08,0
45.2546,29.7042,0005,2022-03-28,0
45.254601,28.769825,2324,2022-07-20,0
45.254627,29.68268,0018,2022-03-28,0
45.254795,29.689753,0018,2022-03-28,0
45.254833,28.618109,0018,2022-03-28,0
45.255066,28.763033,2324,2022-07-20,0
45.256065,29.683661,0018,2022-03-28,0
45.25647,28.676651,1006,2022-03-28,0
45.256618,28.764822,0106,2022-07-21,0
45.256664,28.676468,1006,2022-03-28,0
45.25754,28.7516,1028,2022-10-21,0
45.25758,28.74425,1128,2022-10-21,0
45.25799,28.74707,0905,2022-10-08,0
45.258236,29.684183,0018,2022-03-28,0
45.25832,28.75939,0106,2022-07-21,0
45.258362,28.762791,0106,2022-07-21,0
45.25948,29.678078,0018,2022-03-28,0
45.25954,28.74535,1104,2022-10-19,0
45.259678,29.685154,0018,2022-03-28,0
45.259705,28.76372,2324,2022-07-20,0
45.25991,28.7408,0932,2022-10-08,0
45.26056,28.75324,1128,2022-10-21,0
45.260944,29.679068,0018,2022-03-28,0
45.261047,36.300564,0006,2022-04-03,0
45.26139,28.7499,1028,2022-10-21,0
45.2618,28.74299,1104,2022-10-19,0
45.262215,29.672977,0018,2022-03-28,0
45.263088,29.679579,0018,2022-03-28,0
45.2633,34.6757,0851,2022-05-12,0
45.263451,28.555136,1000,2022-08-30,0
45.264332,29.673481,0018,2022-03-28,0
45.265,29.6691,0840,2022-03-27,0
45.265823,29.674475,0018,2022-03-28,0
45.26733,28.72943,1151,2022-11-07,0
45.2706,33.6004,1043,2022-03-09,0
45.271152,28.523331,1018,2022-04-07,0
45.272343,28.541569,0006,2022-07-24,0
45.27381,28.55084,2250,2022-10-26,0
45.27385,28.56054,1049,2022-10-27,0
45.2745,28.55841,2250,2022-10-26,0
45.274597,28.533005,1106,2022-03-30,0
45.27518,28.56374,1013,2022-10-27,0
45.27519,28.56304,0030,2022-10-27,0
45.275623,28.745718,2336,2022-03-24,0
45.276379,36.394814,2236,2022-08-10,0
45.27655,28.55669,0030,2022-10-27,0
45.27791,28.55033,0030,2022-10-27,0
45.277939,33.404625,2248,2022-05-03,0
45.27796,28.55496,1013,2022-10-27,0
45.278118,28.532167,1106,2022-03-30,0
45.27818,28.55211,1155,2022-10-27,0
45.27887,28.56461,0030,2022-10-27,0
45.279,28.55002,2333,2022-10-29,0
45.27963,28.55516,2352,2022-10-28,0
45.27973,28.55392,0009,2022-10-28,0
45.28023,28.55825,0030,2022-10-27,0
45.28031,28.54958,2352,2022-10-28,0
45.28046,28.5543,2352,2022-10-28,0
45.280823,33.406132,2248,2022-05-03,0
45.280991,33.400116,2248,2022-05-03,0
45.28103,28.57752,1214,2022-10-26,0
45.28111,28.55075,2250,2022-10-26,0
45.28117,36.24437,0949,2022-09-21,0
45.28128,28.56105,2250,2022-10-26,0
45.28179,28.55824,2250,2022-10-26,0
45.28277,28.56084,1041,2022-10-31,0
45.283203,28.943756,1030,2022-04-01,0
45.283859,33.405102,2248,2022-05-03,0
45.2844,29.6733,0840,2022-03-27,0
45.28452,28.54792,1157,2022-10-24,0
45.2846,28.5421,1107,2022-03-21,0
45.2848,28.5283,1110,2022-08-08,0
45.28552,28.93855,1002,2022-11-02,0
45.285854,28.476763,1148,2022-04-13,0
45.286263,36.344673,2254,2022-08-12,0
45.2867,28.5408,1110,2022-08-08,0
45.28675,28.94288,1002,2022-11-02,0
45.28699,28.57926,1034,2022-10-26,0
45.287563,28.531784,1100,2022-08-08,0
45.28838,28.57789,1214,2022-10-26,0
45.28891,28.5583,1102,2022-10-25,0
45.288921,28.541941,1100,2022-08-08,0
45.28927,28.93145,1002,2022-11-02,0
45.2893,28.563,0107,2022-10-25,0
45.28936,28.57149,1034,2022-10-26,0
45.29049,28.93575,1002,2022-11-02,0
45.29064,28.57775,1034,2022-10-26,0
45.29083,28.55781,1051,2022-10-25,0
45.29095,28.54885,1113,2022-10-24,0
45.291157,28.471382,1148,2022-04-13,0
45.291592,28.535965,1100,2022-08-08,0
45.29164,28.55451,1113,2022-10-24,0
45.29172,28.94008,1002,2022-11-02,0
45.292,28.56489,2329,2022-10-24,0
45.29218,28.9392,0018,2022-11-02,0
45.292271,28.541042,1100,2022-08-08,0
45.29295,28.94442,1002,2022-11-02,0
45.29301,28.56998,1034,2022-10-26,0
45.29317,28.55174,1113,2022-10-24,0
45.29332,28.55137,2346,2022-10-23,0
45.29392,28.94129,0018,2022-11-02,0
45.29411,28.55675,1051,2022-10-25,0
45.2943,28.57624,1034,2022-10-26,0
45.29468,28.56635,0107,2022-10-25,0
45.29477,28.55383,0126,2022-10-24,0
45.2949,28.93606,0018,2022-11-02,0
45.29517,28.55367,1113,2022-10-24,0
45.2955,28.5381,1110,2022-08-08,0
45.29562,28.93482,0828,2022-11-02,0
45.295868,28.47193,1006,2022-04-13,0
45.29615,28.773411,1100,2022-07-15,0
45.296307,28.545223,1100,2022-08-08,0
45.29654,28.56498,1113,2022-10-24,0
45.29669,28.56554,2329,2022-10-24,0
45.296829,28.778593,1100,2022-07-15,0
45.29705,28.5522,2346,2022-10-23,0
45.29737,28.55656,1113,2022-10-24,0
45.29765,28.94215,1142,2022-11-02,0
45.29795,28.57473,1034,2022-10-26,0
45.29803,28.56223,1113,2022-10-24,0
45.29869,28.5679,1113,2022-10-24,0
45.298977,28.539246,1100,2022-08-08,0
45.29937,28.930372,1042,2022-03-26,0
45.2994,28.55849,1113,2022-10-24,0
45.2997,28.45622,1119,2022-10-29,0
45.30008,28.56414,1113,2022-10-24,0
45.300533,28.431868,1042,2022-03-26,0
45.30065,28.56446,0050,2022-10-24,0
45.30078,28.55303,2346,2022-10-23,0
45.30104,28.55846,0126,2022-10-24,0
45.301437,28.431662,2336,2022-03-24,0
45.30157,28.56138,1113,2022-10-24,0
45.301819,28.924181,1042,2022-03-26,0
45.30224,28.56705,1113,2022-10-24,0
45.302326,28.538345,1100,2022-08-08,0
45.3027,28.929226,1042,2022-03-26,0
45.3041,28.54999,0126,2022-10-24,0
45.30451,28.55386,2346,2022-10-23,0
45.304832,28.552622,1124,2022-02-25,0
45.304935,28.945461,1200,2022-03-22,0
45.30507,28.56336,1013,2022-10-27,0
45.30511,28.56054,1113,2022-10-24,0
45.3065,29.6693,0840,2022-03-27,0
45.306961,28.538998,2336,2022-08-07,0
45.307,28.4744,2002,2022-08-07,0
45.30711,36.36083,2320,2022-09-01,0
45.307434,28.534042,2336,2022-08-07,0
45.307907,28.529097,2336,2022-08-07,0
45.309479,28.53536,0118,2022-08-08,0
45.309769,28.534506,0118,2022-08-08,0
45.30994,28.56578,1102,2022-10-25,0
45.31038,28.572,1051,2022-10-25,0
45.31062,36.36173,2320,2022-09-01,0
45.31097,28.539778,2336,2022-08-07,0
45.31144,28.534824,2336,2022-08-07,0
45.311913,28.529877,2336,2022-08-07,0
45.31205,28.48054,0024,2022-11-07,0
45.312378,28.53565,1100,2022-08-08,0
45.313087,28.469669,1054,2022-04-05,0
45.3132,29.6683,0810,2022-03-24,0
45.313873,28.577253,1206,2022-03-27,0
45.31408,36.46624,1009,2022-09-04,0
45.31513,36.47178,1009,2022-09-04,0
45.315216,28.495152,2336,2022-08-07,0
45.315449,28.535587,2336,2022-08-07,0
45.315922,28.530649,2336,2022-08-07,0
45.316160000000004,28.56499,1051,2022-10-25,0
45.316162,28.485216,2336,2022-08-07,0
45.316639,28.492668,2354,2022-08-30,0
45.31694,28.56987,1051,2022-10-25,0
45.31695,28.5008,1142,2022-09-15,0
45.317307,28.509764,1030,2022-04-01,0
45.317432,28.509569,1118,2022-08-07,0
45.31768,28.531677,2318,2022-07-15,0
45.318058,28.488468,0118,2022-08-08,0
45.318321,28.514044,0024,2022-07-23,0
45.318535,28.487825,0118,2022-08-08,0
45.318558,28.780495,1018,2022-04-07,0
45.31892,28.562708,0954,2022-04-03,0
45.31899,28.61117,0018,2022-10-17,0
45.319233,28.495943,2336,2022-08-07,0
45.31924,28.56248,1102,2022-10-25,0
45.31944,28.56393,1051,2022-10-25,0
45.31956,28.50007,1051,2022-10-09,0
45.319706,28.490971,2336,2022-08-07,0
45.31993,28.606,0018,2022-10-17,0
45.320152,28.508587,1024,2022-06-15,0
45.320179,28.485989,2336,2022-08-07,0
45.3202,28.5129,2003,2022-07-22,0
45.32022,28.5688,1051,2022-10-25,0
45.32057,28.56196,2329,2022-10-24,0
45.320759,28.568649,1206,2022-03-27,0
45.3209,32.645,1015,2022-08-09,0
45.32101,28.57368,1051,2022-10-25,0
45.32109,28.56369,0107,2022-10-25,0
45.32135,28.50348,1051,2022-11-10,0
45.32167,28.57656,1102,2022-10-25,0
45.322212,28.565042,1148,2022-04-13,0
45.32272,28.56287,1051,2022-10-25,0
45.322945,28.884604,1042,2022-07-16,0
45.32328,28.60724,0018,2022-10-17,0
45.32369,28.58536,0018,2022-10-17,0
45.323723,28.49176,2336,2022-08-07,0
45.323822,28.889662,1042,2022-07-16,0
45.32391,28.49987,1021,2022-09-14,0
45.324013,28.492468,0118,2022-08-08,0
45.324192,28.486786,2336,2022-08-07,0
45.32429,28.57262,1051,2022-10-25,0
45.324486,28.491816,0118,2022-08-08,0
45.324852,28.76568,1142,2022-03-23,0
45.326,28.5618,1051,2022-10-25,0
45.32637,28.59976,1202,2022-10-16,0
45.326424,28.485336,0118,2022-08-08,0
45.32646,28.60719,1202,2022-10-16,0
45.32679,28.56668,1051,2022-10-25,0
45.326935,28.484695,0118,2022-08-08,0
45.32705,28.58659,0018,2022-10-17,0
45.32721,28.49976,1142,2022-09-15,0
45.32731,28.60682,1202,2022-10-16,0
45.32757,28.57156,1051,2022-10-25,0
45.32808,28.52162,1034,2022-09-24,0
45.3282,29.6695,0810,2022-03-24,0
45.3285,28.938,1948,2022-03-27,0
45.32928,28.56074,1051,2022-10-25,0
45.3304,28.9507,1948,2022-03-27,0
45.3306,28.5347,0853,2022-09-24,0
45.33119,28.60614,1906,2023-01-19,0
45.331387,28.590261,1036,2022-06-25,0
45.3324,28.5221,0853,2022-09-24,0
45.333549,28.883644,1100,2022-06-29,0
45.334087,28.881168,1100,2022-06-29,0
45.335136,28.595163,0106,2022-07-21,0
45.335949,28.592531,0106,2022-07-21,0
45.3368,28.589798,0106,2022-07-21,0
45.336868,28.542967,1012,2022-04-02,0
45.336994,28.938343,2300,2022-04-27,0
45.337097,28.931547,2300,2022-04-27,0
45.33764,28.35055,1045,2022-10-20,0
45.338898,28.543066,1012,2022-04-02,0
45.33911,28.71011,0120,2022-11-04,0
45.33948,28.36084,1045,2022-10-20,0
45.339607,28.93552,2300,2022-04-27,0
45.33968,28.928686,2300,2022-04-27,0
45.34008,28.3442,1045,2022-10-20,0
45.341,28.34935,1045,2022-10-20,0
45.34164,28.7028,0120,2022-11-04,0
45.342,28.35567,1045,2022-10-20,0
45.342213,29.652239,0124,2022-03-30,0
45.3427,28.5934,0018,2022-07-21,0
45.343277,28.938576,2300,2022-04-27,0
45.343384,28.931831,2300,2022-04-27,0
45.3436,35.9514,1030,2022-05-21,0
45.343822,28.904079,2300,2022-04-27,0
45.34478,28.70523,2339,2022-11-03,0
45.3449,28.5145,1113,2022-03-28,0
45.3451,28.7143,0120,2022-11-04,0
45.3452,28.4482,1113,2022-03-28,0
45.345734,28.44187,1148,2022-03-28,0
45.345905,28.446674,1148,2022-03-28,0
45.346088,28.441145,1148,2022-03-28,0
45.3461,29.7154,0911,2022-03-30,0
45.346199,28.908113,2300,2022-04-27,0
45.346287,28.445942,1148,2022-03-28,0
45.346333,29.651705,2342,2022-03-29,0
45.346348,28.894129,2300,2022-04-27,0
45.34642,28.887121,2300,2022-04-27,0
45.347363,29.716555,1106,2022-03-30,0
45.347469,28.527651,0948,2022-07-19,0
45.34763,28.70699,0120,2022-11-04,0
45.34876,28.70602,2339,2022-11-03,0
45.3488,28.3412,1053,2022-08-26,0
45.3491,29.709,1101,2022-03-30,0
45.349213,29.658375,2342,2022-03-29,0
45.349277,28.593491,1124,2022-07-19,0
45.34932,36.42105,1136,2022-09-10,0
45.34942,36.4202,1136,2022-09-10,0
45.35051,29.711866,0930,2022-03-30,0
45.35081,28.70905,0026,2022-11-04,0
45.35099,36.27606,2242,2022-09-19,0
45.351,29.7216,1101,2022-03-30,0
45.351044,29.71575,1106,2022-03-30,0
45.351723,29.721912,1106,2022-03-30,0
45.35178,36.2774,2242,2022-09-19,0
45.3518,28.9431,1123,2022-04-27,0
45.35198,36.27238,2242,2022-09-19,0
45.3527,28.5568,1932,2022-07-19,0
45.352787,29.659239,2342,2022-03-29,0
45.35281,28.352757,1054,2022-04-05,0
