date,ave_cloud_cover
2015-01-01,0.6871408504660963
2015-01-02,0.9657770399693526
2015-01-03,0.9025667220022986
2015-01-04,0.9771421274422168
2015-01-05,0.8705146213765803
2015-01-06,0.8585110458434427
2015-01-07,0.6862469671817137
2015-01-08,0.7184267654194867
2015-01-09,0.9651385519090793
2015-01-10,0.8926063082620355
2015-01-11,0.8005363299706295
2015-01-12,0.9037160005107905
2015-01-13,0.7122972800408632
2015-01-14,0.3880730430340953
2015-01-15,0.863618950325629
2015-01-16,0.9629676925041502
2015-01-17,0.7978546801174818
2015-01-18,0.915719576043928
2015-01-19,0.9673094113140084
2015-01-20,0.9887626101391904
2015-01-21,0.98531477461371475
2015-01-22,0.9347465202400715
2015-01-23,0.9661601328055165
2015-01-24,0.9152087855957094
2015-01-25,0.9685863874345549
2015-01-26,0.9366619844208913
2015-01-27,0.9542842548844337
2015-01-28,0.9063976503639382
2015-01-29,0.8402502873196271
2015-01-30,0.9697356659430468
2015-01-31,0.9969352573106883
2015-02-01,0.785212616524071
2015-02-02,0.8061550249010343
2015-02-03,0.9065253479759928
2015-02-04,0.6478099859532627
2015-02-05,0.8850721491508109
2015-02-06,0.9001404673732601
2015-02-07,0.8159877410292428
2015-02-08,0.9708849444515387
2015-02-09,0.8141999744604775
2015-02-10,0.6086068190524837
2015-02-11,0.8388456135870259
2015-02-12,0.5900906653045588
2015-02-13,0.5425871536202272
2015-02-14,0.7162559060145576
2015-02-15,0.8895415655727238
2015-02-16,0.5302004852509258
2015-02-17,0.29332141488954155
2015-02-18,0.27506065636572596
2015-02-19,0.9125271357425616
2015-02-20,0.7296641552802963
2015-02-21,0.5682543736432129
2015-02-22,0.5995402885966032
2015-02-23,0.8042395607202145
2015-02-24,0.7944068445920062
2015-02-25,0.7421785212616524
2015-02-26,0.9232537351551526
2015-02-27,0.7513727493295875
2015-02-28,0.9777806155024901
2015-03-01,0.9522410930915592
2015-03-02,0.9329587536713063
2015-03-03,0.9044821861831184
2015-03-04,0.7014429830162175
2015-03-05,0.7186821606435959
2015-03-06,0.8048780487804879
2015-03-07,0.5949431745626357
2015-03-08,0.24607329842931938
2015-03-09,0.03217979823777296
2015-03-10,0.05886859915719576
2015-03-11,0.3843698122845103
2015-03-12,0.9528795811518325
2015-03-13,0.9989784191035628
2015-03-14,0.9609245307112757
2015-03-15,0.6742433916485762
2015-03-16,0.10764908696207381
2015-03-17,0.33405695313497635
2015-03-18,0.6992721236112884
2015-03-19,0.7213638104967437
2015-03-20,0.5331375303281829
2015-03-21,0.27506065636572596
2015-03-22,0.5000638488060273
2015-03-23,0.334184650747031
2015-03-24,0.1729025667220023
2015-03-25,0.15004469416421912
2015-03-26,0.6097560975609756
2015-03-27,0.7451155663389094
2015-03-28,0.8569786744987868
2015-03-29,0.993359724173158
2015-03-30,0.9729281062444133
2015-03-31,0.9703741540033202
2015-04-01,0.9080577193206487
2015-04-02,0.9416421912910229
2015-04-03,0.8671944834631592
2015-04-04,0.9730558038564678
2015-04-05,0.7728259481547695
2015-04-06,0.863235857489465
2015-04-07,0.9800791725194739
2015-04-08,0.7898097305580386
2015-04-09,0.3034095262418593
2015-04-10,0.025284127186821607
2015-04-11,0.0011492785084918913
2015-04-12,0.07355382454348104
2015-04-13,0.25003192440301364
2015-04-14,0.7988762610139191
2015-04-15,0.8571063721108415
2015-04-16,0.4276593027710382
2015-04-17,0.6008172647171498
2015-04-18,0.926829268292683
2015-04-19,0.904226790959009
2015-04-20,0.9805899629676925
2015-04-21,0.9304048014302132
2015-04-22,0.9240199208274805
2015-04-23,0.4557527774230622
2015-04-24,0.13995658281190143
2015-04-25,0.17609500702336867
2015-04-26,0.2206614736304431
2015-04-27,0.12833610011492785
2015-04-28,0.08032179798237774
2015-04-29,0.7794662239816116
2015-04-30,0.5539522410930916
2015-05-01,0.6444898480398417
2015-05-02,0.8002809347465203
2015-05-03,0.8147107649086962
2015-05-04,0.5839611799259354
2015-05-05,0.693908823904993
2015-05-06,0.39279785468011746
2015-05-07,0.6429574766951858
2015-05-08,0.7950453326522794
2015-05-09,0.5533137530328183
2015-05-10,0.35487166389988506
2015-05-11,0.4971268037287703
2015-05-12,0.29932320265611034
2015-05-13,0.5644234452815733
2015-05-14,0.6460222193844976
2015-05-15,0.8444643085174307
2015-05-16,0.5074703103051973
2015-05-17,0.6178010471204188
2015-05-18,0.4678840505682544
2015-05-19,0.20648703869237645
2015-05-20,0.04980206870131529
2015-05-21,0.12488826458945218
2015-05-22,0.20367769122717405
2015-05-23,0.21517047631209296
2015-05-24,0.25654450261780104
2015-05-25,0.20482696973566594
2015-05-26,0.404801430213255
2015-05-27,0.6489592644617546
2015-05-28,0.8987357936406589
2015-05-29,0.926829268292683
2015-05-30,0.6000510790448219
2015-05-31,0.5879198058996297
2015-06-01,0.36304431107138296
2015-06-02,0.2423700676797344
2015-06-03,0.09641169710126421
2015-06-04,0.33175839611799257
2015-06-05,0.12756991444259994
2015-06-06,0.011620482696973567
2015-06-07,0.0011492785084918913
2015-06-08,0.012514365981356149
2015-06-09,0.22257693781126292
2015-06-10,0.10764908696207381
2015-06-11,0.32026561103307366
2015-06-12,0.0641042012514366
2015-06-13,0.03383986719448346
2015-06-14,0.0992210445664666
2015-06-15,0.3248627250670412
2015-06-16,0.6949304048014302
2015-06-17,0.7691227174051846
2015-06-18,0.8505937938960542
2015-06-19,0.788149661601328
2015-06-20,0.8396117992593538
2015-06-21,0.7131911633252458
2015-06-22,0.6508747286425743
2015-06-23,0.47158728131783934
2015-06-24,0.52866811390627
2015-06-25,0.6589196782020176
2015-06-26,0.8857106372110841
2015-06-27,0.8822628016856084
2015-06-28,0.8139445792363683
2015-06-29,0.8145830672966415
2015-06-30,0.8701315285404163
2015-07-01,0.6043927978546801
2015-07-02,0.7719320648703869
2015-07-03,0.47082109564551144
2015-07-04,0.34899757374537094
2015-07-05,0.2754437492018899
2015-07-06,0.1490231132677819
2015-07-07,0.1397011875877921
2015-07-08,0.15285404162942154
2015-07-09,0.3045588047503512
2015-07-10,0.5377346443621505
2015-07-11,0.6609628399948921
2015-07-12,0.7151066275060657
2015-07-13,0.7503511684331503
2015-07-14,0.9378112629293832
2015-07-15,0.7908313114544758
2015-07-16,0.5450134082492657
2015-07-17,0.35014685225386283
2015-07-18,0.2119780360107266
2015-07-19,0.13037926190780233
2015-07-20,0.40531222066147365
2015-07-21,0.4005874090154514
2015-07-22,0.23904992976631337
2015-07-23,0.03716000510790448
2015-07-24,0.21465968586387435
2015-07-25,0.010343506576427021
2015-07-26,0.2482441578342485
2015-07-27,0.5290512067424339
2015-07-28,0.6756480653811774
2015-07-29,0.6077129357681011
2015-07-30,0.5908568509768868
2015-07-31,0.6065636572596093
2015-08-01,0.17775507598007917
2015-08-02,0.05580385646788405
2015-08-03,0.08300344783552548
2015-08-04,0.08760056186949304
2015-08-05,0.0989656493423573
2015-08-06,0.10024262546290384
2015-08-07,0.06729664155280296
2015-08-08,8.938832843825821e-4
2015-08-09,0.002426254629038437
2015-08-10,0.021836291661345934
2015-08-11,0.08134337887881497
2015-08-12,0.4567743583194994
2015-08-13,0.43723662367513727
2015-08-14,0.4351934618822628
2015-08-15,0.49061422551398287
2015-08-16,0.20993487421785212
2015-08-17,0.31694547311965265
2015-08-18,0.8297790831311455
2015-08-19,0.6341463414634146
2015-08-20,0.6204826969735666
2015-08-21,0.7603115821734133
2015-08-22,0.29728004086323584
2015-08-23,0.4124632869365343
2015-08-24,0.1563018771548972
2015-08-25,0.09577320904099093
2015-08-26,0.38117737198314394
2015-08-27,0.20303920316690077
2015-08-28,0.15170476312092965
2015-08-29,0.23624058230111097
2015-08-30,0.011492785084918912
2015-08-31,0.07406461499169965
2015-09-01,0.04660962839994892
2015-09-02,0.040863235857489466
2015-09-03,0.3320137913421019
2015-09-04,0.36138424211467246
2015-09-05,0.4174434938066658
2015-09-06,0.6960796833099221
2015-09-07,0.6337632486272506
2015-09-08,0.7027199591367641
2015-09-09,0.5150044694164219
2015-09-10,0.4694164219129102
2015-09-11,0.39739496871408503
2015-09-12,0.6585365853658537
2015-09-13,0.8251819690971779
2015-09-14,0.4634146341463415
2015-09-15,0.47643979057591623
2015-09-16,0.3289490486527902
2015-09-17,0.2873196271229728
2015-09-18,0.0025539522410930916
2015-09-19,0.04201251436598136
2015-09-20,0.24007151066275062
2015-09-21,0.49559443238411444
2015-09-22,0.256927595453965
2015-09-23,0.21938449750989655
2015-09-24,0.3277997701442983
2015-09-25,0.36981228451027964
2015-09-26,0.3654705657004214
2015-09-27,0.49048652790192826
2015-09-28,0.5851104584344273
2015-09-29,0.6032435193461883
2015-09-30,0.6202273017494573
2015-10-01,0.387051462137658
2015-10-02,0.1946111607712936
2015-10-03,0.20827480526114162
2015-10-04,0.11760950070233686
2015-10-05,0.37913421019026944
2015-10-06,0.5588047503511684
2015-10-07,0.4063338015579109
2015-10-08,0.1827352828502107
2015-10-09,0.34823138807304305
2015-10-10,0.2935768101136509
2015-10-11,0.6797343889669263
2015-10-12,0.5270080449495594
2015-10-13,0.7629932320265611
2015-10-14,0.5474396628783041
2015-10-15,0.3436342740390755
2015-10-16,0.26471714978929894
2015-10-17,0.46430851743072404
2015-10-18,0.567488187970885
2015-10-19,0.655088749840378
2015-10-20,0.8163708338654068
2015-10-21,0.9627122972800408
2015-10-22,0.9886349125271358
2015-10-23,0.8583833482313881
2015-10-24,0.9533903716000511
2015-10-25,0.7669518580002554
2015-10-26,0.8781764780998595
2015-10-27,0.574128463797727
2015-10-28,0.39790575916230364
2015-10-29,0.11671561741795429
2015-10-30,0.11837568637466479
2015-10-31,0.002043161792874473
2015-11-01,0.31911633252458177
2015-11-02,0.8021963989273401
2015-11-03,0.5742561614097816
2015-11-04,0.48014302132550124
2015-11-05,0.5234325118120291
2015-11-06,0.7384752905120674
2015-11-07,0.7327288979696079
2015-11-08,0.724939343634274
2015-11-09,0.9913165623802835
2015-11-10,0.9894010981994636
2015-11-11,0.9214659685863874
2015-11-12,0.7799770144298301
2015-11-13,0.7580130251564295
2015-11-14,0.919422806793513
2015-11-15,0.7733367386029881
2015-11-16,0.9523687907036138
2015-11-17,0.8553186055420764
2015-11-18,0.96488315668497
2015-11-19,0.6819052483718554
2015-11-20,0.9750989656493424
2015-11-21,1
2015-11-22,0.9849316817775507
2015-11-23,0.9416421912910229
2015-11-24,0.8643851359979569
2015-11-25,0.9177627378368024
2015-11-26,0.8508491891201635
2015-11-27,0.7443493806665815
2015-11-28,0.6576427020814711
2015-11-29,0.989656493423573
2015-11-30,0.9132933214148895
2015-12-01,0.7405184523049418
2015-12-02,0.9526241859277231
2015-12-03,0.7859788021963989
2015-12-04,0.7926190780232409
2015-12-05,0.8922232154258716
2015-12-06,0.9651385519090793
2015-12-07,0.5291789043544886
2015-12-08,0.3539777806155025
2015-12-09,0.7663133699399821
2015-12-10,0.964116971012642
2015-12-11,0.7771676669646278
2015-12-12,0.9886349125271358
2015-12-13,0.7244285531860554
2015-12-14,0.8844336610905376
2015-12-15,0.8064104201251436
2015-12-16,0.41374026305708084
2015-12-17,0.4139956582811901
2015-12-18,0.8564678840505683
2015-12-19,0.9757374537096156
2015-12-20,0.8860937300472481
2015-12-21,0.4588175201123739
2015-12-22,0.664666070744477
2015-12-23,0.7692504150172392
2015-12-24,0.28272251308900526
2015-12-25,0.5725960924530711
2015-12-26,0.7131911633252458
2015-12-27,0.8161154386412974
2015-12-28,0.9080577193206487
2015-12-29,0.6395096411697101
2015-12-30,0.6430851743072404
