LATITUDE,LONGITUDE,date,ACQ_TIME,in_ukraine_held_area
46.195721,33.632515,2022-03-23,0012,0
46.196499,32.371872,2022-07-31,1012,0
46.197048,32.528465,2022-08-25,0006,0
46.198334,33.102322,2022-03-20,1054,0
46.198345,33.102219,2022-03-28,1006,0
46.198475,32.925346,2022-03-22,1018,0
46.198673,33.096329,2022-03-21,1036,0
46.199459,34.042736,2022-07-17,1024,0
46.19995,34.64397,2023-03-05,0956,0
46.200062,33.418098,2022-08-06,1000,0
46.200569,34.749886,2022-07-22,2248,0
46.20108,33.359791,2022-08-09,1042,0
46.2014,32.3792,2022-07-31,0848,0
46.201633,32.3769,2022-07-31,1012,0
46.20187,32.373657,2022-07-31,1154,0
46.202297,34.74921,2022-07-23,0024,0
46.2026,33.1745,2022-03-23,0905,0
46.202755,34.127666,2022-04-09,1118,0
46.203053,32.383568,2022-07-31,1012,0
46.2031,32.5176,2022-08-23,0854,0
46.2036,34.0883,2022-07-19,0824,0
46.20573,32.19056,2022-10-20,1045,0
46.205997000000004,32.210693,2022-05-06,0936,0
46.206066,33.993984,2022-08-07,0942,0
46.207016,34.42067,2022-08-22,1048,0
46.207584,34.166996,2022-07-04,0930,0
46.2076,33.234,2022-03-30,1101,0
46.207668,33.334614,2022-07-29,2306,0
46.2077,33.0946,2022-03-16,0859,0
46.207783,34.114483,2022-07-27,2342,0
46.2082,30.2881,2022-03-27,1948,1
46.2086,33.5627,2022-07-14,1914,0
46.208721,34.170528,2022-07-04,0930,0
46.20903,33.4713,2022-10-06,1847,0
46.209518,33.992851,2022-08-07,0942,0
46.2098,32.57248,2022-09-02,1045,0
46.21051,32.57761,2022-09-02,1045,0
46.21085,33.991253,2022-08-07,0942,0
46.211384,29.224987,2022-07-14,2336,1
46.21168,29.38937,2022-09-29,1041,1
46.21194,33.41492,2022-11-07,1008,0
46.212585,33.467579,2022-08-25,1136,0
46.2126,33.3092,2022-09-02,0752,0
46.21345,33.4219,2022-11-07,1008,0
46.21373,33.466141,2022-08-25,1136,0
46.213882,33.35574,2022-07-29,1048,0
46.214,32.1961,2022-06-04,0856,0
46.2141,34.1147,2022-07-28,0817,0
46.2142,33.3155,2022-09-02,0752,0
46.215408,30.034561,2022-03-17,1154,1
46.215462,30.041641,2022-03-17,1154,1
46.2158,33.2784,2022-09-02,0752,0
46.2159,33.50006,2022-10-06,1847,0
46.2165,33.2458,2022-04-07,0821,0
46.217209,32.425621,2022-03-21,1036,0
46.21796,32.430553,2022-03-21,1036,0
46.21801,32.167892,2022-07-31,0024,0
46.218178,32.190346,2022-06-04,1030,0
46.21833,32.181862,2022-07-30,0042,0
46.218372,33.070766,2022-02-28,1030,0
46.21839,33.73833,2022-09-07,1051,0
46.2187,34.54427,2022-09-03,0041,0
46.2188,29.929,2022-07-22,1031,1
46.21881,34.54841,2022-09-02,2301,0
46.21968,34.54969,2022-09-02,2301,0
46.219967,33.080673,2022-02-28,1030,0
46.220448,32.165611,2022-07-30,2242,0
46.2212,32.4064,2022-08-07,1027,0
46.221287,32.181156,2022-07-29,2306,0
46.2215,32.5589,2022-02-28,1050,0
46.22193,30.53373,2022-11-10,1051,1
46.222,32.4305,2022-09-26,1141,0
46.222126,32.16996,2022-07-31,0024,0
46.222191,34.554813,2022-08-13,1018,0
46.22243,34.55676,2022-09-03,1028,0
46.223034,33.246418,2022-04-07,1018,0
46.223259,32.167656,2022-07-30,2242,0
46.223419,29.944139,2022-07-22,1030,1
46.223457,34.696922,2022-07-29,1048,0
46.223499,32.164318,2022-07-31,0024,0
46.223873,29.027256,2022-07-23,1012,1
46.2239,30.0082,2022-07-15,0849,1
46.224003,29.509214,2022-03-24,2336,1
46.22414,29.508808,2022-03-24,2336,1
46.2243,29.9532,2022-07-22,1031,1
46.224369,34.351585,2022-03-26,1042,0
46.225422,29.024504,2022-07-23,0024,1
46.225693,29.510597,2022-03-25,1100,1
46.2259,32.43132,2022-09-26,1136,0
46.226,29.356,2022-03-21,0917,1
46.22606,32.43706,2022-09-26,1136,0
46.2261,33.15522,2022-10-18,0943,0
46.2263,34.56652,2022-09-06,0932,0
46.226433,34.558769,2022-08-13,1018,0
46.2265,29.0345,2022-07-23,0937,1
46.226868,29.942785,2022-07-22,1030,1
46.227,32.7329,2022-03-23,0905,0
46.227,34.279,2022-07-28,0953,0
46.227085,34.09145,2022-08-02,0936,0
46.227108,30.216293,2022-07-23,1154,1
46.227322,33.286926,2022-06-17,0948,0
46.22739,34.287682,2022-07-21,1048,0
46.227478,32.728119,2022-03-23,1000,0
46.227684000000004,34.286777,2022-07-21,0912,0
46.227848,32.880932,2022-03-29,1124,0
46.227932,29.948378,2022-07-22,1030,1
46.228,34.2922,2022-07-21,0812,0
46.2282,34.5442,2022-08-13,1127,0
46.228298,32.385902,2022-03-21,1036,0
46.228462,34.096157,2022-08-02,0936,0
46.229351,33.294464,2022-06-17,0948,0
46.22952,34.56498,2022-09-06,0932,0
46.2301,33.9594,2022-07-24,0842,0
46.230644,34.272602,2022-07-24,0006,0
46.23107,34.57013,2022-09-06,0932,0
46.2316,34.8384,2022-08-24,0758,0
46.2317,29.8005,2022-07-23,0759,1
46.232098,34.265926,2022-07-24,0006,0
46.232445,34.300419,2022-07-28,0930,0
46.23307,32.37246,2023-05-03,1132,0
46.23314,34.56839,2022-09-06,0932,0
46.2335,34.8134,2022-08-24,0758,0
46.234051,34.305668,2022-07-28,0930,0
46.234371,34.274292,2022-07-24,0006,0
46.2345,34.2777,2022-07-28,0953,0
46.234505,29.512838,2022-07-21,0106,1
46.235275,29.51811,2022-07-20,2324,1
46.2357,34.5591,2022-07-29,1035,0
46.235821,34.267616,2022-07-24,0006,0
46.236351,34.595287,2022-08-09,1042,0
46.236755,34.56884,2022-07-29,1048,0
46.236916,33.444592,2022-07-27,0948,0
46.237007,29.732746,2022-07-19,1124,1
46.2371,34.0756,2022-08-01,1901,0
46.23724,33.993401,2022-07-24,1136,0
46.237343,34.000172,2022-07-24,1136,0
46.23808,34.49239,2022-09-08,1034,0
46.238464,32.482784,2022-07-29,1048,0
46.238911,29.732668,2022-07-19,1124,1
46.239,34.2817,2022-07-23,2310,0
46.23935,32.23713,2023-03-31,1011,0
46.239544,34.269295,2022-07-24,0006,0
46.24015,34.4899,2022-09-08,1034,0
46.240471,34.233501,2022-08-08,0918,0
46.240471,34.568035,2022-07-29,1048,0
46.2405,33.2727,2022-03-23,1055,0
46.2405,34.5662,2022-07-29,0900,0
46.240993,34.262634,2022-07-24,0006,0
46.241,34.0948,2022-08-01,1901,0
46.241749,33.275246,2022-03-16,1030,0
46.24179,30.01622,2023-03-10,1004,1
46.241909,32.481899,2022-07-29,1048,0
46.24201,33.27611,2023-03-09,1021,0
46.2423,33.2859,2022-03-23,1055,0
46.242527,34.239845,2022-08-08,0918,0
46.242752,29.41062,2022-03-21,1036,1
46.243095,33.276531,2022-03-23,1000,0
46.243507,34.560822,2022-07-29,1048,0
46.244179,33.27821,2022-03-23,1000,0
46.24453,29.421116,2022-03-22,0030,1
46.245026,34.128899,2022-03-29,0948,0
46.24515,33.27728,2023-03-09,1110,0
46.24522,34.150925,2022-08-23,1030,0
46.245358,32.481022,2022-07-29,1048,0
46.2461,29.3724,2022-03-20,1203,1
46.246113,29.409367,2022-03-21,1036,1
46.246239,34.496449,2022-08-19,1006,0
46.246292,33.754185,2022-03-23,1000,0
46.246738,33.487236,2022-07-07,1012,0
46.246788,34.135696,2022-03-29,0948,0
46.246815,34.220654,2022-08-08,1100,0
46.247005,29.423512,2022-03-22,0030,1
46.247093,34.385353,2022-08-19,1006,0
46.2472,29.415668,2022-03-21,2254,1
46.24752,33.910419,2022-04-10,1100,0
46.247711,33.749947,2022-03-21,1036,0
46.247841,33.913017,2022-04-10,1100,0
46.24794,29.426884,2022-03-22,1200,1
46.2481,29.3636,2022-03-20,1203,1
46.248169,29.418556,2022-03-22,0030,1
46.248169,34.236084,2022-08-08,0918,0
46.24831,29.527363,2022-07-20,2324,1
46.248478,29.422979,2022-03-22,0030,1
46.248535,34.142448,2022-03-29,0948,0
46.248714,29.425808,2022-03-22,1018,1
46.24874,34.68332,2022-10-13,2331,0
46.249264,29.527882,2022-07-21,0106,1
46.249477,29.408117,2022-03-21,1036,1
46.25027,33.00249,2022-09-02,1045,0
46.2507,33.4766,2022-07-08,2356,0
46.251026,34.335518,2022-08-24,1012,0
46.251324,33.47646,2022-07-08,2348,0
46.251419,29.413288,2022-03-21,2254,1
46.2518,33.7152,2022-03-21,1108,0
46.252113,29.420422,2022-03-22,0030,1
46.25214,34.68426,2022-10-13,2331,0
46.25285,29.406878,2022-03-21,1036,1
46.253002,34.140072,2022-03-29,0948,0
46.25325,33.29376,2023-03-31,1058,0
46.253258,29.41551,2022-03-22,0030,1
46.253551,29.419903,2022-03-22,0030,1
46.253773,29.429035,2022-03-22,1018,1
46.253807,29.415686,2022-03-21,2254,1
46.254116,33.721794,2022-03-21,1036,0
46.254353,34.490688,2022-07-31,1012,0
46.254467,29.66888,2022-08-03,2312,1
46.25463,29.25227,2022-11-03,0909,1
46.254677,29.414982,2022-03-22,0030,1
46.256187,34.352325,2022-07-29,0906,0
46.256218,29.405645,2022-03-21,1036,1
46.256531,29.422037,2022-03-22,1018,1
46.257004,34.350521,2022-07-29,0906,0
46.257008,34.398384,2022-08-28,1036,0
46.257702,34.403576,2022-08-28,1036,0
46.2578,33.6503,2022-07-31,0848,0
46.258114,33.554604,2022-07-14,1118,0
46.258274,30.45579,2022-06-20,1030,1
46.2584,29.4271,2022-03-22,0822,1
46.258636,29.399149,2022-03-21,1036,1
46.2588,34.4105,2022-07-24,0842,0
46.258873,34.621521,2022-07-07,2224,0
46.259277,29.414961,2022-03-22,1018,1
46.259296,33.680225,2022-06-12,1118,0
46.2594,33.5492,2022-07-14,1122,0
46.259583,29.404415,2022-03-21,1036,1
46.259949,30.015013,2022-06-13,1100,1
46.259975,34.637665,2022-07-16,0054,0
46.261,34.3971,2022-07-24,0842,0
46.262547,34.340092,2022-07-31,1012,0
46.262981,34.868832,2022-03-24,0942,0
46.263138,29.391926,2022-03-22,0030,1
46.2636,34.4849,2022-07-23,1114,0
46.263653,34.345795,2022-07-31,1012,0
46.2645,34.9615,2022-08-09,0842,0
46.26458,34.057785,2022-07-27,2342,0
46.264637,29.389593,2022-03-21,2254,1
46.2651,34.9676,2022-08-17,0752,0
46.26566,34.62272,2022-11-15,1057,0
46.265747,33.728977,2022-07-22,2248,0
46.26579,34.61983,2022-11-15,1057,0
46.26595,29.22105,2022-10-31,1200,1
46.265976,34.270714,2022-08-01,0006,0
46.2661,34.4899,2022-07-23,1114,0
46.26624,34.62487,2022-11-15,1057,0
46.26625,29.21744,2022-10-31,1021,1
46.2663,29.7704,2022-07-23,0937,1
46.266338,33.74683,2022-08-08,0918,0
46.266727,34.269588,2022-07-31,2224,0
46.267139,29.392035,2022-03-21,2254,1
46.267647,33.730717,2022-07-22,2248,0
46.2678,34.4136,2022-07-24,0842,0
46.267899,29.787531,2022-07-23,1012,1
46.2679,34.0443,2022-08-28,0912,0
46.267914,34.868759,2022-08-08,0918,0
46.26805,34.3108,2023-03-14,1117,0
46.26826,33.22883,2023-03-09,1110,0
46.269,29.7767,2022-07-23,0937,1
46.26907,33.715099,2022-08-08,1100,0
46.269077,33.74968,2022-07-26,1054,0
46.26938,34.61617,2022-11-15,1112,0
46.269451,34.25415,2022-07-22,2248,0
46.269676,33.749969,2022-07-26,1054,0
46.26968,34.272388,2022-08-01,0006,0
46.26968,34.62196,2022-11-15,1057,0
46.26972,34.30799,2023-03-10,1144,0
46.26981,34.61907,2022-11-15,1057,0
46.269829,34.262508,2022-07-23,0024,0
46.27,34.4002,2022-07-24,0842,0
46.27,34.99913,2023-05-15,1119,0
46.27016,34.62701,2022-11-15,1057,0
46.27027,34.62411,2022-11-15,1057,0
46.270321,34.866795,2022-08-08,0918,0
46.270374,34.11853,2022-03-15,1048,0
46.270454,29.020155,2022-04-09,2336,1
46.2705,29.6753,2022-03-27,0840,1
46.27069,32.64275,2023-06-08,1015,0
46.27103,29.22901,2022-10-31,1200,1
46.271217,33.719276,2022-08-08,0918,0
46.27141,29.23241,2022-10-31,1041,1
46.271549,32.21183,2022-07-23,1012,0
46.271664,34.255497,2022-07-23,0024,0
46.271751,29.02002,2022-04-09,2336,1
46.2718,34.0226,2022-08-28,0912,0
46.27214,34.29405,2023-03-14,1117,0
46.2723,29.6592,2022-03-27,0840,1
46.27271,33.14639,2022-09-23,1051,0
46.272739,33.70903,2022-08-08,1100,0
46.2732,33.1451,2022-09-23,0810,0
46.2732,33.584,2022-10-17,1002,0
46.2736,34.9647,2022-08-09,0842,0
46.27377,34.30064,2023-03-10,1144,0
46.2738,34.30885,2023-03-10,1144,0
46.274044,34.117702,2022-03-15,1048,0
46.274109,33.751675,2022-07-26,0918,0
46.2743,34.0168,2022-08-28,0912,0
46.27439,34.60805,2022-10-13,1119,0
46.27478,35.00781,2023-05-15,1013,0
46.274818,33.708973,2022-08-08,0918,0
46.2749,34.4829,2022-07-23,1114,0
46.275154,34.254639,2022-07-22,2248,0
46.27539,35.00593,2023-05-15,1106,0
46.275806,29.115105,2022-03-19,0936,1
46.27643,34.29965,2023-03-10,1144,0
46.27656,34.60267,2022-10-17,1145,0
46.27662,34.6045,2022-10-17,1145,0
46.2767,33.9121,2022-08-08,0759,0
46.2768,34.8559,2022-05-05,0845,0
46.276855,33.708302,2022-08-08,1100,0
46.276981,34.71973,2022-08-08,2318,0
46.276985,33.715485,2022-08-08,0918,0
46.277313,33.713654,2022-08-08,1100,0
46.27733,34.60094,2022-10-17,1002,0
46.2784,34.61343,2022-11-08,1129,0
46.2786,30.42259,2023-05-29,1051,1
46.2787,35.00024,2023-05-15,2322,0
46.279118,33.72192,2022-08-08,0918,0
46.279232,34.315392,2022-07-25,2330,0
46.279285,29.489485,2022-04-06,1036,1
46.279362,34.971054,2022-08-25,0954,0
46.279388,34.856224,2022-05-05,0954,0
46.27976,29.24071,2023-05-20,932,1
46.2798,29.7778,2022-07-23,0937,1
46.280411,29.811548,2022-07-18,1006,1
46.28057,29.23925,2023-05-20,932,1
46.280785,34.720558,2022-08-08,2318,0
46.280975,33.707592,2022-08-08,1100,0
46.281094,29.817392,2022-07-18,1006,1
46.281437,33.712948,2022-08-08,1100,0
46.281567,29.811611,2022-07-18,1148,1
46.28161,29.24337,2023-05-20,1021,1
46.281891,33.71833,2022-08-08,1100,0
46.282021,29.817963,2022-07-18,1006,1
46.28215,34.963764,2022-08-25,0954,0
46.2827,29.6314,2022-08-08,0002,1
46.2829,35.0238,2022-09-02,0752,0
46.283054,34.987057,2022-08-25,0954,0
46.283192,32.387039,2022-04-07,1018,0
46.283386,34.969112,2022-08-25,0954,0
46.283604,33.05843,2022-03-29,1124,0
46.283684,29.627445,2022-08-07,2336,1
46.283741,33.92947,2022-08-07,2336,0
46.2848,34.9941,2022-09-02,0752,0
46.285484,29.815149,2022-07-18,1006,1
46.285892,29.633654,2022-08-08,0118,1
46.286179,34.961834,2022-08-25,0954,0
46.286407,29.815702,2022-07-18,1006,1
46.286644,32.384624,2022-04-07,1018,0
46.286716,32.385597,2022-04-07,1018,0
46.287411,34.967175,2022-08-25,0954,0
46.28812,29.637434,2022-08-02,0936,1
46.2883,34.1164,2022-08-03,1053,0
46.288456,29.626345,2022-08-08,0118,1
46.288841,29.637018,2022-08-02,0936,1
46.288929,34.117352,2022-08-03,1054,0
46.28921,33.7491,2022-09-16,2339,0
46.289619,34.418945,2022-08-04,1036,0
46.289673,33.711514,2022-08-08,1100,0
46.28985,34.34369,2023-03-14,934,0
46.289879,29.812908,2022-07-18,1006,1
46.29,29.7323,2022-07-15,0849,1
46.290455,34.506203,2022-07-23,1012,0
46.290581,32.60112,2022-08-14,1000,0
46.290798,29.813444,2022-07-18,1006,1
46.291023,34.306213,2022-07-30,2242,0
46.291176,34.300591,2022-07-30,2242,0
46.291237,29.652826,2022-07-08,1136,1
46.291527,29.819353,2022-07-18,1006,1
46.291958,30.390978,2022-06-15,1024,1
46.292152,34.41151,2022-07-27,0000,0
46.292168,30.636448,2022-07-14,1118,1
46.292423,29.819937,2022-07-18,1006,1
46.29256,33.75008,2022-09-16,2339,0
46.293491,30.633043,2022-07-17,1024,1
46.293968,33.959129,2022-08-04,1036,0
46.293999,34.66835,2022-08-10,2236,0
46.29405,33.41856,2022-09-02,1045,0
46.294266,29.810631,2022-07-18,1006,1
46.294384,34.384846,2022-07-12,0030,0
46.294498,34.303207,2022-07-31,0024,0
46.294617,34.30471,2022-07-30,2242,0
46.294754,34.383892,2022-07-11,2254,0
46.2948,34.299133,2022-07-30,2242,0
46.29525,29.651756,2022-07-08,1136,1
46.295269,34.107601,2022-07-30,2242,0
46.295536,30.389479,2022-06-15,1024,1
46.295906,29.81706,2022-07-18,1006,1
46.296253,29.652269,2022-07-08,1136,1
46.296368,34.109295,2022-07-30,2242,0
46.296516,34.103542,2022-07-30,2242,0
46.2966,33.2947,2022-05-09,0821,0
46.296734,32.396099,2022-07-24,0954,0
46.296864,34.301071,2022-07-30,2242,0
46.2979,29.6135,2022-07-20,0907,1
46.298,34.9956,2022-09-02,0752,0
46.298023,33.757938,2022-07-16,1042,0
46.298176,33.304821,2022-05-09,1018,0
46.29834,34.21555,2022-10-19,1140,0
46.298492,33.964363,2022-08-07,1118,0
46.298752,34.111008,2022-07-31,1012,0
46.2991,32.3897,2022-07-24,1018,0
46.2991,33.8434,2022-03-28,0923,0
46.299103,32.160233,2022-08-02,1112,0
46.299438,34.109772,2022-07-31,0024,0
46.299553,32.166603,2022-08-02,1112,0
46.2999,34.1119,2022-07-31,0848,0
46.300079,29.961233,2022-05-26,0012,1
46.300266,29.651194,2022-07-08,1136,1
46.300282,29.814766,2022-07-18,1006,1
46.300755,29.62484,2022-07-20,1106,1
46.300999,34.107986,2022-07-30,2242,0
46.301266,29.651712,2022-07-08,1136,1
46.301945,33.389,2022-07-23,1154,0
46.30196,33.2926,2023-03-01,1112,0
46.302101,34.109703,2022-07-30,2242,0
46.302811,33.392284,2022-07-22,2248,0
46.30304,34.95732,2022-10-12,0956,0
46.303059,29.172968,2022-03-25,1100,1
46.303333,34.298943,2022-07-31,1012,0
46.303471,29.962595,2022-05-26,0012,1
46.303482,33.394741,2022-07-23,1154,0
46.303565999999996,32.159592,2022-08-02,1112,0
46.303616,33.393181,2022-07-23,1012,0
46.303673,33.384007,2022-07-23,1154,0
46.30378,29.617651,2022-07-20,1106,1
46.3039,29.6133,2022-07-20,1044,1
46.303936,34.042477,2022-08-06,1000,0
46.305832,29.166557,2022-03-25,1100,1
46.306149,34.274376,2022-07-28,2324,0
46.30633,33.03657,2022-10-13,1038,0
46.30666,32.521431,2022-08-07,0942,0
46.306667,32.010918,2022-06-07,1112,0
46.307198,33.39167,2022-07-23,1012,0
46.3072,30.63644,2022-10-10,0852,1
46.3078,33.1713,2022-03-16,0859,0
46.308,29.30713,2023-03-15,111,1
46.308075,29.629036,2022-03-24,0942,1
46.3081,35.02786,2022-09-01,2320,0
46.308384,34.243107,2022-07-21,2306,0
46.3089,32.5189,2022-08-07,0854,0
46.30925,32.407692,2022-08-08,1100,0
46.3093,35.0269,2022-09-02,0752,0
46.30957,30.6256,2022-10-11,1053,1
46.310097,35.073711,2022-04-02,1012,0
46.3101,29.044,2022-03-24,1138,1
46.31013,29.3027,2023-03-15,111,1
46.310146,34.960083,2022-08-24,1012,0
46.31105,34.046322,2022-07-31,0024,0
46.311054,33.392643,2022-07-24,0954,0
46.31123,30.62465,2023-03-01,1100,1
46.311665,29.982147,2022-07-15,1100,1
46.31187,30.63931,2022-10-11,1053,1
46.3123,33.8058,2022-07-30,1118,0
46.3123,34.3506,2022-03-21,1108,0
46.312393,33.596138,2022-08-08,2318,0
46.3125,32.5087,2022-08-08,1110,0
46.31253,29.29774,2023-03-14,2331,1
46.31256,31.98202,2023-02-28,1132,0
46.31273,29.29545,2023-03-15,24,1
46.31285,31.97208,2023-01-26,1151,0
46.312866,33.591133,2022-08-08,2318,0
46.3129,33.5855,2022-08-23,1024,0
46.31295,33.590252,2022-08-09,0054,0
46.313,34.9925,2022-08-17,1102,0
46.313206,33.601086,2022-08-04,0048,0
46.3133,28.9903,2022-07-05,1130,1
46.31342,30.63791,2023-03-01,1100,1
46.313423,33.597584,2022-08-03,2312,0
46.313511,35.072388,2022-04-02,1012,0
46.313564,34.958763,2022-08-24,1012,0
46.31358,29.86685,2022-07-18,1006,1
46.314,33.5937,2022-08-09,0842,0
46.314434,32.52771,2022-08-07,0942,0
46.3145,29.036,2022-03-24,1138,1
46.314571,34.469395,2022-08-01,0006,0
46.314713,32.408901,2022-08-09,1042,0
46.31488,33.39217,2022-07-24,0954,0
46.315144,33.595097,2022-08-04,0048,0
46.315254,34.047863,2022-07-30,2242,0
46.315292,32.440197,2022-07-30,1030,0
46.315407,34.042191,2022-07-30,2242,0
46.315441,34.157402,2022-03-23,1000,0
46.315472,34.048767,2022-07-31,0024,0
46.315613,33.589436,2022-08-23,1030,0
46.3158,28.97894,2023-06-03,24,1
46.31583,34.80644,2022-09-05,0949,0
46.316124,32.44519,2022-07-30,1030,0
46.3163,29.0609,2022-03-24,1138,1
46.316376,29.049519,2022-03-24,0942,1
46.316433,34.291672,2022-07-26,0018,0
46.316566,34.162422,2022-03-23,1000,0
46.31669,31.97304,2023-01-26,1132,0
46.3167,29.29034,2023-03-14,2004,1
46.316956,32.450191,2022-07-30,1030,0
46.317,34.8063,2022-09-05,0949,0
46.31718,31.98799,2023-02-28,0949,0
46.3172,34.3913,2022-08-10,1057,0
46.317734,32.434055,2022-07-30,1030,0
46.317764,34.994141,2022-08-17,1042,0
46.317844,29.874315,2022-05-10,1142,1
46.317966,29.864647,2022-07-18,1006,1
46.317966,34.260067,2022-07-26,0918,0
46.318,32.0602,2022-05-12,0851,0
46.318192,29.049706,2022-03-24,0942,1
46.3183,32.0382,2022-05-12,1038,0
46.318451,29.871498,2022-05-10,1142,1
46.318459,34.182667,2022-08-01,1130,0
46.318535,34.189529,2022-08-01,1130,0
46.318573,29.039881,2022-03-24,1118,1
46.318619,29.876354,2022-05-10,1142,1
46.318691,32.752483,2022-03-19,2330,0
46.3188,32.4755,2022-08-08,1110,0
46.318882,33.588383,2022-08-23,1030,0
46.318985,34.294407,2022-07-25,2330,0
46.319111,32.045788,2022-05-12,1100,0
46.319473,29.050793,2022-03-24,1118,1
46.319607,32.51366,2022-08-08,1100,0
46.319653,33.593323,2022-08-23,1030,0
46.319683,34.28896,2022-07-25,2330,0
46.319756,32.044331,2022-05-12,0924,0
46.319832,34.184574,2022-08-01,1130,0
46.3201,32.0472,2022-05-12,0851,0
46.320168,34.264523,2022-07-26,0918,0
46.320232,32.449055,2022-07-30,1030,0
46.320415,34.267159,2022-07-26,0918,0
46.3205,32.491,2022-08-08,1110,0
46.320541,34.051685,2022-08-04,1036,0
46.320633,34.293839,2022-07-26,0018,0
46.320854,29.075426,2022-04-25,0942,1
46.320934,33.5975,2022-08-24,1012,0
46.321064,32.454052,2022-07-30,1030,0
46.321129,34.397934,2022-08-10,1024,0
46.3212,32.0537,2022-05-12,1038,0
46.32128,33.40455,2023-03-20,1015,0
46.321609,32.520763,2022-08-08,0918,0
46.32246,32.052017,2022-05-12,0924,0
46.32262,34.43091,2023-03-20,924,0
46.322937,32.045002,2022-05-12,1100,0
46.323097,35.024139,2022-08-09,1042,0
46.32312,34.289894,2022-07-25,2330,0
46.323296,33.590038,2022-08-24,1012,0
46.323303,29.87385,2022-05-10,1142,1
46.32331,33.88958,2023-03-05,1138,0
46.323635,32.051804,2022-05-12,1100,0
46.323639,29.050007,2022-03-24,1118,1
46.32373,35.032959,2022-08-09,0900,0
46.323856,34.71146,2022-08-26,2330,0
46.3239,32.522,2022-08-08,1110,0
46.323902,29.870979,2022-05-10,1142,1
46.323902,34.255955,2022-07-26,0918,0
46.324074,29.875893,2022-05-10,1142,1
46.324097,29.055475,2022-03-24,1118,1
46.3242,32.520008,2022-08-08,1100,0
46.32455,34.43696,2023-03-20,924,0
46.3248,34.3674,2022-03-21,1108,0
46.32483,34.43194,2023-03-20,924,0
46.325111,34.365078,2022-03-21,1036,0
46.325275,32.531448,2022-08-07,2336,0
46.325325,32.490833,2022-08-08,1100,0
46.3256,34.43223,2023-03-20,1015,0
46.326023,34.186279,2022-07-29,1048,0
46.326084,34.260365,2022-07-26,0918,0
46.326183,34.466923,2022-07-22,1030,0
46.326344,34.263039,2022-07-26,0918,0
46.326363,34.765923,2022-07-08,1136,0
46.32678,34.43793,2023-03-20,924,0
46.326984,32.163795,2022-07-16,1042,0
46.326996,35.034042,2022-08-09,0900,0
46.327206,32.516846,2022-08-08,0924,0
46.3274,32.8149,2022-05-08,1103,0
46.327461,32.051025,2022-05-12,1100,0
46.327694,32.168858,2022-07-16,1042,0
46.32817,34.42716,2023-03-20,924,0
46.3283,32.3429,2022-07-07,0938,0
46.328732,34.460949,2022-07-22,1030,0
46.32922,32.490078,2022-08-08,1100,0
46.329468,34.465916,2022-07-22,1030,0
46.3295,34.1861,2022-07-29,1035,0
46.32967,34.297066,2022-08-08,1100,0
46.329681,34.18544,2022-07-29,1048,0
46.329738999999996,32.524155,2022-08-08,0924,0
46.330051,34.202957,2022-07-29,0906,0
46.33009,34.43318,2023-03-20,924,0
46.3302,34.1926,2022-07-29,0900,0
46.33039,34.4282,2023-03-20,924,0
46.33068,34.25961,2022-10-17,1002,0
46.33078,29.999001,2022-03-15,1048,1
46.330807,34.276661,2022-08-07,1118,0
46.330997000000004,32.322208,2022-07-07,1012,0
46.3314,32.4427,2022-07-31,0848,0
46.331451,32.804699,2022-05-07,1054,0
46.33177,34.26451,2022-10-17,1002,0
46.3318,35.0162,2022-08-18,0835,0
46.332012,29.05409,2022-07-24,0954,1
46.33234,34.43422,2023-03-20,924,0
46.332474,32.320534,2022-07-07,1012,0
46.3326,32.7924,2022-05-08,0916,0
46.33267,34.26789,2022-10-17,1145,0
46.333088,32.449429,2022-07-31,1012,0
46.333157,32.817108,2022-05-08,1036,0
46.33316,29.45511,2023-03-09,1110,1
46.3332,29.1135,2022-05-17,1056,1
46.333336,34.275173,2022-08-07,1118,0
46.3335,29.201612,2022-04-06,1036,1
46.333538,34.27998,2022-08-07,1118,0
46.333767,32.791195,2022-05-07,1054,0
46.334301,32.795841,2022-05-07,0912,0
46.334457,32.797531,2022-05-07,1054,0
46.3347,32.2501,2022-03-14,1102,0
46.334755,32.533207,2022-08-08,2318,0
46.334846,32.533138,2022-08-08,2318,0
46.335148,32.803871,2022-05-07,1054,0
46.335194,32.816284,2022-05-08,0048,0
46.335239,32.794922,2022-05-07,0912,0
46.335281,32.814785,2022-05-05,2348,0
46.335327,34.197533,2022-07-29,0906,0
46.3354,32.8068,2022-05-07,1020,0
46.335838,32.810219,2022-05-07,1054,0
46.335964,29.122875,2022-05-17,1106,1
46.33606,32.809845,2022-05-05,2348,0
46.336262,34.19836,2022-07-29,0906,0
46.3363,32.7997,2022-05-08,0916,0
46.336361,29.124664,2022-05-17,1106,1
46.336433,32.81609,2022-05-08,1036,0
46.336491,32.817188,2022-05-07,2312,0
46.33651,29.39106,2022-09-29,1041,1
46.3369,32.8148,2022-05-07,1941,0
46.3369,32.8219,2022-05-07,0833,0
46.337173,32.821049,2022-05-08,1036,0
46.337254,32.8041,2022-05-07,0912,0
46.3379,32.7419,2022-05-06,0928,0
46.338154,32.796707,2022-05-07,1054,0
46.3382,32.7296,2022-05-06,0750,0
46.33823,32.803154,2022-05-07,0912,0
46.338387,32.76424,2022-05-07,1054,0
46.3384,29.0106,2022-03-29,1936,1
46.3386,32.808,2022-05-07,0833,0
