latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.40463,-155.26875,339.16,0.44,0.63,2026-07-01,00:26,N,nominal,2.0NRT,297.33,5.28,D
19.40337,-155.28156,330.04,0.44,0.63,2026-07-01,00:26,N,nominal,2.0NRT,297.21,4.27,D
19.40379,-155.27725,330.83,0.44,0.63,2026-07-01,00:26,N,nominal,2.0NRT,293.26,4.27,D
19.40421,-155.27296,329.39,0.44,0.63,2026-07-01,00:26,N,nominal,2.0NRT,290,5.28,D
19.41046,-155.26921,333.17,0.44,0.63,2026-07-01,00:26,N,nominal,2.0NRT,298.27,10.72,D
19.40827,-155.28668,328.06,0.44,0.63,2026-07-01,00:26,N,nominal,2.0NRT,295.65,7.97,D
19.40988,-155.26918,334.74,0.44,0.63,2026-07-01,00:26,N,nominal,2.0NRT,298.96,11.86,D
57.51337,159.06856,345.06,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.76,9.4,D
57.5229,159.07512,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,301.28,17.33,D
57.52057,159.0688,355.67,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,296.36,17.33,D
57.5254,159.06264,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,294.72,12.2,D
57.53023,159.05646,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,296.76,12.2,D
57.52788,159.05009,336.31,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,293.1,10.23,D
57.52792,159.03091,345.91,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,295.34,4.64,D
54.6109,160.29988,367,0.53,0.67,2026-07-01,00:37,N,high,2.0NRT,307.67,27.29,D
54.60924,160.29546,367,0.53,0.67,2026-07-01,00:37,N,high,2.0NRT,300.99,27.29,D
54.61118,160.30489,367,0.53,0.67,2026-07-01,00:37,N,high,2.0NRT,304.87,25.98,D
54.60956,160.30064,367,0.53,0.67,2026-07-01,00:37,N,high,2.0NRT,304.51,25.98,D
54.61539,160.29616,367,0.53,0.67,2026-07-01,00:37,N,high,2.0NRT,291.98,25.98,D
56.64037,161.31998,367,0.41,0.61,2026-07-01,00:37,N,high,2.0NRT,315.43,12.83,D
56.63813,161.31361,341.22,0.41,0.61,2026-07-01,00:37,N,nominal,2.0NRT,297.53,12.83,D
57.40559,159.25954,341.88,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,289.95,5.14,D
57.48915,159.11847,338.65,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,293.01,3.91,D
57.40499,159.25839,340.85,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,289.85,3.32,D
57.41454,159.265,332.63,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.38,3.14,D
57.41219,159.25867,334.09,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.46,5.75,D
57.42169,159.26515,334.66,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,292.04,3.14,D
57.41936,159.25885,325.75,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.81,3.14,D
57.42881,159.26524,328.8,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.57,9.06,D
57.42649,159.25894,355.32,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,296.02,8.04,D
57.43362,159.25906,351.81,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,295.8,9.06,D
57.43131,159.25279,356.68,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,294.17,8.04,D
57.43843,159.25291,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,301.58,20.76,D
57.43613,159.24666,345.34,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,294.03,19.73,D
57.44554,159.25296,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,295.2,20.76,D
57.44324,159.24673,352.9,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,302.09,20.76,D
57.45035,159.24681,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,298.53,11.71,D
57.44806,159.24057,348.41,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,295.34,11.71,D
57.46962,159.22218,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,296.76,5.25,D
57.47211,159.20973,326.44,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,294.54,5.25,D
57.482,159.17873,350.21,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,293.42,8.12,D
57.40736,159.26479,332.47,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,289.55,3.32,D
57.5033,159.13742,353.26,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.41,5.91,D
57.501,159.13124,340.06,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.84,5.91,D
57.49633,159.11861,325.22,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.29,8.29,D
57.49394,159.1122,346.03,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,293.23,3.91,D
57.51807,159.0813,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,299.67,17.33,D
57.51572,159.07495,367,0.44,0.62,2026-07-01,00:37,N,high,2.0NRT,299.61,17.33,D
54.61249,160.30409,367,0.53,0.67,2026-07-01,00:37,N,high,2.0NRT,309.2,45.49,D
57.4764,159.19902,328.16,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,291.8,3.29,D
57.47892,159.18668,331.24,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,290.76,4.8,D
57.48372,159.18045,345.95,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,293.26,3.66,D
57.48146,159.17438,328.09,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,292.79,3.66,D
57.49847,159.14357,355.19,0.44,0.62,2026-07-01,00:37,N,nominal,2.0NRT,295.83,5.91,D
63.52934,170.74545,337.78,0.42,0.38,2026-07-01,00:39,N,nominal,2.0NRT,279.11,13.48,D
63.5252,170.74899,345.95,0.42,0.38,2026-07-01,00:39,N,nominal,2.0NRT,278.78,6.42,D
63.52773,170.75647,329.12,0.42,0.38,2026-07-01,00:39,N,nominal,2.0NRT,283.11,5.21,D
63.52999,170.75371,326.64,0.42,0.38,2026-07-01,00:39,N,nominal,2.0NRT,283.02,6.42,D
64.98437,128.03287,327.49,0.79,0.78,2026-07-01,00:43,N,nominal,2.0NRT,287.33,5.55,D
64.99055,128.03986,326.45,0.79,0.78,2026-07-01,00:43,N,nominal,2.0NRT,288.6,10.3,D
65.44566,127.99597,326.56,0.75,0.77,2026-07-01,00:43,N,nominal,2.0NRT,288.56,5.46,D
