latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
63.3836,-143.05815,357.03,0.79,0.78,2026-08-20,00:03,N,low,2.0NRT,287.45,16.72,D
63.38868,-143.02242,367,0.79,0.78,2026-08-20,00:03,N,high,2.0NRT,295.71,26.8,D
63.38758,-143.00577,337.23,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,287.58,43.06,D
63.38978,-143.03903,352.84,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,288.87,26.8,D
63.39089,-143.05568,333.95,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,286.92,16.72,D
63.396,-143.02016,354.42,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,306.09,73.07,D
63.39818,-143.05322,343.26,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,285.04,23.31,D
63.39489,-143.00346,357.24,0.79,0.78,2026-08-20,00:03,N,low,2.0NRT,287.8,99.09,D
63.38398,-143.03519,351.91,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,290.2,30.43,D
63.38504,-143.05185,354.07,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,289.04,21.68,D
63.39021,-143.01602,367,0.79,0.78,2026-08-20,00:03,N,high,2.0NRT,295.11,30.43,D
63.39127,-143.03267,367,0.79,0.78,2026-08-20,00:03,N,high,2.0NRT,292.19,30.43,D
63.38916,-142.99937,337.55,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,287.56,39.36,D
63.39232,-143.04932,353.18,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,288.58,21.68,D
63.39758,-143.01469,367,0.79,0.78,2026-08-20,00:03,N,high,2.0NRT,299.85,65.27,D
63.39858,-143.03049,354.76,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,286.59,65.27,D
63.39961,-143.0468,333,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,283.85,14.38,D
63.39647,-142.99702,357.5,0.79,0.78,2026-08-20,00:03,N,low,2.0NRT,284.86,71.21,D
63.3825,-143.04153,367,0.79,0.78,2026-08-20,00:03,N,high,2.0NRT,291.5,26.8,D
63.38139,-143.02489,327.95,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,286.71,26.8,D
63.39708,-143.03665,357.24,0.79,0.78,2026-08-20,00:03,N,low,2.0NRT,287.8,73.07,D
63.37669,-143.0378,332.8,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,288.45,14.48,D
63.37775,-143.05441,352.27,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,287.07,12.21,D
63.38292,-143.01855,333.27,0.79,0.78,2026-08-20,00:03,N,nominal,2.0NRT,287.54,30.43,D
69.25268,109.82207,327.83,0.59,0.7,2026-08-20,00:09,N,nominal,2.0NRT,284.74,4.98,D
71.2551,72.06481,342.22,0.46,0.47,2026-08-20,00:13,N,nominal,2.0NRT,285.67,12.22,D
71.25813,72.06132,342.61,0.46,0.47,2026-08-20,00:13,N,nominal,2.0NRT,290.19,42.39,D
58.35611,60.0804,305.12,0.58,0.7,2026-08-20,00:16,N,nominal,2.0NRT,276.81,1.04,N
59.9884,63.88725,303.69,0.61,0.71,2026-08-20,00:16,N,nominal,2.0NRT,280.37,1.24,N
58.39297,58.326,296.31,0.52,0.67,2026-08-20,00:16,N,nominal,2.0NRT,280.31,1.54,N
65.0416,56.66991,329.1,0.48,0.48,2026-08-20,00:16,N,nominal,2.0NRT,256.74,3.47,N
65.02624,56.72706,296.31,0.48,0.48,2026-08-20,00:16,N,nominal,2.0NRT,265.52,0.29,N
65.04499,56.66866,327.53,0.48,0.48,2026-08-20,00:16,N,nominal,2.0NRT,258.54,3.32,N
59.99264,63.89195,301.88,0.61,0.71,2026-08-20,00:16,N,nominal,2.0NRT,280.18,1.28,N
56.86847,62.06327,299.63,0.77,0.77,2026-08-20,00:16,N,nominal,2.0NRT,281.04,1.6,N
57.94491,60.06318,296.64,0.6,0.71,2026-08-20,00:16,N,nominal,2.0NRT,278.38,0.93,N
52.77607,50.3632,298.59,0.49,0.65,2026-08-20,00:18,N,nominal,2.0NRT,285.74,0.69,N
56.65128,37.40831,317.09,0.43,0.38,2026-08-20,00:18,N,nominal,2.0NRT,281.38,1.34,N
51.84711,53.81829,296.27,0.7,0.75,2026-08-20,00:18,N,nominal,2.0NRT,285.25,0.85,N
52.86095,51.2139,296.55,0.52,0.67,2026-08-20,00:18,N,nominal,2.0NRT,284.1,0.71,N
52.55707,52.38515,297.42,0.59,0.7,2026-08-20,00:18,N,nominal,2.0NRT,284.02,1.29,N
53.1895,51.00559,309.3,0.5,0.66,2026-08-20,00:18,N,nominal,2.0NRT,285.58,2.65,N
53.19188,50.99897,309.32,0.5,0.66,2026-08-20,00:18,N,nominal,2.0NRT,285.49,3.26,N
53.18554,50.99818,307.63,0.5,0.66,2026-08-20,00:18,N,nominal,2.0NRT,284.64,1.99,N
53.19077,51.0036,321.31,0.5,0.66,2026-08-20,00:18,N,nominal,2.0NRT,285.51,3.38,N
57.98669,31.34617,313.27,0.4,0.37,2026-08-20,00:18,N,nominal,2.0NRT,281.55,1.4,N
51.87263,54.74012,297.63,0.75,0.77,2026-08-20,00:18,N,nominal,2.0NRT,284.73,5.65,N
51.86874,54.74951,339.2,0.75,0.77,2026-08-20,00:18,N,nominal,2.0NRT,285.04,6.62,N
51.87088,54.76537,310.47,0.76,0.77,2026-08-20,00:18,N,nominal,2.0NRT,286.61,5.37,N
51.87481,54.75586,342.47,0.75,0.77,2026-08-20,00:18,N,nominal,2.0NRT,286.61,5.37,N
51.87058,54.75715,328.97,0.75,0.77,2026-08-20,00:18,N,nominal,2.0NRT,286.05,9.95,N
51.87445,54.74792,343.5,0.75,0.77,2026-08-20,00:18,N,nominal,2.0NRT,286.47,13.25,N
51.8764,54.76411,301.47,0.75,0.77,2026-08-20,00:18,N,nominal,2.0NRT,285.06,2.07,N
52.48512,53.27095,300.8,0.64,0.72,2026-08-20,00:18,N,nominal,2.0NRT,283.58,0.79,N
52.22554,54.12524,309.05,0.7,0.75,2026-08-20,00:18,N,nominal,2.0NRT,285.24,2.04,N
52.60396,53.21416,308.66,0.63,0.72,2026-08-20,00:18,N,nominal,2.0NRT,283.07,1.4,N
52.22691,54.11987,305.83,0.7,0.75,2026-08-20,00:18,N,nominal,2.0NRT,285.32,1.96,N
52.23265,54.12642,296.11,0.7,0.75,2026-08-20,00:18,N,nominal,2.0NRT,285.2,1.07,N
52.39757,53.72128,295.67,0.66,0.73,2026-08-20,00:18,N,nominal,2.0NRT,283.29,0.54,N
