latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
65.82642,76.86354,346.56,0.58,0.7,2026-06-02,00:09,N20,nominal,2.0NRT,285.02,7.19,D
65.82961,76.86503,342.59,0.58,0.7,2026-06-02,00:09,N20,nominal,2.0NRT,284.39,7.19,D
66.34604,77.53783,327.09,0.55,0.68,2026-06-02,00:09,N20,nominal,2.0NRT,281.6,1.92,D
66.65926,80.46255,344.82,0.58,0.7,2026-06-02,00:09,N20,nominal,2.0NRT,282.16,6.7,D
66.71049,80.44618,341.33,0.58,0.7,2026-06-02,00:09,N20,nominal,2.0NRT,280.36,6.6,D
66.66296,80.46366,345.27,0.58,0.7,2026-06-02,00:09,N20,nominal,2.0NRT,281.48,9.37,D
66.70972,80.45447,353.55,0.58,0.7,2026-06-02,00:09,N20,nominal,2.0NRT,282.16,8.97,D
65.86217,76.96442,350.8,0.58,0.7,2026-06-02,00:09,N20,nominal,2.0NRT,284.72,6.66,D
66.95815,75.54244,339.33,0.48,0.64,2026-06-02,00:09,N20,nominal,2.0NRT,283.43,4.37,D
70.38127,68.40747,328.66,0.48,0.48,2026-06-02,00:09,N20,nominal,2.0NRT,277.15,3.25,D
66.25023,76.82342,346.1,0.55,0.68,2026-06-02,00:09,N20,nominal,2.0NRT,284.12,5.18,D
63.92103,77.65562,353.38,0.78,0.78,2026-06-02,00:11,N20,nominal,2.0NRT,285.4,7.93,D
64.66399,21.28326,309.72,0.51,0.49,2026-06-02,00:13,N20,nominal,2.0NRT,280.44,2.78,N
59.53106,34.14723,307.5,0.39,0.36,2026-06-02,00:16,N20,nominal,2.0NRT,279.73,1.42,N
61.45451,16.46279,307.49,0.34,0.56,2026-06-02,00:16,N20,nominal,2.0NRT,270.69,0.82,N
59.52457,34.16483,308.05,0.39,0.36,2026-06-02,00:16,N20,nominal,2.0NRT,280.21,1.45,N
60.31202,25.53238,310.46,0.51,0.41,2026-06-02,00:16,N20,nominal,2.0NRT,279.06,1.14,N
60.61408,16.79241,301.77,0.33,0.55,2026-06-02,00:16,N20,nominal,2.0NRT,282.58,0.56,N
59.38442,28.46166,315.38,0.43,0.38,2026-06-02,00:16,N20,nominal,2.0NRT,278.5,1.54,N
58.6855,17.13366,296.04,0.62,0.54,2026-06-02,00:16,N20,nominal,2.0NRT,282.37,0.58,N
58.68582,17.13747,295.3,0.62,0.54,2026-06-02,00:16,N20,nominal,2.0NRT,282.08,1.34,N
53.87582,45.85683,300.08,0.35,0.57,2026-06-02,00:16,N20,nominal,2.0NRT,279.92,0.7,N
55.39603,39.00752,304.79,0.55,0.43,2026-06-02,00:16,N20,nominal,2.0NRT,274.97,2.14,N
54.43718,38.57206,319.29,0.56,0.43,2026-06-02,00:16,N20,nominal,2.0NRT,270.11,3.1,N
54.43755,38.57456,316.54,0.56,0.43,2026-06-02,00:16,N20,nominal,2.0NRT,270.45,1.91,N
56.31634,22.92033,296.65,0.55,0.43,2026-06-02,00:16,N20,nominal,2.0NRT,282.22,0.83,N
54.652,32.89648,302.32,0.4,0.37,2026-06-02,00:16,N20,nominal,2.0NRT,273.3,0.94,N
50.41533,18.13825,297.09,0.48,0.48,2026-06-02,00:18,N20,nominal,2.0NRT,283.64,0.69,N
47.86757,35.1628,312.42,0.41,0.45,2026-06-02,00:18,N20,nominal,2.0NRT,282.83,1.66,N
50.33421,19.28479,295.11,0.43,0.46,2026-06-02,00:18,N20,nominal,2.0NRT,273.13,1.15,N
50.41928,18.14594,300.3,0.48,0.48,2026-06-02,00:18,N20,nominal,2.0NRT,285.27,0.92,N
47.87271,35.15964,301.9,0.41,0.45,2026-06-02,00:18,N20,nominal,2.0NRT,281.69,1.66,N
50.33793,19.29174,318.27,0.43,0.46,2026-06-02,00:18,N20,nominal,2.0NRT,273.66,1.98,N
50.33842,19.28568,303.83,0.43,0.46,2026-06-02,00:18,N20,nominal,2.0NRT,272.5,1.15,N
50.14762,39.68711,303.35,0.54,0.51,2026-06-02,00:18,N20,nominal,2.0NRT,281.74,0.88,N
51.28508,34.9371,305.32,0.5,0.41,2026-06-02,00:18,N20,nominal,2.0NRT,277.84,1.2,N
51.29518,34.33115,303.15,0.48,0.4,2026-06-02,00:18,N20,nominal,2.0NRT,277.23,0.71,N
51.29598,34.33183,301.74,0.48,0.4,2026-06-02,00:18,N20,nominal,2.0NRT,277.16,1.07,N
51.14894,34.63294,305.72,0.5,0.41,2026-06-02,00:18,N20,nominal,2.0NRT,277.66,1,N
51.08121,34.77882,295.98,0.5,0.41,2026-06-02,00:18,N20,nominal,2.0NRT,278.25,1.16,N
51.08364,34.7812,300.38,0.5,0.41,2026-06-02,00:18,N20,nominal,2.0NRT,278.86,0.88,N
51.89951,29.32534,296.44,0.38,0.36,2026-06-02,00:18,N20,nominal,2.0NRT,285.36,1.04,N
51.89359,29.34037,323.35,0.38,0.36,2026-06-02,00:18,N20,nominal,2.0NRT,283.69,1.68,N
51.8908,29.33758,295.19,0.38,0.36,2026-06-02,00:18,N20,nominal,2.0NRT,281.99,0.83,N
50.69543,35.38982,304,0.54,0.42,2026-06-02,00:18,N20,nominal,2.0NRT,278.56,1.2,N
50.35045,36.19715,308.02,0.39,0.44,2026-06-02,00:18,N20,nominal,2.0NRT,275.76,1.08,N
53.13924,8.67481,297.56,0.63,0.72,2026-06-02,00:18,N20,nominal,2.0NRT,269.37,1.18,N
53.13251,8.67507,301.84,0.63,0.72,2026-06-02,00:18,N20,nominal,2.0NRT,268.96,1.18,N
53.14365,8.67697,295.61,0.63,0.72,2026-06-02,00:18,N20,nominal,2.0NRT,269.96,0.88,N
53.13693,8.67729,295.04,0.63,0.72,2026-06-02,00:18,N20,nominal,2.0NRT,269.49,0.88,N
50.3956,35.15523,297.81,0.54,0.42,2026-06-02,00:18,N20,nominal,2.0NRT,278.02,0.66,N
51.16024,30.26397,301.74,0.39,0.36,2026-06-02,00:18,N20,nominal,2.0NRT,277.92,0.65,N
51.15698,30.26253,301.13,0.39,0.36,2026-06-02,00:18,N20,nominal,2.0NRT,277.91,0.65,N
50.3072,34.51103,296.19,0.51,0.41,2026-06-02,00:18,N20,nominal,2.0NRT,279.19,0.76,N
49.8586,36.31288,311.44,0.41,0.45,2026-06-02,00:18,N20,nominal,2.0NRT,279.74,0.88,N
49.55508,36.62609,336.71,0.42,0.46,2026-06-02,00:18,N20,nominal,2.0NRT,280.2,12.48,N
49.55373,36.63162,320.92,0.42,0.46,2026-06-02,00:18,N20,nominal,2.0NRT,286.16,12.97,N
50.5087,30.43113,309.63,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,283.25,1.03,N
50.50542,30.42968,310.42,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,283.29,1.28,N
50.48826,30.50523,305.18,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,283,0.74,N
50.48796,30.4873,304.79,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,282.77,1.09,N
48.88689,37.78808,315.92,0.49,0.49,2026-06-02,00:18,N20,nominal,2.0NRT,279.66,1.99,N
50.47544,30.51736,332.66,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,287.17,2.77,N
50.42737,30.67949,328.48,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,283.8,3.44,N
50.46605,30.46447,299.75,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,282.93,0.79,N
48.88833,37.78896,317.86,0.49,0.49,2026-06-02,00:18,N20,nominal,2.0NRT,279.57,1.39,N
50.40009,30.4769,326.99,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,281.35,3.55,N
50.41422,30.35901,311.03,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,280.81,0.95,N
50.38221,30.33149,317.47,0.4,0.37,2026-06-02,00:18,N20,nominal,2.0NRT,277.16,1.54,N
48.46535,38.76007,297.87,0.56,0.51,2026-06-02,00:18,N20,nominal,2.0NRT,280.35,1.13,N
48.58806,37.61343,316.87,0.49,0.49,2026-06-02,00:18,N20,nominal,2.0NRT,278.5,1.78,N
