latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
0.78403,127.37922,311.27,1.6,1.25,2026-05-14,00:05,T,0,6.1NRT,292.73,12.21,D
1.49468,127.6336,336.45,1.57,1.24,2026-05-14,00:05,T,89,6.1NRT,295.01,65.97,D
0.49157,127.98701,311.8,1.43,1.18,2026-05-14,00:05,T,45,6.1NRT,294.03,10.66,D
-1.56707,127.42722,313.54,1.46,1.19,2026-05-14,00:07,T,44,6.1NRT,295.26,11.09,D
-17.68736,124.61807,315.43,1.29,1.13,2026-05-14,00:09,T,69,6.1NRT,297.8,11.31,D
-17.68544,124.60618,359.25,1.29,1.13,2026-05-14,00:09,T,99,6.1NRT,299.53,114.42,D
-17.68351,124.59428,378.03,1.29,1.13,2026-05-14,00:09,T,100,6.1NRT,301.13,203.77,D
-17.67742,124.61979,317.85,1.29,1.13,2026-05-14,00:09,T,73,6.1NRT,298.8,14.02,D
-17.67549,124.6079,330.6,1.29,1.13,2026-05-14,00:09,T,85,6.1NRT,300.03,34.42,D
-17.67355,124.596,351.68,1.29,1.13,2026-05-14,00:09,T,96,6.1NRT,301.14,87.3,D
-17.61014,124.64953,314.45,1.29,1.13,2026-05-14,00:09,T,68,6.1NRT,298.78,10.75,D
-17.52741,124.97442,323.49,1.24,1.11,2026-05-14,00:09,T,79,6.1NRT,299.96,20.14,D
-17.52563,124.96302,326.12,1.24,1.11,2026-05-14,00:09,T,81,6.1NRT,298.62,24.76,D
-17.48585,125.02811,310.67,1.23,1.1,2026-05-14,00:09,T,48,6.1NRT,298.2,5.64,D
-17.48405,125.01675,312.85,1.23,1.1,2026-05-14,00:09,T,54,6.1NRT,299.96,7.27,D
-15.22261,130.36975,310.5,1.1,1.04,2026-05-14,00:09,T,43,6.1NRT,297.04,5.27,D
-15.14225,130.38687,312.69,1.1,1.04,2026-05-14,00:09,T,35,6.1NRT,297.51,5.95,D
-15.14091,130.37691,314.14,1.1,1.04,2026-05-14,00:09,T,47,6.1NRT,298.11,6.85,D
-15.19434,130.99867,311.27,1.17,1.08,2026-05-14,00:09,T,32,6.1NRT,297.32,5.85,D
-15.1848,130.99989,310.85,1.17,1.08,2026-05-14,00:09,T,29,6.1NRT,296.82,5.5,D
-15.0549,130.14467,310.79,1.07,1.03,2026-05-14,00:09,T,52,6.1NRT,297.39,4.94,D
-15.14807,130.90352,311.3,1.16,1.07,2026-05-14,00:09,T,57,6.1NRT,296.3,6.6,D
-15.14981,130.98936,316.11,1.17,1.08,2026-05-14,00:09,T,67,6.1NRT,296.89,9.85,D
-14.37873,126.48673,309.92,1.13,1.06,2026-05-14,00:09,T,50,6.1NRT,297.85,5.27,D
-14.92481,130.61017,314.25,1.12,1.05,2026-05-14,00:09,T,65,6.1NRT,297.36,7.71,D
-14.32228,126.47041,312.1,1.13,1.06,2026-05-14,00:09,T,59,6.1NRT,298.45,7.11,D
-14.87563,130.66869,314.32,1.12,1.06,2026-05-14,00:09,T,62,6.1NRT,297.06,8.17,D
-14.2329,126.55313,314.85,1.12,1.06,2026-05-14,00:09,T,66,6.1NRT,298.64,9.34,D
-14.18312,126.54027,313.17,1.13,1.06,2026-05-14,00:09,T,40,6.1NRT,297.87,6.35,D
-14.18152,126.52986,323.05,1.13,1.06,2026-05-14,00:09,T,59,6.1NRT,298.83,17.13,D
-14.03734,126.41749,315.04,1.15,1.07,2026-05-14,00:09,T,66,6.1NRT,298.72,9.4,D
-14.63659,130.80292,310.15,1.13,1.06,2026-05-14,00:09,T,54,6.1NRT,296.88,4.82,D
-14.52339,130.29581,313.51,1.07,1.03,2026-05-14,00:09,T,64,6.1NRT,297,7.82,D
-14.52206,130.28609,309.51,1.07,1.03,2026-05-14,00:09,T,50,6.1NRT,296.87,4.6,D
-14.38285,129.67606,308.49,1.03,1.01,2026-05-14,00:09,T,42,6.1NRT,296.8,4.13,D
-14.61621,131.57759,315.8,1.24,1.11,2026-05-14,00:09,T,58,6.1NRT,296.78,10.77,D
-14.61482,131.58372,315.76,1.24,1.11,2026-05-14,00:09,T,61,6.1NRT,297.16,10.15,D
-13.95621,126.97911,316.16,1.09,1.04,2026-05-14,00:09,T,40,6.1NRT,298.69,8.41,D
