latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-26.66939,27.80756,302.06,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,279.74,1.63,N
-26.80663,27.85609,302.55,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,285.72,1.65,N
-26.55004,29.14587,298.72,0.48,0.65,2026-06-12,00:01,N21,nominal,2.0NRT,281.19,1.7,N
-27.04186,17.95451,295.07,0.39,0.36,2026-06-12,00:01,N21,nominal,2.0NRT,270.43,0.13,N
-28.26398,29.09657,299.17,0.5,0.66,2026-06-12,00:01,N21,nominal,2.0NRT,277.19,1.16,N
-26.66357,27.80423,303.2,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,278.25,1.52,N
-26.66175,27.85329,297.16,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,280.87,0.82,N
-26.65835,27.8088,297.37,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,282.36,2.85,N
-26.68137,27.951,301.26,0.41,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,281.3,1.11,N
-26.66944,27.80839,308.1,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,280.84,1.57,N
-26.66359,27.80505,309.82,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,279.09,1.57,N
-26.5387,27.84219,297.95,0.4,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,279.37,0.44,N
-26.55036,29.15068,299.21,0.48,0.65,2026-06-12,00:01,N21,nominal,2.0NRT,285.06,1.7,N
-26.27583,28.15895,305.11,0.42,0.61,2026-06-12,00:01,N21,nominal,2.0NRT,281.85,1.35,N
-26.54439,29.15136,295.94,0.48,0.65,2026-06-12,00:01,N21,nominal,2.0NRT,281,1.7,N
-26.54472,29.15621,332.7,0.48,0.65,2026-06-12,00:01,N21,nominal,2.0NRT,282.65,5.72,N
-26.55966,29.15419,296.89,0.48,0.65,2026-06-12,00:01,N21,nominal,2.0NRT,286.14,1.48,N
-26.54174,29.15609,331.04,0.48,0.65,2026-06-12,00:01,N21,nominal,2.0NRT,280.36,3.35,N
-26.1828,25.99543,313.8,0.61,0.53,2026-06-12,00:01,N21,nominal,2.0NRT,283.89,2.91,N
-26.1856,25.99495,313.51,0.6,0.53,2026-06-12,00:01,N21,nominal,2.0NRT,283.68,3.78,N
-26.2853,28.15977,324.58,0.42,0.61,2026-06-12,00:01,N21,nominal,2.0NRT,283.04,3.58,N
-26.27403,28.16066,301.89,0.42,0.61,2026-06-12,00:01,N21,nominal,2.0NRT,281.09,1.32,N
-32.63808,27.83561,308.6,0.46,0.63,2026-06-12,00:01,N21,nominal,2.0NRT,282.95,1.44,N
-27.66704,29.92274,313.29,0.55,0.68,2026-06-12,00:01,N21,nominal,2.0NRT,283.04,2.37,N
-28.32857,31.13865,295.82,0.67,0.73,2026-06-12,00:01,N21,nominal,2.0NRT,285.08,1.33,N
-27.66383,29.92428,308.65,0.55,0.68,2026-06-12,00:01,N21,nominal,2.0NRT,282.31,3.16,N
-27.60209,30.62448,305.36,0.61,0.71,2026-06-12,00:01,N21,nominal,2.0NRT,280.89,3.4,N
-27.60352,30.62826,304.96,0.61,0.71,2026-06-12,00:01,N21,nominal,2.0NRT,282.18,3.07,N
-27.60319,30.62292,295.55,0.61,0.71,2026-06-12,00:01,N21,nominal,2.0NRT,280.64,3,N
-26.68037,27.95039,299.04,0.41,0.6,2026-06-12,00:01,N21,nominal,2.0NRT,279.64,1.12,N
-26.92362,30.30768,307.26,0.58,0.69,2026-06-12,00:01,N21,nominal,2.0NRT,280.36,1.9,N
-26.92502,30.30825,305.06,0.58,0.69,2026-06-12,00:01,N21,nominal,2.0NRT,280.67,2.96,N
-21.24587,-175.12318,328.95,0.44,0.62,2026-06-12,00:37,N21,nominal,2.0NRT,292,5.23,D
-21.24627,-175.1274,337.24,0.44,0.62,2026-06-12,00:37,N21,nominal,2.0NRT,292.92,5.23,D
65.78261,137.37096,337.1,0.41,0.6,2026-06-12,01:05,N21,nominal,2.0NRT,282.56,4.14,D
65.77895,137.38127,330.56,0.41,0.6,2026-06-12,01:05,N21,nominal,2.0NRT,280.64,4.72,D
65.78143,137.38664,330.62,0.41,0.6,2026-06-12,01:05,N21,nominal,2.0NRT,279.83,4.72,D
