latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
54.61324,160.30139,367,0.38,0.59,2026-06-26,00:50,N20,high,2.0NRT,308.88,49.01,D
63.66425,170.78835,336.29,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,291.99,8.16,D
63.6563,170.76137,341.56,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,291.69,4.9,D
63.66085,170.8331,332.56,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,292.44,4.5,D
63.61383,170.84662,347.48,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,297.1,6.97,D
63.61503,170.85402,355.51,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,297.15,6.05,D
63.61623,170.8614,349.09,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,295.3,6.05,D
63.61309,170.86398,336.93,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,296.65,6.05,D
63.61429,170.87137,352.77,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,296.88,8.18,D
63.6167,170.88614,330.41,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,290.95,2.25,D
63.61355,170.88872,341.87,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,292.83,2.31,D
63.58173,170.78101,336.43,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,301.82,2.97,D
63.55802,170.65826,339.43,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,299.14,17.87,D
63.55366,170.6535,345.3,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,293.66,7.76,D
63.55487,170.66087,340.06,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,297.93,7.76,D
63.57423,170.77879,345.58,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,299.85,26.38,D
63.55052,170.65611,346.08,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,298.66,7.76,D
63.54617,170.65137,338.6,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,293.77,5.36,D
63.54738,170.65874,346.91,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,301.04,4.62,D
63.5486,170.66611,332.68,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,299.42,4.62,D
63.54303,170.65398,342.27,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,294.3,5.36,D
63.54425,170.66135,347.46,0.38,0.36,2026-06-26,00:52,N20,nominal,2.0NRT,300.28,4.62,D
