latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-25.1766,28.54684,303.64,3.64,1.79,2025-09-05,00:01,A,56,6.1NRT,282.5,54.1,N
-25.16884,28.54156,302.26,3.64,1.79,2025-09-05,00:01,A,48,6.1NRT,283.11,52.2,N
-19.82609,-43.1334,301,1.12,1.05,2025-09-05,00:26,T,36,6.1NRT,287.01,6.89,N
-20.52539,-46.11479,315.37,1.02,1.01,2025-09-05,00:26,T,91,6.1NRT,286.65,16.42,N
-20.52411,-46.1052,302.71,1.02,1.01,2025-09-05,00:26,T,51,6.1NRT,284.56,7.3,N
-20.23511,-40.24127,302.89,1.64,1.26,2025-09-05,00:26,T,52,6.1NRT,288.2,12.69,N
-21.37066,-46.95485,307.25,1.1,1.05,2025-09-05,00:26,T,71,6.1NRT,290.22,10.21,N
-21.49262,-46.1971,309.75,1.04,1.02,2025-09-05,00:26,T,78,6.1NRT,286.4,12.36,N
-21.49134,-46.18727,300.22,1.04,1.02,2025-09-05,00:26,T,22,6.1NRT,285.86,6.22,N
-22.26254,-47.6377,305.06,1.21,1.09,2025-09-05,00:26,T,47,6.1NRT,287.83,9.38,N
-22.2819,-47.63481,305.83,1.21,1.09,2025-09-05,00:26,T,47,6.1NRT,288.42,10.01,N
-22.2738,-47.14111,304.67,1.14,1.07,2025-09-05,00:26,T,61,6.1NRT,287.28,9.21,N
-22.27244,-47.13015,301.52,1.14,1.06,2025-09-05,00:26,T,42,6.1NRT,287.67,7.08,N
-22.62811,-46.73599,307.79,1.11,1.05,2025-09-05,00:26,T,73,6.1NRT,288.62,10.81,N
-22.66443,-46.82243,313.83,1.12,1.05,2025-09-05,00:26,T,88,6.1NRT,289.51,15.95,N
-23.03855,-47.82814,306.31,1.26,1.12,2025-09-05,00:26,T,68,6.1NRT,288.94,11.61,N
-23.60033,-52.89001,322.79,2.91,1.63,2025-09-05,00:26,T,100,6.1NRT,289.51,98.73,N
-23.59774,-52.86184,333,2.9,1.62,2025-09-05,00:26,T,100,6.1NRT,289.72,156.28,N
