latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
68.34742,156.80533,326.47,1.49,1.21,2026-07-27,00:28,T,52,6.1NRT,285.67,39.88,D
68.33681,156.74358,306.5,1.49,1.2,2026-07-27,00:28,T,47,6.1NRT,280.34,13.69,D
68.34774,156.59314,316.59,1.47,1.2,2026-07-27,00:28,T,0,6.1NRT,282,25.88,D
68.5472,155.39354,312.72,1.36,1.16,2026-07-27,00:28,T,0,6.1NRT,271.33,19.85,D
68.44505,155.57187,301.17,1.39,1.17,2026-07-27,00:28,T,37,6.1NRT,270.31,9.42,D
65.37316,145.36736,302.02,1.07,1.03,2026-07-27,00:28,T,11,6.1NRT,288.16,3.79,D
68.38833,156.9259,308.46,1.49,1.21,2026-07-27,00:28,T,0,6.1NRT,282.91,15.47,D
68.58963,155.8739,326.73,1.39,1.17,2026-07-27,00:28,T,0,6.1NRT,278.09,40.63,D
68.58298,155.90227,327.03,1.39,1.17,2026-07-27,00:28,T,0,6.1NRT,278.16,39.34,D
68.36552,156.7569,332.09,1.48,1.2,2026-07-27,00:28,T,0,6.1NRT,285.7,50.29,D
68.35822,156.78667,341.8,1.49,1.2,2026-07-27,00:28,T,80,6.1NRT,286.12,81.88,D
68.3509,156.8165,314.42,1.49,1.21,2026-07-27,00:28,T,66,6.1NRT,283.88,21.72,D
68.36359,156.79131,322.53,1.49,1.2,2026-07-27,00:28,T,72,6.1NRT,286.88,34.09,D
68.35468,156.77528,361.3,1.49,1.2,2026-07-27,00:28,T,94,6.1NRT,291.77,156.59,D
68.54652,155.91368,311.85,1.4,1.17,2026-07-27,00:28,T,0,6.1NRT,281.16,17.2,D
68.34578,156.75929,401.33,1.49,1.2,2026-07-27,00:28,T,100,6.1NRT,291.14,464.88,D
68.33852,156.78926,331.91,1.49,1.21,2026-07-27,00:28,T,78,6.1NRT,283.7,53.4,D
68.62711,157.07645,319.47,1.47,1.2,2026-07-27,00:28,T,0,6.1NRT,283.85,30.48,D
68.61826,157.06033,324.43,1.47,1.2,2026-07-27,00:28,T,0,6.1NRT,284.62,39.75,D
68.61102,157.08989,315.09,1.47,1.2,2026-07-27,00:28,T,0,6.1NRT,284.13,23.65,D
68.51804,157.12909,323.44,1.49,1.21,2026-07-27,00:28,T,0,6.1NRT,280.12,42.37,D
68.51065,157.15916,324.75,1.49,1.21,2026-07-27,00:28,T,0,6.1NRT,280.27,46.19,D
68.41075,157.01619,311.42,1.5,1.21,2026-07-27,00:28,T,0,6.1NRT,282.73,18.69,D
60.12615,151.28354,303.66,2.29,1.47,2026-07-27,00:30,T,10,6.1NRT,287,7.84,D
60.3389,150.58029,304.7,2.12,1.42,2026-07-27,00:30,T,9,6.1NRT,288.51,8.56,D
62.11153,148.87923,301.65,1.59,1.24,2026-07-27,00:30,T,15,6.1NRT,289.41,5.54,D
62.32701,148.42952,301.37,1.51,1.21,2026-07-27,00:30,T,29,6.1NRT,289.16,4.31,D
62.24855,149.37552,301.88,1.63,1.26,2026-07-27,00:30,T,20,6.1NRT,285.4,5.83,D
57.29434,136.46747,328.73,1.01,1,2026-07-27,00:33,T,67,6.1NRT,290.71,23.08,D
56.76212,136.7437,320.86,1.02,1.01,2026-07-27,00:33,T,72,6.1NRT,290.76,16.55,D
56.76454,136.7281,323.43,1.02,1.01,2026-07-27,00:33,T,80,6.1NRT,289.3,18.87,D
56.77313,136.73247,321.03,1.02,1.01,2026-07-27,00:33,T,57,6.1NRT,289.85,16.13,D
50.76641,135.53908,301.6,1.1,1.05,2026-07-27,00:35,T,24,6.1NRT,288.59,2.48,D
52.3471,133.47871,324.88,1,1,2026-07-27,00:35,T,82,6.1NRT,298.52,17.46,D
47.99559,134.14546,307.65,1.1,1.04,2026-07-27,00:35,T,62,6.1NRT,297.32,5.3,D
48.1787,134.28543,309.01,1.1,1.05,2026-07-27,00:35,T,64,6.1NRT,297.14,6.12,D
48.3651,134.29257,311.53,1.09,1.04,2026-07-27,00:35,T,0,6.1NRT,299.43,7.17,D
40.66882,122.40047,314.25,1.73,1.29,2026-07-27,00:37,T,48,6.1NRT,294.38,12.99,D
73.52179,113.02677,305.05,2.6,1.55,2026-07-27,00:37,A,60,6.1NRT,286.5,29.65,D
31.81497,131.24188,311.03,1.51,1.21,2026-07-27,00:39,T,47,6.1NRT,296.49,7.94,D
32.25246,131.39888,309.67,1.51,1.21,2026-07-27,00:39,T,32,6.1NRT,295.91,9.48,D
35.73178,128.46962,318.73,1.02,1.01,2026-07-27,00:39,T,67,6.1NRT,301.82,10.32,D
65.20914,69.89555,304.38,1.29,1.13,2026-07-27,00:39,A,43,6.1NRT,288.81,8.91,D
64.38234,78.60379,306.2,2.44,1.51,2026-07-27,00:39,A,0,6.1NRT,291.1,26.64,D
66.08162,77.38855,305.42,1.86,1.33,2026-07-27,00:39,A,61,6.1NRT,288.82,18.39,D
66.07822,77.38686,309.04,1.86,1.33,2026-07-27,00:39,A,68,6.1NRT,288.95,23.1,D
