latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
47.69629,37.08411,300.45,1.01,1,2026-07-31,01:39:00,A,28,6.1NRT,284.28,6.57,N,MODIS
47.34143,34.31028,327.08,1.95,1.36,2026-07-31,06:29:00,T,80,6.1NRT,299.39,46.95,D,MODIS
47.23935,35.67607,315.02,1.65,1.26,2026-07-31,06:29:00,T,61,6.1NRT,297.59,12.56,D,MODIS
47.22559,35.56563,322.06,1.67,1.27,2026-07-31,06:29:00,T,74,6.1NRT,299.12,25.73,D,MODIS
47.22574,35.55983,319.79,1.67,1.27,2026-07-31,06:29:00,T,67,6.1NRT,299.29,20.17,D,MODIS
46.98792,33.81796,318.37,2.06,1.4,2026-07-31,06:29:00,T,61,6.1NRT,301.86,20.01,D,MODIS
46.98479,33.81158,317.58,2.06,1.4,2026-07-31,06:29:00,T,57,6.1NRT,301.9,17.75,D,MODIS
46.55579,34.24185,325.47,1.93,1.36,2026-07-31,06:29:00,T,76,6.1NRT,301.78,33.85,D,MODIS
46.54384,34.24017,322.3,1.93,1.36,2026-07-31,06:29:00,T,72,6.1NRT,302.11,27.16,D,MODIS
48.29699,36.89974,311.6,1.47,1.2,2026-07-31,06:29:00,T,58,6.1NRT,294.99,10.11,D,MODIS
47.35346,34.31198,358.25,1.95,1.36,2026-07-31,06:29:00,T,99,6.1NRT,301.7,194.57,D,MODIS
47.35171,34.33724,327.74,1.95,1.36,2026-07-31,06:29:00,T,80,6.1NRT,300.93,46.98,D,MODIS
47.3397,34.33557,319.64,1.95,1.36,2026-07-31,06:29:00,T,70,6.1NRT,300.25,26.47,D,MODIS
45.61499,29.25085,318.59,3.14,1.68,2026-07-31,08:07:00,T,46,6.1NRT,299.13,32.03,D,MODIS
45.61449,29.24555,316.48,3.14,1.68,2026-07-31,08:07:00,T,47,6.1NRT,298.22,24.81,D,MODIS
47.17191,33.64837,318.65,4.71,1.99,2026-07-31,08:07:00,T,71,6.1NRT,297.26,80.11,D,MODIS
47.17331,33.65379,318.87,4.71,1.99,2026-07-31,08:07:00,T,72,6.1NRT,297.44,83.44,D,MODIS
45.27899,36.34717,341.34,1.12,1.06,2026-07-31,12:46:00,A,78,6.1NRT,305.14,42.65,D,MODIS
45.28067,36.36104,317.25,1.13,1.06,2026-07-31,12:46:00,A,41,6.1NRT,303.13,5.8,D,MODIS
50.43935,26.4573,332.18,1.27,1.12,2026-07-31,12:46:00,A,84,6.1NRT,304.63,35.38,D,MODIS
50.44262,26.47396,348.13,1.27,1.12,2026-07-31,12:46:00,A,94,6.1NRT,304.98,73.53,D,MODIS
50.43806,26.46473,353.51,1.27,1.12,2026-07-31,12:46:00,A,97,6.1NRT,305.74,90.1,D,MODIS
50.44128,26.48146,333.42,1.27,1.12,2026-07-31,12:46:00,A,85,6.1NRT,303.72,37.91,D,MODIS
49.81943,23.85541,315.87,1.71,1.28,2026-07-31,12:46:00,A,52,6.1NRT,301.44,13.26,D,MODIS
50.69027,30.17316,313.16,1.01,1.01,2026-07-31,12:46:00,A,49,6.1NRT,301.11,6.14,D,MODIS
