latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
50.491,30.50386,323.64,1.22,1.1,2026-08-16,01:58:00,A,100,6.1NRT,289.19,30.29,N,MODIS
50.8218,32.61389,305.15,1.06,1.03,2026-08-16,01:58:00,A,63,6.1NRT,284.72,10.21,N,MODIS
49.18281,33.45745,325.83,1.01,1,2026-08-16,01:58:00,A,100,6.1NRT,286.26,26.18,N,MODIS
49.17223,33.46783,318.87,1.01,1,2026-08-16,01:58:00,A,98,6.1NRT,287.6,18.55,N,MODIS
46.41099,34.20775,327.24,1.02,1.01,2026-08-16,01:58:00,A,100,6.1NRT,284.97,29.4,N,MODIS
46.40894,34.22038,303.38,1.02,1.01,2026-08-16,01:58:00,A,55,6.1NRT,283.69,8.65,N,MODIS
49.18089,33.47071,304.4,1.01,1,2026-08-16,01:58:00,A,60,6.1NRT,287.15,7.84,N,MODIS
52.01124,31.97541,316.96,1.11,1.05,2026-08-16,07:01:00,T,73,6.1NRT,298.63,13.54,D,MODIS
52.00943,31.99117,317.47,1.11,1.05,2026-08-16,07:01:00,T,74,6.1NRT,296.94,14.17,D,MODIS
46.23331,32.45082,332.09,1,1,2026-08-16,07:03:00,T,82,6.1NRT,305.39,22.22,D,MODIS
46.17157,32.88976,316.04,1,1,2026-08-16,07:03:00,T,41,6.1NRT,304.08,5.68,D,MODIS
45.79733,34.03545,318.54,1.02,1.01,2026-08-16,07:03:00,T,61,6.1NRT,304.77,6.66,D,MODIS
45.2963,36.12019,314.45,1.18,1.08,2026-08-16,07:03:00,T,62,6.1NRT,303.44,6.5,D,MODIS
45.98916,30.19465,344.19,1.1,1.04,2026-08-16,07:03:00,T,91,6.1NRT,304.6,47.54,D,MODIS
45.74883,28.73201,322.92,1.23,1.1,2026-08-16,07:03:00,T,75,6.1NRT,303.57,14.75,D,MODIS
45.74719,28.74749,328.67,1.23,1.1,2026-08-16,07:03:00,T,81,6.1NRT,304.19,23.48,D,MODIS
46.74414,34.53902,325.79,1.03,1.01,2026-08-16,07:03:00,T,74,6.1NRT,306.11,14.5,D,MODIS
46.74213,34.55195,324.94,1.03,1.01,2026-08-16,07:03:00,T,73,6.1NRT,306.12,13.79,D,MODIS
46.89764,33.39778,317.68,1,1,2026-08-16,07:03:00,T,53,6.1NRT,304.36,5.27,D,MODIS
