latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
47.60584,35.56439,304.83,1.03,1.01,2025-08-18,01:09:00,A,62,6.1NRT,287.16,8.61,N,MODIS
48.69141,37.29513,300.64,1.1,1.04,2025-08-18,01:09:00,A,31,6.1NRT,287.57,6.74,N,MODIS
49.11256,37.57338,313.6,1.1,1.05,2025-08-18,01:09:00,A,87,6.1NRT,290.13,15.76,N,MODIS
47.86889,33.43423,323.81,1.01,1,2025-08-18,01:09:00,A,100,6.1NRT,291.05,22.67,N,MODIS
48.41018,37.1887,301.93,1.1,1.04,2025-08-18,01:09:00,A,45,6.1NRT,287.25,7.98,N,MODIS
46.11186,30.2134,331.6,1.15,1.07,2025-08-18,01:11:00,A,100,6.1NRT,287.05,41.54,N,MODIS
45.38097,29.10741,308.49,1.24,1.11,2025-08-18,01:11:00,A,75,6.1NRT,294.98,13.95,N,MODIS
45.38274,29.092,306.33,1.24,1.11,2025-08-18,01:11:00,A,68,6.1NRT,293.02,11.76,N,MODIS
46.12119,30.2157,313.62,1.15,1.07,2025-08-18,01:11:00,A,87,6.1NRT,286.36,18.21,N,MODIS
46.72985,33.01696,300.61,1.01,1,2025-08-18,01:11:00,A,31,6.1NRT,289.44,5.85,N,MODIS
48.28724,38.17577,328.33,1,1,2025-08-18,07:22:00,T,76,6.1NRT,309.62,17.77,D,MODIS
48.46338,37.20977,322.45,1,1,2025-08-18,07:22:00,T,68,6.1NRT,304.21,9.81,D,MODIS
48.46522,37.19669,321.67,1,1,2025-08-18,07:22:00,T,62,6.1NRT,304.82,9.69,D,MODIS
48.45746,38.77569,326.93,1.02,1.01,2025-08-18,07:22:00,T,73,6.1NRT,306.39,15.11,D,MODIS
48.68405,37.29786,328.43,1,1,2025-08-18,07:22:00,T,78,6.1NRT,303.31,18.12,D,MODIS
48.68589,37.28471,332.48,1,1,2025-08-18,07:22:00,T,82,6.1NRT,303.04,23.01,D,MODIS
48.72712,37.11901,317.03,1,1,2025-08-18,07:22:00,T,54,6.1NRT,303.96,5.93,D,MODIS
48.67302,37.56852,320.74,1,1,2025-08-18,07:22:00,T,61,6.1NRT,306.57,8.42,D,MODIS
48.55011,39.13602,323.04,1.03,1.01,2025-08-18,07:22:00,T,65,6.1NRT,308.9,7.62,D,MODIS
48.80202,38.16457,328.06,1,1,2025-08-18,07:22:00,T,78,6.1NRT,307.63,14.16,D,MODIS
48.91952,38.30704,321.91,1,1,2025-08-18,07:22:00,T,67,6.1NRT,306.6,8.56,D,MODIS
49.10951,37.5744,327.69,1,1,2025-08-18,07:22:00,T,79,6.1NRT,300.49,17.75,D,MODIS
49.11137,37.56116,339.29,1,1,2025-08-18,07:22:00,T,89,6.1NRT,300.66,33.63,D,MODIS
50.01752,32.18912,302.68,1.45,1.19,2025-08-18,07:22:00,T,25,6.1NRT,287.77,5.87,D,MODIS
47.00465,31.46324,326.77,1.43,1.18,2025-08-18,07:22:00,T,73,6.1NRT,301.97,23.04,D,MODIS
47.00292,31.4815,329.39,1.43,1.18,2025-08-18,07:22:00,T,77,6.1NRT,302.47,28.63,D,MODIS
47.24465,34.11237,349.19,1.12,1.06,2025-08-18,07:22:00,T,94,6.1NRT,308.59,56.51,D,MODIS
47.24633,34.09793,322.84,1.12,1.06,2025-08-18,07:22:00,T,61,6.1NRT,306.6,8.95,D,MODIS
47.2833,35.66629,327.49,1.03,1.01,2025-08-18,07:22:00,T,61,6.1NRT,308.92,12.54,D,MODIS
47.18802,37.81237,330.69,1.01,1,2025-08-18,07:22:00,T,60,6.1NRT,314.38,12.17,D,MODIS
47.66068,34.87651,319.96,1.08,1.04,2025-08-18,07:22:00,T,51,6.1NRT,303.68,8.12,D,MODIS
47.59364,35.55653,324.04,1.04,1.02,2025-08-18,07:22:00,T,64,6.1NRT,306.99,10.01,D,MODIS
47.60252,35.55896,333.3,1.04,1.02,2025-08-18,07:22:00,T,81,6.1NRT,307.35,22.18,D,MODIS
47.50999,36.72913,321.45,1,1,2025-08-18,07:22:00,T,50,6.1NRT,309.1,6.45,D,MODIS
47.53749,36.67624,323.23,1,1,2025-08-18,07:22:00,T,61,6.1NRT,308.64,8.71,D,MODIS
47.54621,36.67882,322.34,1,1,2025-08-18,07:22:00,T,58,6.1NRT,307.57,8.06,D,MODIS
47.59613,37.63151,325.63,1,1,2025-08-18,07:22:00,T,66,6.1NRT,314.13,9.28,D,MODIS
47.76176,36.45807,320.27,1.01,1,2025-08-18,07:22:00,T,47,6.1NRT,306.48,4.97,D,MODIS
47.60481,37.63426,337.23,1,1,2025-08-18,07:22:00,T,84,6.1NRT,313.77,24.88,D,MODIS
47.7178,37.03843,325.26,1,1,2025-08-18,07:22:00,T,65,6.1NRT,310.39,10.26,D,MODIS
47.92006,36.44308,324.92,1.01,1.01,2025-08-18,07:22:00,T,70,6.1NRT,305.84,13.87,D,MODIS
47.92184,36.42998,319.33,1.01,1.01,2025-08-18,07:22:00,T,51,6.1NRT,306.26,7.95,D,MODIS
48.02288,36.58126,318.13,1.01,1,2025-08-18,07:22:00,T,51,6.1NRT,301.52,8.59,D,MODIS
47.80522,37.53521,321.22,1,1,2025-08-18,07:22:00,T,39,6.1NRT,309.42,6.51,D,MODIS
48.12151,36.18538,320.82,1.02,1.01,2025-08-18,07:22:00,T,59,6.1NRT,305.68,8.22,D,MODIS
48.13032,36.18792,329.01,1.02,1.01,2025-08-18,07:22:00,T,78,6.1NRT,304.94,17.18,D,MODIS
47.89622,37.99543,324.39,1,1,2025-08-18,07:22:00,T,65,6.1NRT,309.17,7.15,D,MODIS
48.40432,37.17779,327.06,1,1,2025-08-18,07:22:00,T,76,6.1NRT,303.14,16.5,D,MODIS
48.27855,38.17294,321.77,1,1,2025-08-18,07:22:00,T,30,6.1NRT,309.92,9.66,D,MODIS
46.38587,32.94291,322.07,1.21,1.09,2025-08-18,07:24:00,T,41,6.1NRT,307.99,9.78,D,MODIS
46.38755,32.92757,350.04,1.21,1.09,2025-08-18,07:24:00,T,94,6.1NRT,307.33,65.97,D,MODIS
46.79535,31.73992,331.78,1.38,1.16,2025-08-18,07:24:00,T,79,6.1NRT,304.78,31.46,D,MODIS
48.72576,39.49453,323.46,3.37,1.73,2025-08-18,10:38:00,A,58,6.1NRT,295.85,59.88,D,MODIS
48.76543,39.46507,330.85,3.37,1.73,2025-08-18,10:38:00,A,77,6.1NRT,296.5,105.89,D,MODIS
47.8404,36.98093,320.8,4.82,2,2025-08-18,10:38:00,A,68,6.1NRT,299.84,106.25,D,MODIS
47.70724,38.32423,331.6,4.19,1.9,2025-08-18,10:38:00,A,80,6.1NRT,308.18,132.55,D,MODIS
47.69687,38.32878,324.68,4.19,1.9,2025-08-18,10:38:00,A,72,6.1NRT,308.85,65.2,D,MODIS
48.76813,39.467529999999996,321.72,3.37,1.73,2025-08-18,10:38:00,A,49,6.1NRT,297.99,46.61,D,MODIS
47.84063,36.97777,321.92,4.82,2,2025-08-18,10:38:00,A,70,6.1NRT,299.85,116.78,D,MODIS
48.74226,39.43451,350.66,3.39,1.74,2025-08-18,10:38:00,A,95,6.1NRT,307.97,302.01,D,MODIS
48.70247,39.46725,323.74,3.39,1.74,2025-08-18,10:38:00,A,29,6.1NRT,299.86,66.46,D,MODIS
48.71403,39.45282,326,3.39,1.74,2025-08-18,10:38:00,A,57,6.1NRT,300.72,79.76,D,MODIS
48.3574,37.87497,322.05,2.19,1.44,2025-08-18,12:17:00,A,69,6.1NRT,302.13,30.32,D,MODIS
48.37597,38.1698,327.31,2.28,1.46,2025-08-18,12:17:00,A,41,6.1NRT,302.9,53.56,D,MODIS
48.36308,38.17166,345.12,2.28,1.46,2025-08-18,12:17:00,A,92,6.1NRT,303.42,144.86,D,MODIS
48.36489,38.20152,323.03,2.29,1.46,2025-08-18,12:17:00,A,70,6.1NRT,297.84,37.31,D,MODIS
48.08526,36.13298,322.48,1.76,1.3,2025-08-18,12:17:00,A,67,6.1NRT,304.07,18.61,D,MODIS
48.73028,39.54439,356.88,2.73,1.58,2025-08-18,12:17:00,A,93,6.1NRT,295.47,287.04,D,MODIS
48.62539,38.03202,318.43,2.25,1.45,2025-08-18,12:17:00,A,63,6.1NRT,300.94,23.89,D,MODIS
48.71052,39.43866,342.69,2.69,1.57,2025-08-18,12:17:00,A,90,6.1NRT,305.08,153.86,D,MODIS
48.71244,39.47419,418.72,2.7,1.57,2025-08-18,12:17:00,A,100,6.1NRT,316.57,1583.03,D,MODIS
48.7144,39.5103,366.49,2.71,1.58,2025-08-18,12:17:00,A,100,6.1NRT,303.49,399.36,D,MODIS
48.69664,39.44056,323.27,2.69,1.57,2025-08-18,12:17:00,A,66,6.1NRT,302.07,45.28,D,MODIS
48.69854,39.47605,385.3,2.7,1.57,2025-08-18,12:17:00,A,100,6.1NRT,305,705.07,D,MODIS
48.70046,39.51207,326.29,2.71,1.58,2025-08-18,12:17:00,A,45,6.1NRT,299.23,59.69,D,MODIS
48.55497,37.37715,316.27,2.07,1.4,2025-08-18,12:17:00,A,50,6.1NRT,299.08,14.76,D,MODIS
48.4315,36.06837,315.38,1.76,1.3,2025-08-18,12:17:00,A,35,6.1NRT,297.46,13.7,D,MODIS
48.55365,37.92144,321.19,2.22,1.44,2025-08-18,12:17:00,A,62,6.1NRT,301.7,27.72,D,MODIS
48.5428,37.95314,318.52,2.23,1.45,2025-08-18,12:17:00,A,40,6.1NRT,301.35,18.35,D,MODIS
48.34916,37.20226,317.08,2.02,1.38,2025-08-18,12:17:00,A,56,6.1NRT,300.28,16.94,D,MODIS
48.37514,37.75639,317.74,2.16,1.43,2025-08-18,12:17:00,A,52,6.1NRT,301.32,17.87,D,MODIS
48.35556,37.8465,326.91,2.19,1.43,2025-08-18,12:17:00,A,76,6.1NRT,304.6,45.91,D,MODIS
46.70667,32.18312,324.87,1.12,1.06,2025-08-18,12:17:00,A,64,6.1NRT,306.85,10.27,D,MODIS
46.67094,31.75083,328.58,1.09,1.04,2025-08-18,12:17:00,A,56,6.1NRT,303.21,17.88,D,MODIS
46.66924,31.73701,322.31,1.09,1.04,2025-08-18,12:17:00,A,44,6.1NRT,300.88,11.29,D,MODIS
47.57215,36.10162,327.9,1.72,1.29,2025-08-18,12:17:00,A,66,6.1NRT,303.29,30.35,D,MODIS
47.58099,36.09478,333.89,1.72,1.29,2025-08-18,12:17:00,A,82,6.1NRT,304.63,45.27,D,MODIS
47.81895,37.37776,319.9,2.03,1.39,2025-08-18,12:17:00,A,38,6.1NRT,301.96,18.99,D,MODIS
47.65437,34.88634,324.56,1.5,1.21,2025-08-18,12:17:00,A,65,6.1NRT,304.09,16.58,D,MODIS
47.43043,32.57147,320.6,1.18,1.08,2025-08-18,12:17:00,A,59,6.1NRT,304.4,7.43,D,MODIS
47.62658,34.32923,325.05,1.41,1.17,2025-08-18,12:17:00,A,70,6.1NRT,304.75,15.15,D,MODIS
47.76647,35.47501,324.25,1.61,1.25,2025-08-18,12:17:00,A,65,6.1NRT,303.36,19.52,D,MODIS
47.77745,35.4729,319.58,1.61,1.25,2025-08-18,12:17:00,A,44,6.1NRT,303.74,10.03,D,MODIS
48.35427,37.85463,331.15,2.19,1.43,2025-08-18,12:17:00,A,81,6.1NRT,304.49,60.04,D,MODIS
47.98755,37.55668,339.63,2.09,1.41,2025-08-18,12:17:00,A,87,6.1NRT,305.93,92.86,D,MODIS
48.3743,38.14779,323.83,2.27,1.46,2025-08-18,12:17:00,A,43,6.1NRT,303.38,39.69,D,MODIS
48.36343,38.17971,350.05,2.28,1.46,2025-08-18,12:17:00,A,95,6.1NRT,303.29,174.1,D,MODIS
47.6264,33.32899,326.85,1.27,1.12,2025-08-18,12:17:00,A,74,6.1NRT,303.96,17.58,D,MODIS
48.0663,37.40271,320.13,2.05,1.39,2025-08-18,12:17:00,A,59,6.1NRT,302.88,22.57,D,MODIS
48.72833,39.50858,464.39,2.71,1.58,2025-08-18,12:17:00,A,100,6.1NRT,318.55,3863.92,D,MODIS
48.72636,39.47248,392.88,2.7,1.57,2025-08-18,12:17:00,A,100,6.1NRT,309.64,848.03,D,MODIS
48.65828,38.33423,318.01,2.34,1.48,2025-08-18,12:17:00,A,21,6.1NRT,299.65,21.14,D,MODIS
48.65629,38.3035,326.42,2.33,1.48,2025-08-18,12:17:00,A,77,6.1NRT,301.6,50.65,D,MODIS
48.70474,39.50711,357.51,2.71,1.58,2025-08-18,12:17:00,A,98,6.1NRT,301.24,293.25,D,MODIS
48.70299,39.47103,415.4,2.7,1.57,2025-08-18,12:17:00,A,100,6.1NRT,311.57,1474.35,D,MODIS
48.70126,39.43554,326.61,2.69,1.57,2025-08-18,12:17:00,A,72,6.1NRT,303.15,59.21,D,MODIS
48.62371,38.02777,319.3,2.25,1.45,2025-08-18,12:17:00,A,66,6.1NRT,300.98,26.89,D,MODIS
48.71868,39.50531,377,2.71,1.58,2025-08-18,12:17:00,A,100,6.1NRT,303.7,556.42,D,MODIS
48.7169,39.46918,390.6,2.7,1.57,2025-08-18,12:17:00,A,100,6.1NRT,312.19,803.21,D,MODIS
48.71514,39.43369,327.07,2.69,1.57,2025-08-18,12:17:00,A,70,6.1NRT,303.91,59.71,D,MODIS
48.655,38.33015,320.2,2.34,1.48,2025-08-18,12:17:00,A,68,6.1NRT,299.98,30.79,D,MODIS
48.65317,38.29939,322.83,2.33,1.48,2025-08-18,12:17:00,A,72,6.1NRT,301.04,39.31,D,MODIS
48.7344,39.53952,382.91,2.73,1.58,2025-08-18,12:17:00,A,100,6.1NRT,297.32,663.95,D,MODIS
45.37932,29.09834,328.79,1,1,2025-08-18,12:17:00,A,61,6.1NRT,306.88,18.69,D,MODIS
48.73261,39.50349,482.31,2.71,1.58,2025-08-18,12:17:00,A,100,6.1NRT,326.1,5198.95,D,MODIS
48.73081,39.46747,401.73,2.7,1.57,2025-08-18,12:17:00,A,100,6.1NRT,312.75,1057.95,D,MODIS
48.74837,39.53798,343.86,2.73,1.58,2025-08-18,12:17:00,A,63,6.1NRT,298.32,161.32,D,MODIS
45.7258,29.49118,327.51,1,1,2025-08-18,12:17:00,A,66,6.1NRT,295.28,17.02,D,MODIS
48.74653,39.5014,426.52,2.71,1.58,2025-08-18,12:17:00,A,100,6.1NRT,315.08,1878.85,D,MODIS
