latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
47.85723,33.45502,345.26,0.36,0.57,2026-02-22,09:38:00,N20,nominal,2.0NRT,270.94,26.65,D,VIIRS
47.97936,35.24568,329.6,0.6,0.53,2026-02-22,09:38:00,N20,nominal,2.0NRT,275.03,4.77,D,VIIRS
48.51206,39.31586,336.37,0.39,0.44,2026-02-22,09:38:00,N20,nominal,2.0NRT,270.02,6.4,D,VIIRS
46.56994,32.56266,299.24,0.47,0.4,2026-02-22,23:35:00,N20,nominal,2.0NRT,268.15,1.03,N,VIIRS
47.86738,33.4442,307.5,0.46,0.39,2026-02-22,23:35:00,N20,nominal,2.0NRT,266.43,1.17,N,VIIRS
47.87453,33.41463,298.81,0.46,0.39,2026-02-22,23:35:00,N20,nominal,2.0NRT,269.51,1.8,N,VIIRS
47.88025,33.39726,299.01,0.46,0.39,2026-02-22,23:35:00,N20,nominal,2.0NRT,269.17,1.82,N,VIIRS
47.86098,35.14381,299,0.41,0.37,2026-02-22,23:35:00,N20,nominal,2.0NRT,272.75,1.62,N,VIIRS
47.86702,35.15128,315.49,0.41,0.37,2026-02-22,23:35:00,N20,nominal,2.0NRT,272.64,2.02,N,VIIRS
47.86896,35.1632,325.33,0.41,0.37,2026-02-22,23:35:00,N20,nominal,2.0NRT,273.77,3.09,N,VIIRS
47.87646,35.15972,310.87,0.41,0.37,2026-02-22,23:35:00,N20,nominal,2.0NRT,269.92,1.36,N,VIIRS
47.8796,35.189,301.94,0.41,0.37,2026-02-22,23:35:00,N20,nominal,2.0NRT,269.99,1.13,N,VIIRS
48.52021,34.63021,325.27,0.43,0.38,2026-02-22,23:35:00,N20,nominal,2.0NRT,267.69,3.56,N,VIIRS
48.45905,38.7713,340.31,0.39,0.36,2026-02-22,23:35:00,N20,nominal,2.0NRT,262.4,10.69,N,VIIRS
