latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
48.45538,38.78139,319.07,1.04,1.02,2025-09-02,07:24:00,T,54,6.1NRT,294.07,10.88,D,MODIS
48.30724,37.26019,311.09,1,1,2025-09-02,07:24:00,T,51,6.1NRT,293.14,6.97,D,MODIS
45.64213,29.51384,318.94,1.59,1.24,2025-09-02,07:24:00,T,70,6.1NRT,300.74,12.79,D,MODIS
51.87525,33.32912,307.44,1.28,1.12,2025-09-02,07:24:00,T,49,6.1NRT,297.2,8.15,D,MODIS
51.69178,34.11687,314.85,1.19,1.09,2025-09-02,07:24:00,T,73,6.1NRT,294.48,15.44,D,MODIS
50.71312,34.566160000000004,312.75,1.12,1.06,2025-09-02,07:24:00,T,68,6.1NRT,293.15,11.38,D,MODIS
51.06145,30.89042,307.72,1.59,1.24,2025-09-02,07:24:00,T,54,6.1NRT,295.58,10.06,D,MODIS
51.05965,30.91268,312.86,1.59,1.24,2025-09-02,07:24:00,T,67,6.1NRT,296.23,17.4,D,MODIS
47.61078,38.10168,319.75,1.03,1.01,2025-09-02,07:24:00,T,72,6.1NRT,303.83,5.82,D,MODIS
48.1744,38.13712,326.14,1.02,1.01,2025-09-02,07:24:00,T,81,6.1NRT,301.42,14.65,D,MODIS
48.17645,38.12391,327.54,1.02,1.01,2025-09-02,07:24:00,T,82,6.1NRT,302.39,16.61,D,MODIS
46.78846,31.8024,323.37,1,1,2025-09-02,12:08:00,A,70,6.1NRT,302.64,10.03,D,MODIS
46.6284,30.5678,322.98,1.02,1.01,2025-09-02,12:08:00,A,63,6.1NRT,306.3,10.82,D,MODIS
45.2225,34.72705,341.57,1.09,1.04,2025-09-02,12:08:00,A,91,6.1NRT,304.72,39.16,D,MODIS
48.19545,37.62755,334.35,1.57,1.23,2025-09-02,12:08:00,A,85,6.1NRT,297.03,50.1,D,MODIS
47.82781,32.87351,320.09,1.04,1.02,2025-09-02,12:08:00,A,70,6.1NRT,301.23,8.68,D,MODIS
47.82602,32.86015,322.92,1.04,1.02,2025-09-02,12:08:00,A,74,6.1NRT,302.01,12.17,D,MODIS
48.40214,37.53179,315.4,1.56,1.23,2025-09-02,12:08:00,A,45,6.1NRT,296.85,9.24,D,MODIS
48.72617,38.24072,319.83,1.71,1.28,2025-09-02,12:08:00,A,48,6.1NRT,301.16,13.44,D,MODIS
48.7243,38.21829,323.39,1.71,1.28,2025-09-02,12:08:00,A,75,6.1NRT,300.83,19.82,D,MODIS
47.92821,29.35234,318.58,1.04,1.02,2025-09-02,12:08:00,A,43,6.1NRT,304.05,6.79,D,MODIS
49.01119,37.84281,323.62,1.65,1.26,2025-09-02,12:08:00,A,74,6.1NRT,296.27,31.08,D,MODIS
46.62638,30.55501,320.7,1.02,1.01,2025-09-02,12:08:00,A,60,6.1NRT,303.66,8.44,D,MODIS
47.27342,30.94505,324.59,1,1,2025-09-02,12:08:00,A,72,6.1NRT,307.09,10.6,D,MODIS
47.86451,37.51289,339.51,1.53,1.22,2025-09-02,12:08:00,A,89,6.1NRT,305.82,53.62,D,MODIS
47.86636,37.53279,342.25,1.54,1.22,2025-09-02,12:08:00,A,85,6.1NRT,302.4,62.6,D,MODIS
49.63556,24.42961,310.45,1.43,1.18,2025-09-02,12:10:00,A,61,6.1NRT,298.74,10.08,D,MODIS
50.3626,33.42515,326.15,1.12,1.06,2025-09-02,12:10:00,A,79,6.1NRT,299.18,21.74,D,MODIS
50.35338,33.42785,320.04,1.12,1.06,2025-09-02,12:10:00,A,72,6.1NRT,298.25,14.42,D,MODIS
48.63079,25.85115,311.54,1.31,1.14,2025-09-02,12:10:00,A,43,6.1NRT,300.05,7.34,D,MODIS
49.40744,37.82943,318.08,1.67,1.27,2025-09-02,12:10:00,A,50,6.1NRT,298.54,15.96,D,MODIS
51.06349,30.89751,327.03,1.01,1.01,2025-09-02,12:10:00,A,82,6.1NRT,301.54,19.59,D,MODIS
51.06543,30.91143,323.29,1.01,1.01,2025-09-02,12:10:00,A,79,6.1NRT,301.24,15.34,D,MODIS
51.42132,34.17155,319.91,1.23,1.1,2025-09-02,12:10:00,A,76,6.1NRT,298.51,18.37,D,MODIS
51.42317,34.18867,322.95,1.23,1.1,2025-09-02,12:10:00,A,79,6.1NRT,297.18,22.74,D,MODIS
51.4117,34.1742,327.58,1.23,1.1,2025-09-02,12:10:00,A,81,6.1NRT,298.8,28.62,D,MODIS
51.41355,34.19139,318.43,1.23,1.1,2025-09-02,12:10:00,A,52,6.1NRT,295.03,15.82,D,MODIS
49.63182,24.41137,313.13,1.43,1.18,2025-09-02,12:10:00,A,67,6.1NRT,297.14,13.87,D,MODIS
49.7261,37.98132,319.67,1.71,1.28,2025-09-02,12:10:00,A,64,6.1NRT,296.76,23.68,D,MODIS
51.50491,24.82352,312.79,1.25,1.11,2025-09-02,12:10:00,A,62,6.1NRT,298.12,8.87,D,MODIS
48.34753,37.20643,303.24,1.37,1.16,2025-09-02,18:32:00,T,54,6.1NRT,289.86,8.91,N,MODIS
48.47265,34.62983,302.54,1.1,1.05,2025-09-02,18:32:00,T,50,6.1NRT,291.71,5.64,N,MODIS
49.63503,37.56688,306.42,1.47,1.2,2025-09-02,18:32:00,T,68,6.1NRT,289.96,13.77,N,MODIS
