latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
45.75417,29.78634,318.05,1.09,1.04,2026-08-14,02:21:00,A,96,6.1NRT,284.91,20.9,N,MODIS
46.73835,30.3315,310.3,1.1,1.04,2026-08-14,02:21:00,A,80,6.1NRT,280.73,15.2,N,MODIS
45.73866,29.7667,327.2,1.09,1.04,2026-08-14,02:21:00,A,100,6.1NRT,284.96,31.78,N,MODIS
52.28739,33.51131,305.05,1.1,1.05,2026-08-14,07:22:00,T,55,6.1NRT,292.3,6.22,D,MODIS
46.51255,33.09558,320.33,1.35,1.15,2026-08-14,07:24:00,T,68,6.1NRT,301.85,17.09,D,MODIS
46.56437,32.764,322.97,1.3,1.13,2026-08-14,07:24:00,T,73,6.1NRT,304.97,16.29,D,MODIS
46.56136,32.78012,327.9,1.3,1.13,2026-08-14,07:24:00,T,79,6.1NRT,304.51,24.21,D,MODIS
46.66145,32.1803,319.14,1.23,1.1,2026-08-14,07:24:00,T,68,6.1NRT,304.74,10.87,D,MODIS
46.42356,33.23543,340.09,1.37,1.16,2026-08-14,07:24:00,T,89,6.1NRT,304.64,56.23,D,MODIS
46.44953,32.81775,316.84,1.31,1.14,2026-08-14,07:24:00,T,34,6.1NRT,302.71,9.17,D,MODIS
46.40858,32.81273,356.77,1.32,1.14,2026-08-14,07:24:00,T,98,6.1NRT,307.14,102.71,D,MODIS
46.40556,32.82899,342.31,1.32,1.14,2026-08-14,07:24:00,T,90,6.1NRT,303.94,57.53,D,MODIS
46.40118,32.74021,321.7,1.31,1.13,2026-08-14,07:24:00,T,70,6.1NRT,302.3,16.97,D,MODIS
46.39817,32.75637,328.77,1.31,1.14,2026-08-14,07:24:00,T,80,6.1NRT,304.71,28.65,D,MODIS
46.33206,32.94101,319.29,1.34,1.15,2026-08-14,07:24:00,T,65,6.1NRT,301.81,15.01,D,MODIS
47.33024,31.92541,321.8,1.17,1.08,2026-08-14,07:24:00,T,71,6.1NRT,306,12.65,D,MODIS
47.07369,34.10441,328.67,1.46,1.19,2026-08-14,07:24:00,T,80,6.1NRT,303.04,32.51,D,MODIS
47.07726,34.08627,323.81,1.46,1.19,2026-08-14,07:24:00,T,74,6.1NRT,302.43,22.54,D,MODIS
46.72725,30.33044,345.05,1.07,1.03,2026-08-14,07:24:00,T,93,6.1NRT,301.7,49.04,D,MODIS
47.15649,33.679,319.45,1.39,1.17,2026-08-14,07:24:00,T,67,6.1NRT,301.78,11.82,D,MODIS
47.08386,34.1087,318.89,1.46,1.19,2026-08-14,07:24:00,T,55,6.1NRT,303.44,14.23,D,MODIS
47.16645,33.68309,325.06,1.39,1.17,2026-08-14,07:24:00,T,76,6.1NRT,304.78,20.36,D,MODIS
46.83089,35.58754,341.04,1.75,1.3,2026-08-14,07:24:00,T,90,6.1NRT,304.91,80.07,D,MODIS
46.82863,35.59302,337.65,1.75,1.3,2026-08-14,07:24:00,T,88,6.1NRT,303.94,68.76,D,MODIS
46.83321,35.57157,320.64,1.75,1.3,2026-08-14,07:24:00,T,51,6.1NRT,304.67,20.67,D,MODIS
46.83962,35.59794,323.52,1.75,1.3,2026-08-14,07:24:00,T,75,6.1NRT,303.77,29.02,D,MODIS
46.8442,35.57647,316.5,1.75,1.3,2026-08-14,07:24:00,T,41,6.1NRT,303.4,14.07,D,MODIS
47.87883,30.13926,312.01,1.03,1.02,2026-08-14,07:24:00,T,55,6.1NRT,298.44,6.31,D,MODIS
47.16594,34.22887,314.44,1.47,1.2,2026-08-14,07:24:00,T,54,6.1NRT,302.6,9.85,D,MODIS
47.8876,30.14232,326.56,1.03,1.02,2026-08-14,07:24:00,T,76,6.1NRT,298.28,20.96,D,MODIS
47.49776,30.36232,314.78,1.05,1.02,2026-08-14,07:24:00,T,34,6.1NRT,301.05,6.2,D,MODIS
46.76097,36.2506,320.09,1.9,1.35,2026-08-14,07:24:00,T,71,6.1NRT,305.68,23.31,D,MODIS
47.03642,35.04859,326.78,1.62,1.25,2026-08-14,07:24:00,T,78,6.1NRT,302.29,36.57,D,MODIS
47.50346,32.61546,314.91,1.23,1.1,2026-08-14,07:24:00,T,60,6.1NRT,301.68,8.26,D,MODIS
47.03733,35.05448,326.45,1.62,1.25,2026-08-14,07:24:00,T,79,6.1NRT,301.59,36.35,D,MODIS
46.93604,35.93481,314.7,1.81,1.32,2026-08-14,07:24:00,T,59,6.1NRT,300.84,15.59,D,MODIS
47.3825,33.766,331.55,1.39,1.17,2026-08-14,07:24:00,T,83,6.1NRT,304.92,34.82,D,MODIS
47.3858,33.74863,345.05,1.38,1.16,2026-08-14,07:24:00,T,92,6.1NRT,302.84,70,D,MODIS
47.38271,33.75399,355.78,1.38,1.16,2026-08-14,07:24:00,T,98,6.1NRT,304.18,106.88,D,MODIS
46.62081,33.51703,318.13,1.4,1.17,2026-08-14,07:24:00,T,41,6.1NRT,303.51,10.16,D,MODIS
46.53405,34.26823,314.26,1.53,1.22,2026-08-14,07:24:00,T,43,6.1NRT,302.42,9.24,D,MODIS
47.29718,30.09875,316.65,1.04,1.02,2026-08-14,07:24:00,T,45,6.1NRT,302.69,7.84,D,MODIS
46.43824,34.9058,316.84,1.65,1.26,2026-08-14,07:24:00,T,62,6.1NRT,304.47,12.39,D,MODIS
46.88251,32.68358,316.98,1.27,1.12,2026-08-14,07:24:00,T,59,6.1NRT,304.29,9.11,D,MODIS
47.38998,29.92183,318.65,1.03,1.02,2026-08-14,07:24:00,T,69,6.1NRT,304.31,8.61,D,MODIS
47.39202,29.90877,317.64,1.03,1.02,2026-08-14,07:24:00,T,63,6.1NRT,302.43,7.83,D,MODIS
51.08687,34.412350000000004,308.99,1.23,1.1,2026-08-14,07:24:00,T,68,6.1NRT,292.33,11.04,D,MODIS
49.90605,37.55383,307.3,1.8,1.32,2026-08-14,07:24:00,T,63,6.1NRT,291.03,14.12,D,MODIS
49.90104,37.57684,314.74,1.81,1.32,2026-08-14,07:24:00,T,74,6.1NRT,293.43,26.86,D,MODIS
48.47688,39.74202,306.29,2.56,1.54,2026-08-14,07:24:00,T,32,6.1NRT,291.74,14.5,D,MODIS
48.56379,37.98264,305.53,2.07,1.4,2026-08-14,07:24:00,T,46,6.1NRT,293.51,10.77,D,MODIS
48.48424,36.99044,318.48,1.86,1.33,2026-08-14,07:24:00,T,76,6.1NRT,291.75,34.44,D,MODIS
47.8549,38.72731,307.15,2.38,1.49,2026-08-14,07:24:00,T,43,6.1NRT,293.92,16.38,D,MODIS
48.07859,37.52533,308.52,2.03,1.39,2026-08-14,07:24:00,T,54,6.1NRT,297.37,13.33,D,MODIS
48.18421,36.82362,308.45,1.86,1.33,2026-08-14,07:24:00,T,56,6.1NRT,295.78,12.5,D,MODIS
48.82113,33.58895,311.72,1.27,1.12,2026-08-14,07:24:00,T,62,6.1NRT,297.85,10.31,D,MODIS
47.91186,37.72189,306.67,2.1,1.41,2026-08-14,07:24:00,T,39,6.1NRT,293.03,13.6,D,MODIS
47.43613,38.05888,322.5,2.26,1.46,2026-08-14,07:24:00,T,77,6.1NRT,295.42,54.93,D,MODIS
47.43717,38.05247,319.42,2.26,1.46,2026-08-14,07:24:00,T,74,6.1NRT,295.51,42.32,D,MODIS
47.61956,37.06721,313.81,1.98,1.37,2026-08-14,07:24:00,T,45,6.1NRT,297.14,19.23,D,MODIS
47.88235,35.78935,316.85,1.68,1.27,2026-08-14,07:24:00,T,72,6.1NRT,296.98,23.71,D,MODIS
47.18959,37.82344,316.87,2.23,1.45,2026-08-14,07:24:00,T,69,6.1NRT,299.85,29.05,D,MODIS
47.17745,37.81738,336.53,2.23,1.45,2026-08-14,07:24:00,T,88,6.1NRT,298.61,102.3,D,MODIS
47.18952,37.81825,315.8,2.23,1.45,2026-08-14,07:24:00,T,64,6.1NRT,299.72,26.07,D,MODIS
47.17738,37.81216,333.56,2.23,1.45,2026-08-14,07:24:00,T,86,6.1NRT,298.4,89.68,D,MODIS
48.01,33.77472,311.54,1.34,1.15,2026-08-14,07:24:00,T,60,6.1NRT,296.26,11.75,D,MODIS
47.87133,33.39679,309.2,1.3,1.13,2026-08-14,07:24:00,T,0,6.1NRT,296.87,7.71,D,MODIS
47.52547,34.63612,316.86,1.51,1.21,2026-08-14,07:24:00,T,0,6.1NRT,303.22,12.53,D,MODIS
48.41974,29.21496,306.84,1,1,2026-08-14,07:24:00,T,34,6.1NRT,296.1,3.61,D,MODIS
47.46732,34.56426,326.39,1.5,1.21,2026-08-14,07:24:00,T,80,6.1NRT,300.46,34.42,D,MODIS
47.03962,36.37764,324.56,1.9,1.35,2026-08-14,07:24:00,T,78,6.1NRT,301.07,40.44,D,MODIS
47.03447,36.40095,321.96,1.9,1.35,2026-08-14,07:24:00,T,75,6.1NRT,300.76,33.05,D,MODIS
47.02883,36.39194,326.39,1.9,1.35,2026-08-14,07:24:00,T,68,6.1NRT,299.86,42.41,D,MODIS
47.307,34.94703,325.89,1.58,1.24,2026-08-14,07:24:00,T,79,6.1NRT,301.69,30.93,D,MODIS
47.26001,34.84117,320.61,1.57,1.23,2026-08-14,07:24:00,T,73,6.1NRT,301.59,19.01,D,MODIS
47.25601,34.86062,323.71,1.57,1.23,2026-08-14,07:24:00,T,77,6.1NRT,303.84,25.6,D,MODIS
47.25759,34.83458,316.24,1.57,1.23,2026-08-14,07:24:00,T,61,6.1NRT,300.5,11.63,D,MODIS
47.25369,34.85405,340.12,1.57,1.23,2026-08-14,07:24:00,T,90,6.1NRT,303.95,68.96,D,MODIS
47.39264,33.75811,335.17,1.38,1.16,2026-08-14,07:24:00,T,86,6.1NRT,304.13,44.07,D,MODIS
46.58897,35.09487,324.8,1.68,1.27,2026-08-14,07:24:00,T,75,6.1NRT,304,29.37,D,MODIS
47.40083,29.91749,327.04,1.03,1.02,2026-08-14,07:24:00,T,79,6.1NRT,302.76,16.7,D,MODIS
46.32893,32.95754,319.4,1.34,1.15,2026-08-14,07:24:00,T,66,6.1NRT,302.73,15.53,D,MODIS
46.73615,30.33356,356.12,1.07,1.03,2026-08-14,07:24:00,T,98,6.1NRT,304.13,75.4,D,MODIS
46.72942,30.31712,318.22,1.07,1.03,2026-08-14,07:24:00,T,72,6.1NRT,299.78,9.22,D,MODIS
45.74649,29.75451,319.1,1.06,1.03,2026-08-14,07:24:00,T,40,6.1NRT,302.32,8.85,D,MODIS
