latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
48.95582,38.72506,306.37,2.52,1.53,2026-08-17,00:58:00,A,68,6.1NRT,284.28,38.87,N,MODIS
52.03429,31.73634,314.51,1.35,1.15,2026-08-17,02:34:00,A,89,6.1NRT,279.54,24.98,N,MODIS
46.31212,34.02854,303.28,2.54,1.53,2026-08-17,02:36:00,A,54,6.1NRT,284.14,32.35,N,MODIS
47.71856,36.933,315.26,2.87,1.62,2026-08-17,06:05:00,T,62,6.1NRT,300.57,26.85,D,MODIS
46.6557,35.5149,346.05,3.14,1.68,2026-08-17,07:41:00,T,92,6.1NRT,306.11,225.83,D,MODIS
46.6459,35.55249,324.26,3.16,1.68,2026-08-17,07:41:00,T,71,6.1NRT,306.17,57.42,D,MODIS
46.64178,35.50731,321.1,3.14,1.68,2026-08-17,07:41:00,T,64,6.1NRT,305.17,37.83,D,MODIS
46.65541,35.5097,345.93,3.14,1.68,2026-08-17,07:41:00,T,92,6.1NRT,305.59,227.25,D,MODIS
46.6458,35.54736,328.55,3.16,1.68,2026-08-17,07:41:00,T,77,6.1NRT,306.42,86.58,D,MODIS
47.88196,29.70168,315.73,1.46,1.19,2026-08-17,07:41:00,T,53,6.1NRT,303.2,10.06,D,MODIS
47.87725,29.69283,315.72,1.46,1.19,2026-08-17,07:41:00,T,46,6.1NRT,302.83,10.32,D,MODIS
47.00345,33.22734,321.6,2.32,1.47,2026-08-17,07:41:00,T,66,6.1NRT,305.13,28.07,D,MODIS
46.49295,35.45196,325.72,3.16,1.68,2026-08-17,07:41:00,T,0,6.1NRT,303.92,76.46,D,MODIS
47.00502,33.22292,319.92,2.32,1.47,2026-08-17,07:41:00,T,60,6.1NRT,305.1,23.76,D,MODIS
46.49072,34.58962,321.82,2.84,1.61,2026-08-17,07:41:00,T,66,6.1NRT,307.81,39.37,D,MODIS
46.50024,34.58969,324.86,2.84,1.61,2026-08-17,07:41:00,T,72,6.1NRT,307.24,55.34,D,MODIS
46.5453,34.16347,335.26,2.69,1.57,2026-08-17,07:41:00,T,84,6.1NRT,305.88,107.88,D,MODIS
47.89124,37.09327,316.51,3.45,1.75,2026-08-17,07:41:00,T,29,6.1NRT,301.36,35.48,D,MODIS
47.88745,37.09837,322.96,3.45,1.75,2026-08-17,07:41:00,T,76,6.1NRT,300.92,74.23,D,MODIS
47.87693,37.08457,319.26,3.45,1.75,2026-08-17,07:41:00,T,64,6.1NRT,300.54,50.75,D,MODIS
47.71923,36.93727,318.14,3.43,1.74,2026-08-17,07:41:00,T,62,6.1NRT,303.23,38.12,D,MODIS
47.72276,36.93267,317.15,3.43,1.74,2026-08-17,07:41:00,T,50,6.1NRT,303.41,32.31,D,MODIS
47.59714,37.15029,318.17,3.55,1.77,2026-08-17,07:41:00,T,64,6.1NRT,303.23,48.55,D,MODIS
47.60143,37.14779,321.23,3.55,1.77,2026-08-17,07:41:00,T,68,6.1NRT,303.23,64.9,D,MODIS
46.75449,35.31556,318.2,3.05,1.66,2026-08-17,07:41:00,T,44,6.1NRT,304.83,29.66,D,MODIS
46.76375,35.2793,317.67,3.03,1.66,2026-08-17,07:41:00,T,41,6.1NRT,305.86,27.41,D,MODIS
46.75879,35.36016,317.71,3.06,1.66,2026-08-17,07:41:00,T,32,6.1NRT,305.96,27.32,D,MODIS
46.82019,35.19326,319.61,2.99,1.64,2026-08-17,07:41:00,T,58,6.1NRT,308.26,29.68,D,MODIS
47.12556,34.21399,328.28,2.6,1.55,2026-08-17,07:41:00,T,78,6.1NRT,304.04,67.02,D,MODIS
47.13321,34.18249,331.6,2.58,1.54,2026-08-17,07:41:00,T,81,6.1NRT,306.18,84.6,D,MODIS
47.16301,34.45525,317.39,2.66,1.57,2026-08-17,07:41:00,T,57,6.1NRT,303.96,23.92,D,MODIS
47.17466,35.00313,318.4,2.84,1.61,2026-08-17,07:41:00,T,63,6.1NRT,304.17,33.23,D,MODIS
48.71269,28.32724,313.12,1.23,1.1,2026-08-17,07:41:00,T,63,6.1NRT,297.19,9.88,D,MODIS
47.35169,35.3102,323.67,2.91,1.63,2026-08-17,07:41:00,T,74,6.1NRT,305.98,54.22,D,MODIS
47.36058,35.27494,324.87,2.9,1.62,2026-08-17,07:41:00,T,76,6.1NRT,305.63,60.5,D,MODIS
47.36296,35.2834,328.02,2.9,1.62,2026-08-17,07:41:00,T,80,6.1NRT,305.29,71.69,D,MODIS
47.93023,37.12506,315.4,3.45,1.75,2026-08-17,07:41:00,T,52,6.1NRT,300.21,41.81,D,MODIS
47.93213,37.47777,318.89,3.6,1.78,2026-08-17,07:41:00,T,70,6.1NRT,300.97,59.88,D,MODIS
48.02417,37.13845,317.35,3.43,1.74,2026-08-17,07:41:00,T,68,6.1NRT,301.13,52.88,D,MODIS
48.56667,37.11731,310.69,3.28,1.71,2026-08-17,07:41:00,T,48,6.1NRT,296.84,28.14,D,MODIS
48.56522,37.12137,311.69,3.28,1.71,2026-08-17,07:41:00,T,54,6.1NRT,296.81,31,D,MODIS
49.09912,35.56037,325.96,2.63,1.56,2026-08-17,07:41:00,T,80,6.1NRT,297.36,75.34,D,MODIS
49.10739,35.52724,365.62,2.62,1.55,2026-08-17,07:41:00,T,100,6.1NRT,300.57,394.29,D,MODIS
48.83327,37.69829,311.21,3.43,1.74,2026-08-17,07:41:00,T,56,6.1NRT,297.23,30.75,D,MODIS
48.80767,38.25377,312.99,3.66,1.79,2026-08-17,07:41:00,T,39,6.1NRT,297.43,30.35,D,MODIS
50.04838,37.06305,309.9,2.9,1.62,2026-08-17,07:41:00,T,58,6.1NRT,296.38,25.52,D,MODIS
48.08371,29.2685,313.36,1.38,1.16,2026-08-17,07:41:00,T,42,6.1NRT,302.23,10.74,D,MODIS
46.04545,34.05836,320.21,2.75,1.59,2026-08-17,07:44:00,T,49,6.1NRT,307.11,29.09,D,MODIS
