latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
47.86356,35.14046,299.45,0.59,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,282.68,2.07,N,VIIRS
47.87005,35.1643,303.27,0.6,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,282.51,3.01,N,VIIRS
47.87264,35.15702,324.64,0.59,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,282.3,5.67,N,VIIRS
47.87521,35.14979,323.97,0.59,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,281.42,5.67,N,VIIRS
47.87843,35.16179,330.8,0.59,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,282.09,5.67,N,VIIRS
47.88103,35.15448,338.85,0.59,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,282.56,5.67,N,VIIRS
47.87647,35.18839,305.21,0.6,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,281.22,1.75,N,VIIRS
47.88228,35.19314,315.64,0.6,0.7,2026-06-09,01:07:00,N,nominal,2.0NRT,281.75,1.75,N,VIIRS
48.4731,34.62656,295.14,0.54,0.68,2026-06-09,01:07:00,N,nominal,2.0NRT,282.63,0.69,N,VIIRS
48.46695,38.75436,295.54,0.78,0.78,2026-06-09,01:07:00,N,nominal,2.0NRT,284.01,1.12,N,VIIRS
49.68347,37.63317,297.27,0.64,0.72,2026-06-09,01:07:00,N,nominal,2.0NRT,283.11,1.03,N,VIIRS
49.68562,37.63556,295.26,0.64,0.72,2026-06-09,01:07:00,N,nominal,2.0NRT,283.03,0.58,N,VIIRS
51.07557,34.91955,305.36,0.45,0.63,2026-06-09,01:07:00,N,nominal,2.0NRT,282.08,0.58,N,VIIRS
52.12758,33.99187,301.2,0.38,0.59,2026-06-09,01:07:00,N,nominal,2.0NRT,282.7,0.44,N,VIIRS
52.12805,33.99187,297.67,0.38,0.59,2026-06-09,01:07:00,N,nominal,2.0NRT,282.27,0.5,N,VIIRS
46.6847,32.68969,295.52,0.52,0.67,2026-06-09,01:09:00,N,nominal,2.0NRT,283.65,0.76,N,VIIRS
48.97726,24.70811,305.22,0.41,0.45,2026-06-09,01:09:00,N,nominal,2.0NRT,285.91,1.22,N,VIIRS
48.92811,38.02124,331.57,0.45,0.63,2026-06-09,09:15:00,N,nominal,2.0NRT,296.21,3.64,D,VIIRS
49.00853,38.1915,336.02,0.44,0.62,2026-06-09,09:15:00,N,nominal,2.0NRT,300.91,4.24,D,VIIRS
49.01379,38.18769,336.47,0.44,0.62,2026-06-09,09:15:00,N,nominal,2.0NRT,295.55,4.24,D,VIIRS
49.00916,38.1912,345.34,0.44,0.62,2026-06-09,09:15:00,N,nominal,2.0NRT,299.84,8.87,D,VIIRS
48.97367,37.96088,334.83,0.45,0.63,2026-06-09,09:15:00,N,nominal,2.0NRT,298.54,6.18,D,VIIRS
48.9754,37.946,340.1,0.45,0.63,2026-06-09,09:15:00,N,nominal,2.0NRT,294.46,2.76,D,VIIRS
49.26922,37.55593,330.7,0.45,0.63,2026-06-09,09:15:00,N,nominal,2.0NRT,292.42,4.44,D,VIIRS
48.6067,39.15304,339.01,0.41,0.61,2026-06-09,09:15:00,N,nominal,2.0NRT,297.07,3.24,D,VIIRS
48.60142,39.1562,344.46,0.41,0.61,2026-06-09,09:15:00,N,nominal,2.0NRT,295.25,3.84,D,VIIRS
46.44962,32.34279,338.96,0.4,0.37,2026-06-09,10:56:00,N,nominal,2.0NRT,300.61,4.82,D,VIIRS
46.6079,32.69162,339.32,0.41,0.37,2026-06-09,10:56:00,N,nominal,2.0NRT,308.94,4.49,D,VIIRS
46.50823,31.75964,335.76,0.39,0.36,2026-06-09,10:56:00,N,low,2.0NRT,309.14,3.56,D,VIIRS
46.86559,33.55496,331.59,0.43,0.38,2026-06-09,10:56:00,N,nominal,2.0NRT,295.21,2.37,D,VIIRS
47.20677,34.14054,351.35,0.44,0.39,2026-06-09,10:56:00,N,nominal,2.0NRT,307.65,5.4,D,VIIRS
47.21031,34.13965,336.31,0.44,0.39,2026-06-09,10:56:00,N,nominal,2.0NRT,305.09,5.4,D,VIIRS
47.20961,34.13377,335.17,0.44,0.39,2026-06-09,10:56:00,N,nominal,2.0NRT,304.48,5.4,D,VIIRS
48.10521,39.6246,345.19,0.5,0.49,2026-06-09,10:56:00,N,nominal,2.0NRT,299.3,6.02,D,VIIRS
47.87038,35.16599,341.46,0.49,0.4,2026-06-09,10:56:00,N,nominal,2.0NRT,301.21,4.52,D,VIIRS
48.60046,39.15695,331.01,0.48,0.48,2026-06-09,10:56:00,N,nominal,2.0NRT,298.19,2.65,D,VIIRS
48.60491,39.15602,343.92,0.48,0.48,2026-06-09,10:56:00,N,nominal,2.0NRT,300.21,11.04,D,VIIRS
48.67242,39.46736,333.88,0.5,0.49,2026-06-09,10:56:00,N,low,2.0NRT,305.55,2.94,D,VIIRS
48.66801,39.46848,336.35,0.5,0.49,2026-06-09,10:56:00,N,low,2.0NRT,307.79,9.87,D,VIIRS
48.92798,38.14759,330.56,0.44,0.46,2026-06-09,10:56:00,N,low,2.0NRT,301.84,2.04,D,VIIRS
48.90782,37.89021,338.9,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,299.71,6.42,D,VIIRS
48.90922,37.85401,341.85,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,302.06,10.84,D,VIIRS
48.92666,38.01972,335.41,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,303.39,3.86,D,VIIRS
48.92852,37.93454,337.22,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,303.78,7.3,D,VIIRS
48.93132,37.91581,340.64,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,301.81,6.87,D,VIIRS
48.95538,37.94762,340.08,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,298.25,6.6,D,VIIRS
48.96128,37.862,335.82,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,302.46,3.61,D,VIIRS
48.9608,37.85611,342.93,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,305.47,3.61,D,VIIRS
48.96551,37.86122,344.54,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,308.79,12.93,D,VIIRS
48.96502,37.85533,342.2,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,308.83,12.93,D,VIIRS
48.96779,37.83694,334.25,0.43,0.46,2026-06-09,10:56:00,N,low,2.0NRT,305.03,3.16,D,VIIRS
48.96764,37.83693,334.68,0.43,0.46,2026-06-09,10:56:00,N,low,2.0NRT,305.17,4.06,D,VIIRS
49.00563,37.77639,341.27,0.42,0.45,2026-06-09,10:56:00,N,nominal,2.0NRT,303.07,11.7,D,VIIRS
49.01828,37.82745,336.13,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,301.39,5.03,D,VIIRS
49.26757,37.56231,336.66,0.42,0.45,2026-06-09,10:56:00,N,nominal,2.0NRT,298.13,4.23,D,VIIRS
49.27077,37.54998,340.07,0.42,0.45,2026-06-09,10:56:00,N,nominal,2.0NRT,300.15,11.5,D,VIIRS
49.26783,37.56025,347.32,0.42,0.45,2026-06-09,10:56:00,N,nominal,2.0NRT,298.84,7.58,D,VIIRS
49.27155,37.5537,338.77,0.42,0.45,2026-06-09,10:56:00,N,nominal,2.0NRT,298.67,3.48,D,VIIRS
49.7021,37.61665,338.34,0.42,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,294.47,2.42,D,VIIRS
49.82777,37.75639,338.22,0.43,0.46,2026-06-09,10:56:00,N,nominal,2.0NRT,308.16,4.27,D,VIIRS
49.8004,28.43193,335.33,0.38,0.36,2026-06-09,10:56:00,N,nominal,2.0NRT,296.88,1.7,D,VIIRS
49.83683,27.93875,329.85,0.39,0.36,2026-06-09,10:56:00,N,nominal,2.0NRT,296.23,1.56,D,VIIRS
51.31059,34.20284,335.01,0.49,0.41,2026-06-09,10:56:00,N,nominal,2.0NRT,292.15,3.48,D,VIIRS
51.31042,34.20181,336.61,0.49,0.41,2026-06-09,10:56:00,N,nominal,2.0NRT,292.38,4.13,D,VIIRS
51.76009,34.297110000000004,336.17,0.5,0.41,2026-06-09,10:56:00,N,nominal,2.0NRT,295.38,4.68,D,VIIRS
51.85442,34.12966,336.77,0.5,0.41,2026-06-09,10:56:00,N,nominal,2.0NRT,294.58,7.5,D,VIIRS
52.1273,33.98997,329.82,0.5,0.41,2026-06-09,10:56:00,N,nominal,2.0NRT,295.7,4.25,D,VIIRS
51.6969,33.90001,330.27,0.33,0.55,2026-06-09,23:07:00,N,nominal,2.0NRT,284.72,2.55,N,VIIRS
52.12713,33.99329,305,0.33,0.55,2026-06-09,23:07:00,N,nominal,2.0NRT,283.29,0.7,N,VIIRS
52.28221,33.35078,297.71,0.35,0.57,2026-06-09,23:07:00,N,nominal,2.0NRT,283.69,0.38,N,VIIRS
52.28518,33.34889,302.33,0.35,0.57,2026-06-09,23:07:00,N,nominal,2.0NRT,283.47,0.45,N,VIIRS
51.07596,34.92163,295.36,0.59,0.53,2026-06-09,23:09:00,N,nominal,2.0NRT,283.15,0.23,N,VIIRS
50.96153,35.22284,295.71,0.57,0.52,2026-06-09,23:09:00,N,nominal,2.0NRT,283.22,0.69,N,VIIRS
50.95667,35.22226,297.81,0.57,0.52,2026-06-09,23:09:00,N,nominal,2.0NRT,283.39,0.69,N,VIIRS
50.33471,35.75139,299.87,0.54,0.51,2026-06-09,23:09:00,N,nominal,2.0NRT,283.63,0.82,N,VIIRS
50.25056,36.90357,304.52,0.48,0.48,2026-06-09,23:09:00,N,nominal,2.0NRT,284.21,1.07,N,VIIRS
50.21212,37.13012,310.14,0.47,0.48,2026-06-09,23:09:00,N,nominal,2.0NRT,284.88,1.35,N,VIIRS
49.83388,37.76536,295.14,0.44,0.46,2026-06-09,23:09:00,N,nominal,2.0NRT,284.32,0.75,N,VIIRS
49.83638,37.76632,298.86,0.44,0.46,2026-06-09,23:09:00,N,nominal,2.0NRT,284.61,0.56,N,VIIRS
49.02962,38.20118,304.22,0.41,0.45,2026-06-09,23:09:00,N,nominal,2.0NRT,282.76,0.98,N,VIIRS
48.94246,38.47863,350.1,0.4,0.44,2026-06-09,23:09:00,N,nominal,2.0NRT,296.22,27.25,N,VIIRS
48.94198,38.48415,297.19,0.4,0.44,2026-06-09,23:09:00,N,nominal,2.0NRT,287.17,4.04,N,VIIRS
48.93837,38.47775,297.29,0.4,0.44,2026-06-09,23:09:00,N,nominal,2.0NRT,284.96,0.77,N,VIIRS
48.46687,38.75868,307.63,0.38,0.43,2026-06-09,23:09:00,N,nominal,2.0NRT,288.6,1.53,N,VIIRS
48.46704,38.7579,310.83,0.38,0.43,2026-06-09,23:09:00,N,nominal,2.0NRT,288.96,1.44,N,VIIRS
48.46352,38.75187,308.06,0.38,0.43,2026-06-09,23:09:00,N,nominal,2.0NRT,288.5,0.89,N,VIIRS
48.45493,37.08497,309.37,0.45,0.47,2026-06-09,23:09:00,N,nominal,2.0NRT,285.71,1.96,N,VIIRS
48.45395,37.09739,297.9,0.45,0.47,2026-06-09,23:09:00,N,nominal,2.0NRT,284.64,0.87,N,VIIRS
48.74839,26.59993,301.94,0.67,0.74,2026-06-09,23:09:00,N,nominal,2.0NRT,284.08,1.03,N,VIIRS
48.4265,37.05425,295.02,0.45,0.47,2026-06-09,23:09:00,N,nominal,2.0NRT,283.95,0.85,N,VIIRS
48.40921,37.10763,297.42,0.45,0.47,2026-06-09,23:09:00,N,nominal,2.0NRT,284.04,0.88,N,VIIRS
48.75045,26.59626,297.41,0.67,0.74,2026-06-09,23:09:00,N,nominal,2.0NRT,283.77,1.06,N,VIIRS
48.2866,38.08825,300.68,0.41,0.45,2026-06-09,23:09:00,N,nominal,2.0NRT,285.98,0.66,N,VIIRS
48.10571,39.05423,301.06,0.55,0.43,2026-06-09,23:09:00,N,nominal,2.0NRT,284.48,0.98,N,VIIRS
48.09351,38.88866,314.51,0.56,0.43,2026-06-09,23:09:00,N,nominal,2.0NRT,285.53,1.6,N,VIIRS
48.08955,38.88762,327.41,0.56,0.43,2026-06-09,23:09:00,N,nominal,2.0NRT,287.68,2.98,N,VIIRS
48.101,37.92411,299.72,0.41,0.45,2026-06-09,23:09:00,N,nominal,2.0NRT,286.22,0.92,N,VIIRS
48.06026,37.95543,309.13,0.41,0.45,2026-06-09,23:09:00,N,nominal,2.0NRT,287.36,0.79,N,VIIRS
47.83372,38.47239,310.91,0.39,0.44,2026-06-09,23:09:00,N,nominal,2.0NRT,287.65,1.17,N,VIIRS
47.87614,35.15356,325.67,0.54,0.51,2026-06-09,23:09:00,N,nominal,2.0NRT,286.84,3.51,N,VIIRS
47.87093,35.16038,313.59,0.54,0.51,2026-06-09,23:09:00,N,nominal,2.0NRT,287.85,3.51,N,VIIRS
47.86242,35.14421,312.76,0.54,0.51,2026-06-09,23:09:00,N,nominal,2.0NRT,284.21,2.69,N,VIIRS
47.87423,33.43475,300.33,0.33,0.55,2026-06-09,23:09:00,N,nominal,2.0NRT,283.83,1.08,N,VIIRS
47.85815,33.44651,306.46,0.32,0.55,2026-06-09,23:09:00,N,nominal,2.0NRT,285.74,1.56,N,VIIRS
47.17166,31.75659,296.69,0.39,0.59,2026-06-09,23:09:00,N,nominal,2.0NRT,285.57,0.74,N,VIIRS
46.81389,33.4601,311.17,0.32,0.54,2026-06-09,23:09:00,N,nominal,2.0NRT,282.78,1.47,N,VIIRS
46.81366,33.46439,316.71,0.32,0.54,2026-06-09,23:09:00,N,nominal,2.0NRT,283.21,1.47,N,VIIRS
46.6096,32.72262,308.82,0.34,0.56,2026-06-09,23:09:00,N,nominal,2.0NRT,276.75,2.31,N,VIIRS
46.60939,32.72725,317.67,0.34,0.56,2026-06-09,23:09:00,N,nominal,2.0NRT,276.64,1.95,N,VIIRS
