latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
47.29732,36.47894,301.88,1.89,1.34,2025-08-22,00:28:00,A,45,6.1NRT,287.53,16.04,N,MODIS
49.42308,37.22599,320.21,2.45,1.51,2025-08-22,06:44:00,T,70,6.1NRT,298.26,37.84,D,MODIS
48.35848,39.05415,325.22,1.9,1.35,2025-08-22,06:44:00,T,73,6.1NRT,304.76,30.26,D,MODIS
48.35273,39.04616,322.83,1.9,1.35,2025-08-22,06:44:00,T,69,6.1NRT,304.85,24.29,D,MODIS
48.04704,37.44628,316.91,2.3,1.47,2025-08-22,06:44:00,T,57,6.1NRT,301.77,20.39,D,MODIS
47.84196,35.59916,324.05,2.9,1.62,2025-08-22,06:44:00,T,72,6.1NRT,298.92,62.98,D,MODIS
47.84467,35.47548,316.2,2.94,1.63,2025-08-22,06:44:00,T,42,6.1NRT,298.86,25.45,D,MODIS
47.83937,35.59127,326.41,2.9,1.62,2025-08-22,06:44:00,T,75,6.1NRT,298.86,72.28,D,MODIS
47.63543,35.90261,317.82,2.78,1.59,2025-08-22,06:44:00,T,56,6.1NRT,300.3,22.3,D,MODIS
47.63123,35.89477,323.57,2.78,1.59,2025-08-22,06:44:00,T,71,6.1NRT,300.46,48.18,D,MODIS
47.14202,37.05981,319.3,2.37,1.49,2025-08-22,06:44:00,T,51,6.1NRT,303.19,23.24,D,MODIS
47.14032,37.09005,318.84,2.36,1.48,2025-08-22,06:44:00,T,49,6.1NRT,302.29,21.12,D,MODIS
49.91193,38.06609,316.88,3.78,1.82,2025-08-22,08:20:00,T,68,6.1NRT,299.01,50.2,D,MODIS
49.9196,38.078360000000004,316,3.78,1.82,2025-08-22,08:20:00,T,66,6.1NRT,298.75,42.3,D,MODIS
48.46777,38.56622,322.71,4.5,1.95,2025-08-22,08:22:00,T,68,6.1NRT,293.64,107.33,D,MODIS
49.64045,37.69146,319.99,3.71,1.8,2025-08-22,08:22:00,T,73,6.1NRT,297.78,75,D,MODIS
49.63422,37.69379,320.07,3.71,1.8,2025-08-22,08:22:00,T,73,6.1NRT,297.44,74.64,D,MODIS
47.07898,30.93322,315.8,2.04,1.39,2025-08-22,08:22:00,T,53,6.1NRT,298.1,13.82,D,MODIS
47.02849,33.5078,318.68,2.8,1.6,2025-08-22,08:22:00,T,61,6.1NRT,300.58,21.61,D,MODIS
46.75966,32.63997,319.99,2.57,1.54,2025-08-22,08:22:00,T,64,6.1NRT,300.82,27.48,D,MODIS
47.2841,30.02937,316.93,1.81,1.32,2025-08-22,08:22:00,T,59,6.1NRT,299.56,13.74,D,MODIS
47.91654,33.94129,318.33,2.76,1.59,2025-08-22,08:22:00,T,65,6.1NRT,300.75,25.65,D,MODIS
47.42529,35.90039,318.01,3.62,1.78,2025-08-22,08:22:00,T,49,6.1NRT,301.11,32.87,D,MODIS
48.48702,37.99985,330.65,4.22,1.9,2025-08-22,08:22:00,T,0,6.1NRT,290.71,186.26,D,MODIS
