latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
50.54286,26.25881,295.93,0.39,0.59,2026-03-21,01:26:00,N20,nominal,2.0NRT,272.76,0.7,N,VIIRS
50.03193,28.35542,336.16,0.57,0.69,2026-03-21,09:34:00,N20,nominal,2.0NRT,283.49,5.01,D,VIIRS
49.41281,38.05738,338.7,0.48,0.48,2026-03-21,09:34:00,N20,nominal,2.0NRT,283.35,11.23,D,VIIRS
49.41122,38.05112,331.06,0.48,0.48,2026-03-21,09:34:00,N20,nominal,2.0NRT,285.29,10.58,D,VIIRS
49.66764,34.3079,345.73,0.34,0.56,2026-03-21,09:34:00,N20,nominal,2.0NRT,284.4,3.58,D,VIIRS
50.01499,28.34389,338.76,0.49,0.4,2026-03-21,11:13:00,N20,nominal,2.0NRT,290.39,6.3,D,VIIRS
50.03422,28.34611,331.14,0.49,0.4,2026-03-21,11:13:00,N20,nominal,2.0NRT,286.14,3.43,D,VIIRS
50.31507,31.19072,329,0.42,0.45,2026-03-21,11:13:00,N20,nominal,2.0NRT,286.93,2.94,D,VIIRS
50.04083,27.89211,328.88,0.47,0.4,2026-03-21,11:13:00,N20,nominal,2.0NRT,288.27,3.77,D,VIIRS
50.64135,33.45893,340.98,0.53,0.5,2026-03-21,11:13:00,N20,nominal,2.0NRT,286.4,6.01,D,VIIRS
50.42657,27.776,338.33,0.48,0.4,2026-03-21,11:13:00,N20,nominal,2.0NRT,290.86,5.5,D,VIIRS
48.99806,35.34452,333.26,0.63,0.54,2026-03-21,11:13:00,N20,nominal,2.0NRT,286.21,4.65,D,VIIRS
48.99769,35.34401,334.84,0.63,0.54,2026-03-21,11:13:00,N20,nominal,2.0NRT,286.39,9.25,D,VIIRS
48.70237,29.81597,328.33,0.54,0.42,2026-03-21,11:13:00,N20,nominal,2.0NRT,281.84,2.17,D,VIIRS
48.70288,29.8152,326.14,0.54,0.42,2026-03-21,11:13:00,N20,nominal,2.0NRT,282.02,4.33,D,VIIRS
48.98241,32.18641,340.95,0.45,0.47,2026-03-21,11:13:00,N20,nominal,2.0NRT,293.67,29.42,D,VIIRS
48.3604,25.54238,329.41,0.4,0.37,2026-03-21,11:13:00,N20,nominal,2.0NRT,286.45,1.74,D,VIIRS
49.19727,31.55478,353.89,0.43,0.46,2026-03-21,11:13:00,N20,nominal,2.0NRT,290.59,10.68,D,VIIRS
49.20148,31.5542,325.53,0.43,0.46,2026-03-21,11:13:00,N20,nominal,2.0NRT,284.84,10.68,D,VIIRS
49.5441,37.97922,344.69,0.42,0.61,2026-03-21,11:13:00,N20,nominal,2.0NRT,291.46,16.62,D,VIIRS
49.54424,37.98524,356.03,0.42,0.61,2026-03-21,11:13:00,N20,low,2.0NRT,283.26,16.62,D,VIIRS
49.62746,37.70884,330.61,0.41,0.6,2026-03-21,11:13:00,N20,nominal,2.0NRT,280.39,2.87,D,VIIRS
50.43021,27.77505,343.1,0.48,0.4,2026-03-21,11:13:00,N20,nominal,2.0NRT,293.86,12.08,D,VIIRS
50.74731,31.05153,331.34,0.42,0.45,2026-03-21,11:13:00,N20,nominal,2.0NRT,283.81,2.42,D,VIIRS
50.74746,31.04945,330.15,0.42,0.45,2026-03-21,11:13:00,N20,nominal,2.0NRT,284.44,2.76,D,VIIRS
49.93705,23.46693,330.14,0.39,0.36,2026-03-21,11:13:00,N20,nominal,2.0NRT,288.78,1.67,D,VIIRS
50.39275,26.03176,329.86,0.42,0.38,2026-03-21,11:13:00,N20,nominal,2.0NRT,289.48,2.88,D,VIIRS
51.02894,32.18595,330.75,0.47,0.48,2026-03-21,11:13:00,N20,nominal,2.0NRT,284.03,5.47,D,VIIRS
50.60702,27.32426,328.9,0.46,0.39,2026-03-21,11:13:00,N20,nominal,2.0NRT,288.43,2.66,D,VIIRS
50.60743,27.32281,327,0.46,0.39,2026-03-21,11:13:00,N20,nominal,2.0NRT,288.35,2.05,D,VIIRS
50.53464,25.95657,331.34,0.42,0.38,2026-03-21,11:13:00,N20,nominal,2.0NRT,291.26,2.7,D,VIIRS
51.12916,29.79925,327.01,0.57,0.43,2026-03-21,11:13:00,N20,nominal,2.0NRT,288.5,2.94,D,VIIRS
51.50551,31.5477,328.49,0.45,0.47,2026-03-21,11:13:00,N20,nominal,2.0NRT,283.76,1.65,D,VIIRS
52.23604,32.58153,355.69,0.51,0.49,2026-03-21,11:13:00,N20,nominal,2.0NRT,293.28,43.01,D,VIIRS
