latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
48.06598,37.62178,322.17,1.34,1.15,2025-08-21,07:41:00,T,55,6.1NRT,305.04,12.63,D,MODIS
47.0123,31.41367,326.98,1,1,2025-08-21,07:41:00,T,65,6.1NRT,310.23,9.59,D,MODIS
48.1344,37.59565,322.71,1.34,1.15,2025-08-21,07:41:00,T,58,6.1NRT,307.85,11.28,D,MODIS
47.7465,36.92221,325.5,1.28,1.12,2025-08-21,07:41:00,T,72,6.1NRT,306.12,16.85,D,MODIS
46.66174,32.97867,324.03,1.02,1.01,2025-08-21,07:41:00,T,53,6.1NRT,305.73,7.99,D,MODIS
48.2626,33.90422,326.34,1.03,1.01,2025-08-21,07:41:00,T,74,6.1NRT,303.57,13.8,D,MODIS
49.02327,37.78407,315.23,1.3,1.13,2025-08-21,07:41:00,T,55,6.1NRT,301.51,8.02,D,MODIS
47.77647,36.35339,375.42,1.21,1.09,2025-08-21,07:41:00,T,100,6.1NRT,307.19,166.29,D,MODIS
47.78584,36.35719,319.76,1.21,1.09,2025-08-21,07:41:00,T,55,6.1NRT,305.01,10.42,D,MODIS
48.13274,37.60144,325.91,1.34,1.15,2025-08-21,07:41:00,T,72,6.1NRT,307.5,16.56,D,MODIS
47.70419,36.86389,319.82,1.27,1.12,2025-08-21,07:41:00,T,51,6.1NRT,305.62,9.85,D,MODIS
48.40242,36.67068,324.22,1.21,1.09,2025-08-21,07:41:00,T,73,6.1NRT,303.4,18.1,D,MODIS
48.05948,37.54554,322.1,1.33,1.14,2025-08-21,07:41:00,T,70,6.1NRT,305.23,14.56,D,MODIS
47.70713,36.84787,329.91,1.27,1.12,2025-08-21,07:41:00,T,78,6.1NRT,306.73,25.84,D,MODIS
48.29026,36.16533,327.05,1.17,1.08,2025-08-21,07:41:00,T,77,6.1NRT,302.42,20.43,D,MODIS
49.53795,26.53298,308.32,1.52,1.22,2025-08-21,07:41:00,T,54,6.1NRT,293.28,12.32,D,MODIS
47.02107,33.8432,337.42,1.04,1.02,2025-08-21,07:41:00,T,84,6.1NRT,309.28,26,D,MODIS
47.70759,36.85469,328.22,1.27,1.12,2025-08-21,07:41:00,T,76,6.1NRT,306.75,21.74,D,MODIS
47.31715,34.49333,328.72,1.07,1.03,2025-08-21,07:41:00,T,74,6.1NRT,308.54,14.93,D,MODIS
46.96402,33.79012,339.14,1.04,1.02,2025-08-21,07:41:00,T,85,6.1NRT,310.32,28.78,D,MODIS
47.18427,34.22023,327.45,1.06,1.03,2025-08-21,07:41:00,T,71,6.1NRT,309.71,12.15,D,MODIS
47.7291,36.79465,325.24,1.26,1.12,2025-08-21,07:41:00,T,72,6.1NRT,304.93,15.64,D,MODIS
47.15549,33.28387,322.83,1.02,1.01,2025-08-21,07:41:00,T,55,6.1NRT,308.48,6.13,D,MODIS
47.32607,34.49652,324.25,1.07,1.03,2025-08-21,07:41:00,T,65,6.1NRT,307.63,9.73,D,MODIS
48.42525,36.93329,320.35,1.24,1.11,2025-08-21,07:41:00,T,66,6.1NRT,302.25,13.74,D,MODIS
47.36549,35.59814,326.34,1.16,1.07,2025-08-21,07:41:00,T,71,6.1NRT,306.8,13.6,D,MODIS
47.37229,35.59173,321.56,1.15,1.07,2025-08-21,07:41:00,T,46,6.1NRT,306.81,7.28,D,MODIS
47.7435,36.93837,323.15,1.28,1.12,2025-08-21,07:41:00,T,68,6.1NRT,305.79,13.45,D,MODIS
47.63877,34.12714,320.6,1.05,1.02,2025-08-21,07:41:00,T,50,6.1NRT,306.37,6.34,D,MODIS
48.06924,37.60477,322.08,1.34,1.15,2025-08-21,07:41:00,T,53,6.1NRT,306.34,12.9,D,MODIS
48.26468,33.89096,326.95,1.02,1.01,2025-08-21,07:41:00,T,75,6.1NRT,305.87,14.66,D,MODIS
47.5822,35.42986,322.94,1.13,1.06,2025-08-21,07:41:00,T,63,6.1NRT,306.71,9.37,D,MODIS
47.58719,35.43838,326.28,1.13,1.06,2025-08-21,07:41:00,T,71,6.1NRT,306.97,13.52,D,MODIS
47.60889,29.80655,334.81,1.08,1.04,2025-08-21,07:41:00,T,84,6.1NRT,305.35,26.75,D,MODIS
47.80745,34.24087,336.29,1.05,1.02,2025-08-21,07:41:00,T,84,6.1NRT,307.6,25.58,D,MODIS
47.45309,36.35639,328.48,1.23,1.1,2025-08-21,07:41:00,T,75,6.1NRT,306.3,20.58,D,MODIS
47.45591,36.34093,321.67,1.22,1.1,2025-08-21,07:41:00,T,53,6.1NRT,306.01,10.28,D,MODIS
47.59982,29.80434,328.33,1.08,1.04,2025-08-21,07:41:00,T,78,6.1NRT,305.63,16.52,D,MODIS
47.01053,31.42644,333.81,1,1,2025-08-21,07:41:00,T,80,6.1NRT,308.25,18.77,D,MODIS
48.91304,30.22073,313.83,1.08,1.04,2025-08-21,07:41:00,T,46,6.1NRT,301.27,6.95,D,MODIS
48.07904,37.6089,325.43,1.34,1.15,2025-08-21,07:41:00,T,69,6.1NRT,306.05,18.48,D,MODIS
48.15404,35.92479,318.27,1.15,1.07,2025-08-21,07:41:00,T,47,6.1NRT,304.99,7.16,D,MODIS
48.1331,36.76162,317.73,1.24,1.1,2025-08-21,07:41:00,T,55,6.1NRT,302.77,9.3,D,MODIS
46.36251,33.10606,322.23,1.02,1.01,2025-08-21,07:41:00,T,57,6.1NRT,306.05,7.92,D,MODIS
