latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
48.24737,23.36423,300.24,1.15,1.07,2026-03-06,12:48:00,A,33,6.1NRT,287.59,5.11,D,MODIS
48.93407,24.16823,309.52,1.07,1.03,2026-03-06,12:48:00,A,69,6.1NRT,277.47,12.72,D,MODIS
48.70369,22.59941,302.11,1.21,1.09,2026-03-06,12:48:00,A,45,6.1NRT,287.48,7.4,D,MODIS
48.70912,22.60829,302.37,1.2,1.09,2026-03-06,12:48:00,A,51,6.1NRT,287.35,7.05,D,MODIS
48.91404,23.0411,315.25,1.15,1.07,2026-03-06,12:48:00,A,76,6.1NRT,282.61,19.34,D,MODIS
49.3163,23.60578,320.09,1.1,1.04,2026-03-06,12:48:00,A,75,6.1NRT,283.22,22.4,D,MODIS
49.3138,23.59149,320.61,1.1,1.04,2026-03-06,12:48:00,A,61,6.1NRT,283.36,22.96,D,MODIS
49.56157,23.60764,304.68,1.09,1.04,2026-03-06,12:48:00,A,60,6.1NRT,282.37,9.16,D,MODIS
49.87319,23.23559,301.8,1.1,1.05,2026-03-06,12:48:00,A,49,6.1NRT,283.69,7.18,D,MODIS
51.37991,25.5773,306.27,1,1,2026-03-06,12:48:00,A,63,6.1NRT,277.91,10.25,D,MODIS
