latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
51.0065,34.79781,306.23,1.82,1.32,2026-07-28,01:24:00,A,67,6.1NRT,284.98,21.8,N,MODIS
51.00451,34.82341,301.66,1.82,1.32,2026-07-28,01:24:00,A,43,6.1NRT,286.44,15.38,N,MODIS
47.67543,35.47265,310.86,3.19,1.69,2026-07-28,07:46:00,T,64,6.1NRT,294.67,24.96,D,MODIS
49.71551,25.89998,303.8,1.06,1.03,2026-07-28,07:46:00,T,57,6.1NRT,288.82,5.83,D,MODIS
47.6672,37.11422,309.26,3.87,1.83,2026-07-28,07:46:00,T,55,6.1NRT,292.53,29.58,D,MODIS
47.25983,34.76903,322.81,3.03,1.66,2026-07-28,07:46:00,T,78,6.1NRT,295.2,65.33,D,MODIS
48.95042,35.61219,340.05,2.94,1.63,2026-07-28,07:46:00,T,91,6.1NRT,291.41,187.49,D,MODIS
48.93977,35.61036,369.74,2.94,1.63,2026-07-28,07:46:00,T,100,6.1NRT,291.5,535.26,D,MODIS
48.93709,35.60377,346.17,2.94,1.63,2026-07-28,07:46:00,T,94,6.1NRT,289.11,241.31,D,MODIS
48.92773,35.64028,323.1,2.96,1.64,2026-07-28,07:46:00,T,48,6.1NRT,289.38,79.14,D,MODIS
46.69778,34.37761,331.64,3.02,1.65,2026-07-28,07:48:00,T,85,6.1NRT,297.25,112.88,D,MODIS
47.45867,32.02131,311.75,2.15,1.42,2026-07-28,07:48:00,T,62,6.1NRT,292.28,17.63,D,MODIS
45.13131,35.306,322.2,1.06,1.03,2026-07-28,12:29:00,A,73,6.1NRT,301.83,11.43,D,MODIS
45.13345,35.31883,343.64,1.06,1.03,2026-07-28,12:29:00,A,92,6.1NRT,302.1,44.08,D,MODIS
45.91504,29.14767,320.12,1.87,1.34,2026-07-28,12:29:00,A,75,6.1NRT,301.35,28.71,D,MODIS
47.23269,37.87233,325.79,1.02,1.01,2026-07-28,12:29:00,A,78,6.1NRT,301.37,15.76,D,MODIS
47.93683,29.87775,354.57,1.52,1.22,2026-07-28,12:32:00,A,85,6.1NRT,300.64,122.81,D,MODIS
47.9397,29.8607,337.42,1.52,1.22,2026-07-28,12:32:00,A,89,6.1NRT,299,62.84,D,MODIS
47.94364,29.87983,349.18,1.52,1.22,2026-07-28,12:32:00,A,83,6.1NRT,295.82,100.58,D,MODIS
47.93337,29.88447,322.83,1.52,1.22,2026-07-28,12:32:00,A,61,6.1NRT,296.67,30.64,D,MODIS
47.05486,31.99114,323.82,1.28,1.12,2026-07-28,12:32:00,A,71,6.1NRT,303.61,17.33,D,MODIS
48.2945,31.85291,308.18,2.6,1.55,2026-07-28,17:17:00,T,74,6.1NRT,287.35,37.8,D,MODIS
