latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
49.54306,23.60722,317.17,0.38,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,262.1,1.66,N,VIIRS
49.56104,23.49724,318.27,0.38,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,261.81,1.77,N,VIIRS
49.5653,23.47106,298.05,0.38,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,258.19,0.67,N,VIIRS
49.56941,23.46708,295.26,0.38,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,258.31,0.67,N,VIIRS
49.57097,23.4788,301.78,0.38,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,259.81,0.46,N,VIIRS
46.97567,35.38429,326.32,0.35,0.56,2026-03-17,00:39:00,N,nominal,2.0NRT,271.44,1.78,N,VIIRS
46.98055,35.38729,307.67,0.35,0.56,2026-03-17,00:39:00,N,nominal,2.0NRT,270.74,1.78,N,VIIRS
49.66273,23.94555,305.8,0.39,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,268.52,1.13,N,VIIRS
47.86613,33.43451,299.55,0.54,0.51,2026-03-17,00:39:00,N,nominal,2.0NRT,274.21,1.99,N,VIIRS
47.87061,35.16368,300,0.32,0.55,2026-03-17,00:39:00,N,nominal,2.0NRT,267.13,0.38,N,VIIRS
50.49512,24.41683,302.36,0.39,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,264.3,0.96,N,VIIRS
50.49601,24.41148,316.79,0.39,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,264.65,1.62,N,VIIRS
49.55778,23.49599,310.26,0.38,0.36,2026-03-17,00:39:00,N,nominal,2.0NRT,262.08,1.77,N,VIIRS
46.63958,32.82018,302.71,0.55,0.51,2026-03-17,00:39:00,N,nominal,2.0NRT,272.77,2.21,N,VIIRS
46.88644,35.33308,335.61,0.35,0.57,2026-03-17,00:39:00,N,nominal,2.0NRT,271.12,4.57,N,VIIRS
46.88768,35.32875,348.63,0.35,0.57,2026-03-17,00:39:00,N,nominal,2.0NRT,271.13,6.67,N,VIIRS
45.38752,28.90247,337.16,0.4,0.44,2026-03-17,00:41:00,N,nominal,2.0NRT,275.14,4.12,N,VIIRS
45.38865,28.89753,323.35,0.4,0.44,2026-03-17,00:41:00,N,nominal,2.0NRT,275.44,4.6,N,VIIRS
45.38747,28.90007,356.05,0.4,0.44,2026-03-17,00:41:00,N,nominal,2.0NRT,276.77,7.53,N,VIIRS
45.44602,29.58532,335.62,0.43,0.46,2026-03-17,00:41:00,N,nominal,2.0NRT,273.51,3.96,N,VIIRS
46.18555,33.15019,331.9,0.44,0.38,2026-03-17,10:26:00,N,nominal,2.0NRT,294.42,4.68,D,VIIRS
46.93101,32.50417,331.13,0.45,0.39,2026-03-17,10:26:00,N,nominal,2.0NRT,292.43,2.76,D,VIIRS
46.29585,28.95603,328.38,0.41,0.45,2026-03-17,10:26:00,N,nominal,2.0NRT,296.26,1.9,D,VIIRS
50.78827,26.60768,333.2,0.4,0.44,2026-03-17,10:28:00,N,nominal,2.0NRT,286.22,10.07,D,VIIRS
47.9375,33.90493,339.15,0.4,0.37,2026-03-17,10:28:00,N,nominal,2.0NRT,282.34,7.73,D,VIIRS
47.17717,29.95464,345.24,0.54,0.42,2026-03-17,10:28:00,N,nominal,2.0NRT,296.15,9.57,D,VIIRS
48.17299,26.20965,341.83,0.48,0.48,2026-03-17,10:28:00,N,nominal,2.0NRT,291.54,5.19,D,VIIRS
48.45795,25.34305,356.78,0.52,0.5,2026-03-17,10:28:00,N,nominal,2.0NRT,287.38,19.41,D,VIIRS
48.16569,23.05546,344.46,0.33,0.55,2026-03-17,10:28:00,N,nominal,2.0NRT,286.24,3.05,D,VIIRS
49.17468,25.95492,345.46,0.47,0.47,2026-03-17,10:28:00,N,nominal,2.0NRT,302.94,56.32,D,VIIRS
48.3306,22.70767,335.23,0.34,0.56,2026-03-17,10:28:00,N,nominal,2.0NRT,286.92,2.74,D,VIIRS
50.66522,31.05394,336.8,0.43,0.38,2026-03-17,10:28:00,N,nominal,2.0NRT,289.94,6.4,D,VIIRS
50.26269,28.81439,330.36,0.51,0.41,2026-03-17,10:28:00,N,nominal,2.0NRT,289.76,8.46,D,VIIRS
49.89243,26.86281,346.81,0.41,0.45,2026-03-17,10:28:00,N,nominal,2.0NRT,296.42,10.93,D,VIIRS
50.62069,30.11197,328.29,0.46,0.39,2026-03-17,10:28:00,N,nominal,2.0NRT,283.76,3.08,D,VIIRS
49.65233,25.28264,326.17,0.48,0.48,2026-03-17,10:28:00,N,nominal,2.0NRT,286.49,1.56,D,VIIRS
50.64027,29.38485,330.22,0.48,0.4,2026-03-17,10:28:00,N,nominal,2.0NRT,288.76,3.26,D,VIIRS
51.21911,31.47345,326.87,0.42,0.38,2026-03-17,10:28:00,N,nominal,2.0NRT,289.11,2.38,D,VIIRS
51.21802,31.46761,329.29,0.42,0.38,2026-03-17,10:28:00,N,nominal,2.0NRT,285.37,2.38,D,VIIRS
49.54,23.61741,340.48,0.57,0.52,2026-03-17,10:28:00,N,nominal,2.0NRT,282.09,6.32,D,VIIRS
49.54046,23.59973,339.13,0.57,0.52,2026-03-17,10:28:00,N,nominal,2.0NRT,286.67,53.86,D,VIIRS
50.03307,25.32343,326.43,0.47,0.48,2026-03-17,10:28:00,N,nominal,2.0NRT,287.61,2.35,D,VIIRS
49.56519,23.49865,334.26,0.57,0.52,2026-03-17,10:28:00,N,nominal,2.0NRT,273.92,5.72,D,VIIRS
50.78921,27.54602,329.15,0.55,0.43,2026-03-17,10:28:00,N,nominal,2.0NRT,284.17,3.43,D,VIIRS
51.65538,31.60838,343.91,0.41,0.37,2026-03-17,10:28:00,N,nominal,2.0NRT,288.37,9.16,D,VIIRS
51.65432,31.60258,337.93,0.41,0.37,2026-03-17,10:28:00,N,nominal,2.0NRT,285.91,5.67,D,VIIRS
50.97261,27.45094,325.59,0.55,0.43,2026-03-17,10:28:00,N,nominal,2.0NRT,287.18,3.98,D,VIIRS
50.78693,26.62083,350.69,0.4,0.44,2026-03-17,10:28:00,N,nominal,2.0NRT,289.49,13.1,D,VIIRS
50.78566,26.61539,357.59,0.4,0.44,2026-03-17,10:28:00,N,low,2.0NRT,289.14,13.1,D,VIIRS
50.7908,26.61856,343.08,0.4,0.44,2026-03-17,10:28:00,N,nominal,2.0NRT,290.2,13.1,D,VIIRS
50.78953,26.61312,355.93,0.4,0.44,2026-03-17,10:28:00,N,nominal,2.0NRT,295.15,13.1,D,VIIRS
51.14684,27.25864,325.4,0.56,0.43,2026-03-17,10:28:00,N,nominal,2.0NRT,289.67,2.99,D,VIIRS
51.16769,27.23805,326.72,0.56,0.43,2026-03-17,10:28:00,N,nominal,2.0NRT,289.92,2.95,D,VIIRS
51.17036,27.23685,326.85,0.56,0.43,2026-03-17,10:28:00,N,nominal,2.0NRT,288.95,6.1,D,VIIRS
51.2846,25.91575,330.89,0.41,0.45,2026-03-17,10:28:00,N,nominal,2.0NRT,290.2,4.51,D,VIIRS
51.50859,26.69885,332.23,0.57,0.43,2026-03-17,10:28:00,N,nominal,2.0NRT,290.88,3.86,D,VIIRS
51.74212,26.05548,325.62,0.4,0.44,2026-03-17,10:28:00,N,nominal,2.0NRT,286.68,3.38,D,VIIRS
51.55697,24.23644,347.69,0.47,0.48,2026-03-17,10:28:00,N,nominal,2.0NRT,288.39,9.03,D,VIIRS
47.17666,29.70216,326.42,0.63,0.72,2026-03-17,12:08:00,N,nominal,2.0NRT,289.87,4.05,D,VIIRS
48.39596,22.58307,342.53,0.6,0.53,2026-03-17,12:08:00,N,nominal,2.0NRT,284.19,13.71,D,VIIRS
48.40091,22.58253,345.3,0.6,0.53,2026-03-17,12:08:00,N,nominal,2.0NRT,286.98,13.71,D,VIIRS
48.49321,25.72172,334.93,0.42,0.61,2026-03-17,12:08:00,N,nominal,2.0NRT,288.76,2.42,D,VIIRS
48.396,22.58229,344.74,0.6,0.53,2026-03-17,12:08:00,N,nominal,2.0NRT,284.89,6.58,D,VIIRS
48.40096,22.58173,343.6,0.6,0.53,2026-03-17,12:08:00,N,nominal,2.0NRT,286.47,13.05,D,VIIRS
49.07863,26.82363,328.41,0.47,0.64,2026-03-17,12:08:00,N,nominal,2.0NRT,293.03,5.02,D,VIIRS
49.07854,26.816770000000002,330.19,0.47,0.64,2026-03-17,12:08:00,N,nominal,2.0NRT,289.81,3.16,D,VIIRS
49.03537,24.31699,328.35,0.36,0.58,2026-03-17,12:08:00,N,nominal,2.0NRT,274.24,2.47,D,VIIRS
49.27147,26.75265,337.64,0.47,0.64,2026-03-17,12:08:00,N,nominal,2.0NRT,292.75,4.12,D,VIIRS
49.27299,26.7585,341.34,0.47,0.64,2026-03-17,12:08:00,N,nominal,2.0NRT,294.08,5.97,D,VIIRS
49.27291,26.75172,355.34,0.47,0.64,2026-03-17,12:08:00,N,nominal,2.0NRT,293.48,5.97,D,VIIRS
49.27894,26.75153,341.35,0.47,0.64,2026-03-17,12:08:00,N,nominal,2.0NRT,296.33,5.97,D,VIIRS
49.3595,24.48511,325.55,0.37,0.58,2026-03-17,12:08:00,N,nominal,2.0NRT,284.59,3.03,D,VIIRS
49.39666,23.64607,334.67,0.34,0.56,2026-03-17,12:08:00,N,nominal,2.0NRT,268.83,5.03,D,VIIRS
49.88863,26.85425,326.87,0.48,0.65,2026-03-17,12:08:00,N,nominal,2.0NRT,289.82,1.94,D,VIIRS
49.88921,26.86029,325.98,0.48,0.65,2026-03-17,12:08:00,N,nominal,2.0NRT,288.55,4.71,D,VIIRS
49.8948,26.86148,326.57,0.48,0.65,2026-03-17,12:08:00,N,nominal,2.0NRT,287.84,6.76,D,VIIRS
50.50849,29.81772,336.67,0.65,0.73,2026-03-17,12:08:00,N,nominal,2.0NRT,284.79,5.46,D,VIIRS
45.45854,28.59063,336.59,0.55,0.68,2026-03-17,12:08:00,N,nominal,2.0NRT,277.18,5.2,D,VIIRS
46.37793,29.01784,337.66,0.58,0.7,2026-03-17,12:08:00,N,nominal,2.0NRT,288.92,5.14,D,VIIRS
46.37626,29.025,328.76,0.58,0.7,2026-03-17,12:08:00,N,nominal,2.0NRT,290.38,3.68,D,VIIRS
46.37626,29.01756,330.16,0.58,0.7,2026-03-17,12:08:00,N,nominal,2.0NRT,289.37,3.68,D,VIIRS
47.17534,29.70972,333.17,0.63,0.72,2026-03-17,12:08:00,N,nominal,2.0NRT,288.26,56.37,D,VIIRS
47.17538,29.70157,367,0.63,0.72,2026-03-17,12:08:00,N,high,2.0NRT,291.92,56.37,D,VIIRS
47.16864,29.69401,342.2,0.63,0.72,2026-03-17,12:08:00,N,nominal,2.0NRT,293.4,26.43,D,VIIRS
47.16857,29.70991,349.31,0.63,0.72,2026-03-17,12:08:00,N,nominal,2.0NRT,293.73,56.37,D,VIIRS
51.56654,31.55314,327.06,0.77,0.77,2026-03-17,12:10:00,N,nominal,2.0NRT,277.87,2.83,D,VIIRS
51.11823,23.87942,335.6,0.36,0.57,2026-03-17,12:10:00,N,nominal,2.0NRT,279.44,4.2,D,VIIRS
51.1184,23.8847,325.99,0.36,0.57,2026-03-17,12:10:00,N,nominal,2.0NRT,278.72,4.31,D,VIIRS
51.10743,25.44621,346.48,0.42,0.61,2026-03-17,12:10:00,N,nominal,2.0NRT,287.97,6.85,D,VIIRS
51.10783,25.44448,355.74,0.42,0.61,2026-03-17,12:10:00,N,nominal,2.0NRT,286.72,7.06,D,VIIRS
47.87005,33.42383,302.96,0.66,0.73,2026-03-17,22:42:00,N,nominal,2.0NRT,269.36,1.4,N,VIIRS
47.86317,33.42388,314.52,0.66,0.73,2026-03-17,22:42:00,N,nominal,2.0NRT,270.55,3.92,N,VIIRS
47.87191,35.15528,299.49,0.55,0.68,2026-03-17,22:42:00,N,nominal,2.0NRT,274.07,2.22,N,VIIRS
47.87156,35.15932,311.94,0.55,0.68,2026-03-17,22:42:00,N,nominal,2.0NRT,274.58,2.21,N,VIIRS
47.86421,33.4302,326.95,0.66,0.73,2026-03-17,22:42:00,N,nominal,2.0NRT,271.4,6.99,N,VIIRS
