latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
50.27384,28.54449,317.91,0.46,0.47,2026-06-24,00:52:00,N21,nominal,2.0NRT,283.59,1.57,N,VIIRS
50.26979,28.54192,333.86,0.46,0.47,2026-06-24,00:52:00,N21,nominal,2.0NRT,284.11,2.9,N,VIIRS
48.52109,34.63005,311.39,0.47,0.64,2026-06-24,00:52:00,N21,nominal,2.0NRT,288.04,2.39,N,VIIRS
47.80204,36.58631,298.1,0.6,0.71,2026-06-24,00:52:00,N21,nominal,2.0NRT,284.99,0.89,N,VIIRS
47.45359,37.53028,296.56,0.67,0.74,2026-06-24,00:52:00,N21,nominal,2.0NRT,286.54,1.53,N,VIIRS
51.67837,33.9063,313.28,0.34,0.56,2026-06-24,00:52:00,N21,nominal,2.0NRT,284.24,1.04,N,VIIRS
50.20933,37.10617,296.18,0.52,0.66,2026-06-24,00:52:00,N21,nominal,2.0NRT,282.95,1.27,N,VIIRS
50.18836,36.91663,296.48,0.51,0.66,2026-06-24,00:52:00,N21,nominal,2.0NRT,283.38,1.14,N,VIIRS
50.11126,36.83022,345.22,0.51,0.66,2026-06-24,00:52:00,N21,nominal,2.0NRT,288.03,4.91,N,VIIRS
50.10912,36.83653,322.61,0.51,0.66,2026-06-24,00:52:00,N21,nominal,2.0NRT,287.03,4.91,N,VIIRS
50.24476,35.7495,300.72,0.45,0.63,2026-06-24,00:52:00,N21,nominal,2.0NRT,284.39,1.35,N,VIIRS
50.24384,35.7472,299.88,0.45,0.63,2026-06-24,00:52:00,N21,nominal,2.0NRT,283.78,1.18,N,VIIRS
49.99842,34.27348,304.78,0.4,0.6,2026-06-24,00:52:00,N21,nominal,2.0NRT,285.33,0.62,N,VIIRS
49.99346,34.26958,304.55,0.4,0.6,2026-06-24,00:52:00,N21,nominal,2.0NRT,285.91,0.73,N,VIIRS
50.03575,34.05322,311.78,0.4,0.6,2026-06-24,00:52:00,N21,nominal,2.0NRT,285.61,0.77,N,VIIRS
50.02922,34.0546,296.36,0.4,0.6,2026-06-24,00:52:00,N21,nominal,2.0NRT,285.82,0.77,N,VIIRS
50.0201,34.08411,296.8,0.4,0.6,2026-06-24,00:52:00,N21,nominal,2.0NRT,286.36,0.61,N,VIIRS
49.99676,34.15956,295.06,0.4,0.6,2026-06-24,00:52:00,N21,nominal,2.0NRT,284.79,0.34,N,VIIRS
49.60993,34.73839,297.93,0.44,0.62,2026-06-24,00:52:00,N21,nominal,2.0NRT,285.84,0.46,N,VIIRS
48.60382,37.54463,311.42,0.61,0.71,2026-06-24,00:52:00,N21,nominal,2.0NRT,287.08,3.05,N,VIIRS
50.61983,30.78242,302.3,0.56,0.51,2026-06-24,00:52:00,N21,nominal,2.0NRT,286.66,2.42,N,VIIRS
48.40616,37.10698,296.32,0.6,0.7,2026-06-24,00:52:00,N21,nominal,2.0NRT,285.88,1.39,N,VIIRS
48.26833,37.19903,311.52,0.61,0.71,2026-06-24,00:52:00,N21,nominal,2.0NRT,286.07,4.29,N,VIIRS
48.10101,36.38984,307.95,0.57,0.69,2026-06-24,00:52:00,N21,nominal,2.0NRT,285.48,2.31,N,VIIRS
44.77365,33.85825,299.05,0.58,0.7,2026-06-24,00:54:00,N21,nominal,2.0NRT,286.4,1.22,N,VIIRS
48.97552,24.71015,312.85,0.53,0.42,2026-06-24,00:54:00,N21,nominal,2.0NRT,290.44,2.97,N,VIIRS
48.74647,26.6068,300.07,0.42,0.46,2026-06-24,00:54:00,N21,nominal,2.0NRT,288.98,1.4,N,VIIRS
46.79151,36.76714,297.59,0.66,0.73,2026-06-24,00:54:00,N21,nominal,2.0NRT,286.15,1.15,N,VIIRS
47.44242,35.23917,295.93,0.54,0.68,2026-06-24,00:54:00,N21,nominal,2.0NRT,284.71,0.47,N,VIIRS
47.40876,35.52573,297.07,0.56,0.69,2026-06-24,00:54:00,N21,nominal,2.0NRT,285.07,1.37,N,VIIRS
50.54337,26.25997,316.65,0.56,0.43,2026-06-24,00:54:00,N21,nominal,2.0NRT,289.67,3.12,N,VIIRS
50.54401,26.25831,312.46,0.56,0.43,2026-06-24,00:54:00,N21,nominal,2.0NRT,288.81,2.36,N,VIIRS
48.4261,37.04432,329.16,0.63,0.72,2026-06-24,09:00:00,N21,nominal,2.0NRT,296.86,5.3,D,VIIRS
50.91855,35.17689,326.87,0.6,0.71,2026-06-24,09:00:00,N21,nominal,2.0NRT,284.05,4.92,D,VIIRS
49.98241,37.91838,337.68,0.51,0.66,2026-06-24,09:00:00,N21,nominal,2.0NRT,295.81,5.94,D,VIIRS
49.93769,37.80839,367,0.52,0.67,2026-06-24,09:00:00,N21,high,2.0NRT,297.02,14.75,D,VIIRS
49.93707,37.81165,367,0.52,0.67,2026-06-24,09:00:00,N21,high,2.0NRT,296.77,15.56,D,VIIRS
49.81134,37.68916,353.34,0.53,0.67,2026-06-24,09:00:00,N21,nominal,2.0NRT,299.61,10.26,D,VIIRS
49.80041,37.69826,329.2,0.53,0.67,2026-06-24,09:00:00,N21,nominal,2.0NRT,299.42,7.91,D,VIIRS
49.34803,37.57978,329.64,0.55,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,295.7,23.52,D,VIIRS
49.35041,37.58657,352.01,0.55,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,298.04,9.93,D,VIIRS
49.35283,37.59344,328.59,0.55,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,299.91,9.93,D,VIIRS
49.33517,37.56367,339.24,0.56,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,296.3,17.63,D,VIIRS
49.33759,37.57052,349.86,0.56,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,296.58,17.63,D,VIIRS
49.34473,37.5908,341.73,0.55,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,295.74,9.93,D,VIIRS
49.35122,37.58422,348.27,0.55,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,297.56,13.07,D,VIIRS
49.35361,37.59113,333.83,0.55,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,300.12,10.54,D,VIIRS
49.33849,37.56812,367,0.56,0.68,2026-06-24,09:00:00,N21,high,2.0NRT,301.33,26.76,D,VIIRS
49.34555,37.5885,367,0.55,0.68,2026-06-24,09:00:00,N21,high,2.0NRT,299.38,22.46,D,VIIRS
49.26731,37.52867,355.32,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,300.72,24.2,D,VIIRS
49.00688,37.71219,335.17,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,302.19,7.67,D,VIIRS
49.00601,37.73039,347.77,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,303.43,14.92,D,VIIRS
49.01803,37.76498,351.03,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,298.79,8.61,D,VIIRS
49.0084,37.73727,367,0.56,0.69,2026-06-24,09:00:00,N21,high,2.0NRT,307.14,40.91,D,VIIRS
49.00034,37.73475,331.84,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,299.24,14.92,D,VIIRS
48.95914,37.7405,349.05,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,300.42,10.76,D,VIIRS
48.97519,37.80692,337.71,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,301.5,4.09,D,VIIRS
48.96171,37.74074,350.24,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,300.77,12.25,D,VIIRS
48.97748,37.80743,341.25,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,301.42,3.52,D,VIIRS
48.95301,37.8611,342.34,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,303.85,7.3,D,VIIRS
48.95539,37.868,334.91,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,304.93,7.3,D,VIIRS
48.99908,38.13922,333.9,0.54,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,305,6.38,D,VIIRS
48.99479,38.20879,344.01,0.54,0.68,2026-06-24,09:00:00,N21,nominal,2.0NRT,302.59,8.32,D,VIIRS
48.90557,37.92581,342.39,0.56,0.69,2026-06-24,09:00:00,N21,nominal,2.0NRT,298.55,8.01,D,VIIRS
48.99585,38.2117,331.01,0.54,0.68,2026-06-24,09:00:00,N21,low,2.0NRT,302.09,7.05,D,VIIRS
49.35781,39.5869,329.45,0.46,0.64,2026-06-24,09:00:00,N21,nominal,2.0NRT,299.13,2.82,D,VIIRS
48.48355,37.07932,338.22,0.62,0.72,2026-06-24,09:00:00,N21,nominal,2.0NRT,295.85,5.28,D,VIIRS
48.98844,38.51929,338.94,0.52,0.67,2026-06-24,09:00:00,N21,nominal,2.0NRT,308.53,48.46,D,VIIRS
