latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
52.2719,33.29167,316.91,2.5,1.52,2026-04-04,08:11:00,T,77,6.1NRT,289.63,57.4,D,MODIS
52.27619,33.28934,315.38,2.5,1.52,2026-04-04,08:11:00,T,76,6.1NRT,290.05,52.4,D,MODIS
52.26212,32.4949,311.08,2.29,1.47,2026-04-04,08:11:00,T,71,6.1NRT,289.58,32.77,D,MODIS
52.25457,32.52529,337.35,2.3,1.47,2026-04-04,08:11:00,T,90,6.1NRT,290.33,131.5,D,MODIS
52.24982,32.66035,310.23,2.34,1.48,2026-04-04,08:11:00,T,57,6.1NRT,288.11,31.48,D,MODIS
52.2631,32.49033,300.78,2.29,1.47,2026-04-04,08:11:00,T,41,6.1NRT,289.37,11.88,D,MODIS
52.2557,32.5208,339.8,2.3,1.47,2026-04-04,08:11:00,T,92,6.1NRT,290.66,145.43,D,MODIS
51.88752,26.08315,312.53,1.24,1.11,2026-04-04,08:11:00,T,73,6.1NRT,285.77,17.42,D,MODIS
50.5625,30.83871,305.97,2.18,1.43,2026-04-04,08:11:00,T,63,6.1NRT,286.68,23.64,D,MODIS
50.70347,30.18047,303.98,2,1.38,2026-04-04,08:11:00,T,49,6.1NRT,285.13,17.2,D,MODIS
50.6974,30.2067,313.13,2.01,1.38,2026-04-04,08:11:00,T,73,6.1NRT,285.63,35.29,D,MODIS
50.69127,30.2332,311.7,2.02,1.38,2026-04-04,08:11:00,T,72,6.1NRT,286.05,31.75,D,MODIS
50.69342,30.19896,310.75,2.01,1.38,2026-04-04,08:11:00,T,30,6.1NRT,285.38,26.8,D,MODIS
50.49917,27.54663,303.75,1.53,1.22,2026-04-04,08:11:00,T,52,6.1NRT,290.31,9.19,D,MODIS
50.49177,27.55975,304.32,1.53,1.22,2026-04-04,08:11:00,T,42,6.1NRT,291.37,9.48,D,MODIS
48.14451,35.90213,303.56,4.68,1.98,2026-04-04,08:11:00,T,42,6.1NRT,285.54,25.11,D,MODIS
49.9327,27.96513,305.54,1.65,1.26,2026-04-04,08:11:00,T,62,6.1NRT,287.65,13.75,D,MODIS
49.93269,27.9586,300.52,1.65,1.26,2026-04-04,08:11:00,T,19,6.1NRT,287.71,7.32,D,MODIS
49.22899,23.89028,315.32,1.16,1.07,2026-04-04,08:11:00,T,76,6.1NRT,287.26,16.95,D,MODIS
48.56207,32.52302,306.89,3.28,1.71,2026-04-04,11:36:00,A,64,6.1NRT,290.69,31.07,D,MODIS
48.56081,32.52029,307.08,3.28,1.71,2026-04-04,11:36:00,A,24,6.1NRT,290.73,29.48,D,MODIS
50.96188,33.26754,305.73,2.49,1.52,2026-04-04,11:38:00,A,52,6.1NRT,290.85,18.79,D,MODIS
50.9659,33.29792,305.55,2.48,1.52,2026-04-04,11:38:00,A,61,6.1NRT,293.11,20.71,D,MODIS
50.95762,33.26606,304.32,2.49,1.52,2026-04-04,11:38:00,A,59,6.1NRT,290.8,18.07,D,MODIS
