latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
46.48507,30.74793,297.42,0.39,0.36,2026-05-18,00:01:00,N20,nominal,2.0NRT,285.48,0.3,N,VIIRS
46.62895,32.31295,300.31,0.39,0.36,2026-05-18,00:01:00,N20,nominal,2.0NRT,281.88,0.39,N,VIIRS
47.85978,35.14265,319.05,0.42,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,282.8,1.87,N,VIIRS
47.86546,35.15089,302.13,0.42,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,285.58,0.94,N,VIIRS
47.86779,35.15777,309.74,0.42,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,283.62,0.94,N,VIIRS
47.86882,35.15229,302.11,0.42,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,282.87,0.94,N,VIIRS
47.87011,35.16464,316.46,0.42,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,284.89,1.52,N,VIIRS
47.87553,35.15511,307.97,0.42,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,283.33,1.59,N,VIIRS
47.87942,35.19218,312.62,0.42,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,283.7,1.3,N,VIIRS
48.60553,34.77184,304.58,0.41,0.37,2026-05-18,00:01:00,N20,nominal,2.0NRT,279.94,0.96,N,VIIRS
48.53148,34.6478,314.83,0.4,0.37,2026-05-18,00:01:00,N20,nominal,2.0NRT,280.52,1.85,N,VIIRS
48.13506,36.23377,297.99,0.45,0.39,2026-05-18,00:01:00,N20,nominal,2.0NRT,280.4,0.59,N,VIIRS
49.20515,26.432,299.98,0.51,0.41,2026-05-18,00:01:00,N20,nominal,2.0NRT,281,1.31,N,VIIRS
49.20537,26.43196,300.49,0.51,0.41,2026-05-18,00:01:00,N20,nominal,2.0NRT,280.9,0.99,N,VIIRS
47.69484,35.31105,299.68,0.43,0.38,2026-05-18,00:01:00,N20,nominal,2.0NRT,281.66,0.58,N,VIIRS
47.8731,33.44528,297.29,0.39,0.36,2026-05-18,00:01:00,N20,nominal,2.0NRT,280.57,0.82,N,VIIRS
47.87222,33.45041,304.45,0.39,0.36,2026-05-18,00:01:00,N20,nominal,2.0NRT,280.46,0.82,N,VIIRS
47.86983,33.44403,310.38,0.39,0.36,2026-05-18,00:01:00,N20,nominal,2.0NRT,280.98,0.82,N,VIIRS
47.86895,33.44917,312.12,0.39,0.36,2026-05-18,00:01:00,N20,nominal,2.0NRT,281.43,0.82,N,VIIRS
51.86012,33.25363,297.33,0.46,0.39,2026-05-18,23:39:00,N20,nominal,2.0NRT,285.86,0.6,N,VIIRS
51.87315,33.23666,309.17,0.46,0.39,2026-05-18,23:39:00,N20,nominal,2.0NRT,285.24,4.12,N,VIIRS
51.87675,33.23772,325.81,0.46,0.39,2026-05-18,23:39:00,N20,nominal,2.0NRT,287.41,4.12,N,VIIRS
