latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
49.03691,38.26838,341.48,0.43,0.46,2026-05-13,09:39:00,N20,nominal,2.0NRT,300.87,6.77,D,VIIRS
49.23682,38.36807,332.61,0.42,0.45,2026-05-13,09:39:00,N20,low,2.0NRT,304.93,3.91,D,VIIRS
49.04214,37.53746,345.59,0.46,0.47,2026-05-13,09:39:00,N20,nominal,2.0NRT,298.53,8.91,D,VIIRS
49.44521,37.65644,345.28,0.44,0.46,2026-05-13,09:39:00,N20,nominal,2.0NRT,300.41,5.95,D,VIIRS
49.44563,37.65944,337.7,0.44,0.46,2026-05-13,09:39:00,N20,nominal,2.0NRT,298.44,2.68,D,VIIRS
49.60793,37.65051,339.43,0.44,0.46,2026-05-13,09:39:00,N20,nominal,2.0NRT,299.82,6.3,D,VIIRS
49.60655,37.64481,347.1,0.44,0.46,2026-05-13,09:39:00,N20,nominal,2.0NRT,301.91,10.69,D,VIIRS
50.2403,36.87092,335.92,0.45,0.47,2026-05-13,09:39:00,N20,nominal,2.0NRT,297.68,2.72,D,VIIRS
50.29826,37.03239,333.64,0.44,0.46,2026-05-13,09:39:00,N20,nominal,2.0NRT,294.55,2.82,D,VIIRS
50.31184,37.12606,367,0.45,0.63,2026-05-13,11:19:00,N20,high,2.0NRT,296.96,14.42,D,VIIRS
50.27534,36.37875,347.89,0.41,0.61,2026-05-13,11:19:00,N20,nominal,2.0NRT,292.02,16.71,D,VIIRS
50.31244,37.12178,343.35,0.44,0.63,2026-05-13,11:19:00,N20,nominal,2.0NRT,296.69,8.59,D,VIIRS
50.31257,37.12823,367,0.45,0.63,2026-05-13,11:19:00,N20,high,2.0NRT,295.46,10.27,D,VIIRS
50.26696,36.38188,333.73,0.41,0.61,2026-05-13,11:19:00,N20,nominal,2.0NRT,294.58,7.94,D,VIIRS
49.60815,37.65126,331.42,0.47,0.64,2026-05-13,11:19:00,N20,nominal,2.0NRT,294.11,6.27,D,VIIRS
48.74766,26.60588,296.68,0.61,0.54,2026-05-13,23:33:00,N20,nominal,2.0NRT,277.48,1.47,N,VIIRS
48.97446,24.70921,306.97,0.38,0.58,2026-05-13,23:33:00,N20,nominal,2.0NRT,278.49,1.55,N,VIIRS
48.97989,24.70962,297.12,0.38,0.58,2026-05-13,23:33:00,N20,nominal,2.0NRT,279.14,0.77,N,VIIRS
48.97585,24.71141,308.12,0.38,0.58,2026-05-13,23:33:00,N20,nominal,2.0NRT,280.51,1.99,N,VIIRS
48.47215,34.63351,295.02,0.44,0.38,2026-05-13,23:33:00,N20,nominal,2.0NRT,283.87,1.07,N,VIIRS
48.51963,34.62879,297.88,0.44,0.38,2026-05-13,23:33:00,N20,nominal,2.0NRT,281.89,1.38,N,VIIRS
50.54387,26.26032,303.32,0.33,0.55,2026-05-13,23:33:00,N20,nominal,2.0NRT,278.66,0.7,N,VIIRS
