latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
47.88205,35.19592,311.01,1,1,2026-06-12,01:43:00,A,81,6.1NRT,287.26,11.98,N,MODIS
48.52218,34.63912,300.32,1.01,1.01,2026-06-12,01:43:00,A,25,6.1NRT,287.45,5.23,N,MODIS
44.97461,34.15194,313.5,1.23,1.1,2026-06-12,07:20:00,T,41,6.1NRT,297.06,7.48,D,MODIS
44.96513,34.14856,312.59,1.23,1.1,2026-06-12,07:20:00,T,25,6.1NRT,296.26,6.52,D,MODIS
47.86768,33.44609,314.88,1.06,1.03,2026-06-12,07:20:00,T,36,6.1NRT,298.44,7.54,D,MODIS
46.92098,33.45406,320.62,1.09,1.04,2026-06-12,07:20:00,T,49,6.1NRT,304.54,12.22,D,MODIS
46.91428,33.43719,319.39,1.09,1.04,2026-06-12,07:20:00,T,50,6.1NRT,300.78,11.24,D,MODIS
46.91198,33.4509,321.16,1.09,1.04,2026-06-12,07:20:00,T,65,6.1NRT,301.03,12.55,D,MODIS
46.6507,32.18269,331.28,1.03,1.01,2026-06-12,07:20:00,T,84,6.1NRT,299.78,24.12,D,MODIS
46.63107,32.18405,313.96,1.03,1.01,2026-06-12,07:20:00,T,57,6.1NRT,298.89,5.7,D,MODIS
47.87692,35.19007,318.82,1.38,1.16,2026-06-12,12:49:00,A,53,6.1NRT,302.48,11,D,MODIS
46.86569,33.57092,335.38,1.15,1.07,2026-06-12,12:49:00,A,70,6.1NRT,306.21,33.1,D,MODIS
46.56866,32.35611,330.6,1.06,1.03,2026-06-12,12:49:00,A,71,6.1NRT,305.88,21.06,D,MODIS
50.24649,36.86416,314.76,1.8,1.31,2026-06-12,12:51:00,A,49,6.1NRT,299.46,15.67,D,MODIS
46.60036,32.16534,300.8,1.35,1.15,2026-06-12,18:26:00,T,34,6.1NRT,286.74,7.25,N,MODIS
46.59022,32.16737,319.33,1.35,1.15,2026-06-12,18:26:00,T,98,6.1NRT,287.82,27.38,N,MODIS
