latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
48.47994,38.78706,307.69,0.44,0.62,2025-11-25,00:37:00,N,nominal,2.0NRT,274.94,1.31,N,VIIRS
48.46796,38.76394,295.21,0.44,0.62,2025-11-25,00:37:00,N,nominal,2.0NRT,275.65,1.1,N,VIIRS
48.45918,38.77111,337.48,0.44,0.62,2025-11-25,00:37:00,N,nominal,2.0NRT,276.97,4.09,N,VIIRS
48.46452,38.75451,295.8,0.44,0.62,2025-11-25,00:37:00,N,nominal,2.0NRT,277.83,1.38,N,VIIRS
48.45782,38.77055,324.74,0.44,0.62,2025-11-25,00:37:00,N,nominal,2.0NRT,274.05,2.32,N,VIIRS
48.46308,38.75389,298.12,0.44,0.62,2025-11-25,00:37:00,N,nominal,2.0NRT,277.73,1.23,N,VIIRS
48.54068,37.69041,306.03,0.39,0.59,2025-11-25,00:37:00,N,nominal,2.0NRT,271.82,0.96,N,VIIRS
48.54016,37.68981,297.59,0.39,0.59,2025-11-25,00:37:00,N,nominal,2.0NRT,270.98,0.8,N,VIIRS
50.3946,30.5639,296.04,0.54,0.42,2025-11-25,00:37:00,N,nominal,2.0NRT,271.16,1.06,N,VIIRS
47.83434,38.48132,297.67,0.44,0.63,2025-11-25,00:37:00,N,nominal,2.0NRT,276.91,0.77,N,VIIRS
47.834,38.48096,299.04,0.44,0.63,2025-11-25,00:37:00,N,nominal,2.0NRT,276.86,0.91,N,VIIRS
46.626,32.47213,308.75,0.54,0.5,2025-11-25,00:37:00,N,nominal,2.0NRT,276.41,2.78,N,VIIRS
44.77342,33.8613,314.16,0.35,0.57,2025-11-25,00:39:00,N,nominal,2.0NRT,276.62,0.88,N,VIIRS
45.12894,33.99922,299.38,0.34,0.56,2025-11-25,00:39:00,N,nominal,2.0NRT,277.07,0.71,N,VIIRS
47.96751,36.37468,327.27,0.38,0.36,2025-11-25,10:23:00,N,nominal,2.0NRT,282.98,2,D,VIIRS
47.87769,35.19183,332.03,0.39,0.36,2025-11-25,10:23:00,N,nominal,2.0NRT,284.21,2.57,D,VIIRS
48.4588,38.77192,331.52,0.41,0.37,2025-11-25,10:23:00,N,nominal,2.0NRT,287.6,4.79,D,VIIRS
48.91702,37.85465,325.45,0.4,0.37,2025-11-25,10:25:00,N,nominal,2.0NRT,279.38,3.85,D,VIIRS
49.23603,38.17165,329.26,0.4,0.37,2025-11-25,10:25:00,N,nominal,2.0NRT,279.11,3.3,D,VIIRS
48.47492,34.63208,333.79,0.39,0.36,2025-11-25,10:25:00,N,nominal,2.0NRT,283.67,3.55,D,VIIRS
49.01012,38.44615,332.14,0.41,0.37,2025-11-25,10:25:00,N,nominal,2.0NRT,279.63,2.71,D,VIIRS
48.91628,37.84925,325.94,0.4,0.37,2025-11-25,10:25:00,N,nominal,2.0NRT,280.74,3.5,D,VIIRS
48.50529,37.71259,304.68,0.42,0.61,2025-11-25,22:37:00,N,nominal,2.0NRT,270.18,0.94,N,VIIRS
48.50546,37.70684,298.97,0.42,0.61,2025-11-25,22:37:00,N,nominal,2.0NRT,270.32,0.94,N,VIIRS
48.51018,37.74207,299.02,0.42,0.61,2025-11-25,22:37:00,N,nominal,2.0NRT,271,0.54,N,VIIRS
48.49648,38.8071,300.16,0.37,0.58,2025-11-25,22:37:00,N,nominal,2.0NRT,272.94,0.95,N,VIIRS
48.50642,37.71267,299.21,0.42,0.61,2025-11-25,22:37:00,N,nominal,2.0NRT,270.24,0.78,N,VIIRS
48.50655,37.70692,302.29,0.42,0.61,2025-11-25,22:37:00,N,nominal,2.0NRT,269.95,1.31,N,VIIRS
48.51145,37.74234,300.22,0.42,0.61,2025-11-25,22:37:00,N,nominal,2.0NRT,271.39,0.94,N,VIIRS
48.49194,38.80785,295.8,0.37,0.58,2025-11-25,22:37:00,N,nominal,2.0NRT,271.3,0.5,N,VIIRS
48.87169,37.86711,302.36,0.41,0.61,2025-11-25,22:37:00,N,nominal,2.0NRT,269.88,1.83,N,VIIRS
49.69073,37.67888,296.44,0.43,0.62,2025-11-25,22:37:00,N,nominal,2.0NRT,269.78,0.64,N,VIIRS
48.46572,38.75349,302.52,0.37,0.58,2025-11-25,22:37:00,N,nominal,2.0NRT,276.14,1.03,N,VIIRS
48.46553,38.75865,306.74,0.37,0.58,2025-11-25,22:37:00,N,nominal,2.0NRT,276.11,1.44,N,VIIRS
48.46026,38.75311,301.43,0.37,0.58,2025-11-25,22:37:00,N,nominal,2.0NRT,273.74,1.03,N,VIIRS
48.31068,36.95119,298.45,0.45,0.63,2025-11-25,22:37:00,N,nominal,2.0NRT,271.3,0.74,N,VIIRS
