latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
50.02588,36.17188,310.33,1.68,1.27,2026-06-19,01:13:00,A,80,6.1NRT,282.81,27.54,N,MODIS
47.8552,33.45388,312.15,1.11,1.05,2026-06-19,06:59:00,T,58,6.1NRT,296.18,8.24,D,MODIS
46.696040000000004,33.45692,322.21,1.08,1.04,2026-06-19,06:59:00,T,76,6.1NRT,297.19,17.06,D,MODIS
46.69772,33.44315,320.13,1.08,1.04,2026-06-19,06:59:00,T,73,6.1NRT,297.79,14.86,D,MODIS
47.87074,36.45371,309.99,1,1,2026-06-19,06:59:00,T,58,6.1NRT,295.95,5.4,D,MODIS
47.11465,37.2709,314.81,1,1,2026-06-19,12:21:00,A,44,6.1NRT,300.4,7.24,D,MODIS
46.74876,33.49028,325.43,1.23,1.1,2026-06-19,12:21:00,A,77,6.1NRT,300.44,21.23,D,MODIS
46.75815,33.4865,317.98,1.23,1.1,2026-06-19,12:21:00,A,44,6.1NRT,299.24,11.48,D,MODIS
48.34356,36.95003,316.2,1,1,2026-06-19,12:21:00,A,68,6.1NRT,301.55,6.68,D,MODIS
47.51227,34.64179,324.23,1.1,1.04,2026-06-19,12:21:00,A,64,6.1NRT,306.2,8.38,D,MODIS
47.44917,35.53899,322.59,1.04,1.02,2026-06-19,12:21:00,A,65,6.1NRT,301.22,14.68,D,MODIS
50.46275,35.2431,317.29,1.01,1,2026-06-19,12:21:00,A,49,6.1NRT,298.36,10.2,D,MODIS
49.26599,37.53253,354.07,1.01,1,2026-06-19,12:21:00,A,0,6.1NRT,302,66.2,D,MODIS
48.44632,37.07165,316.75,1,1,2026-06-19,12:21:00,A,66,6.1NRT,301.54,8.25,D,MODIS
48.61392,38.25207,314.03,1.02,1.01,2026-06-19,12:21:00,A,45,6.1NRT,297.44,7.57,D,MODIS
48.34163,36.93709,324.73,1,1,2026-06-19,12:21:00,A,79,6.1NRT,304.68,15.01,D,MODIS
46.75216,33.49999,304.79,1.02,1.01,2026-06-19,18:04:00,T,62,6.1NRT,287.13,7.45,N,MODIS
49.26315,37.53176,321.16,1.49,1.2,2026-06-19,18:06:00,T,100,6.1NRT,288.46,37.22,N,MODIS
47.86301,33.45475,309.72,1.03,1.02,2026-06-19,18:06:00,T,78,6.1NRT,289.42,10.88,N,MODIS
