latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
49.2973,37.47496,312.99,1.58,1.24,2025-09-14,00:35:00,A,86,6.1NRT,279.08,31.75,N,MODIS
49.08481,38.06692,320.55,1.16,1.07,2025-09-14,07:05:00,T,76,6.1NRT,298.04,17.33,D,MODIS
49.09058,38.05849,325.92,1.16,1.07,2025-09-14,07:05:00,T,81,6.1NRT,297.96,23.15,D,MODIS
48.94509,37.97683,306.54,1.16,1.07,2025-09-14,07:05:00,T,22,6.1NRT,295.4,5.13,D,MODIS
49.0174,37.85102,315.44,1.17,1.08,2025-09-14,07:05:00,T,70,6.1NRT,296.57,12.17,D,MODIS
48.56483,36.85874,320.28,1.26,1.12,2025-09-14,07:05:00,T,76,6.1NRT,297.52,18.78,D,MODIS
49.02061,37.85867,314.56,1.17,1.08,2025-09-14,07:05:00,T,68,6.1NRT,296.17,10.65,D,MODIS
47.2476,35.92175,311.7,1.34,1.15,2025-09-14,07:05:00,T,60,6.1NRT,297.4,8.66,D,MODIS
48.52748,38.2522,312.23,1.13,1.06,2025-09-14,07:05:00,T,62,6.1NRT,297.56,7.91,D,MODIS
48.56658,36.84202,311.11,1.27,1.12,2025-09-14,07:05:00,T,60,6.1NRT,297.52,8.23,D,MODIS
48.84664,35.97804,312.9,1.39,1.17,2025-09-14,07:05:00,T,64,6.1NRT,298.16,10.5,D,MODIS
48.84268,35.98434,315.06,1.39,1.17,2025-09-14,07:05:00,T,70,6.1NRT,297.36,13.06,D,MODIS
48.61785,37.61529,315.48,1.19,1.08,2025-09-14,07:05:00,T,69,6.1NRT,298.41,11.55,D,MODIS
49.66806,37.59359,306.25,1.22,1.1,2025-09-14,07:05:00,T,32,6.1NRT,294.51,5.85,D,MODIS
49.08657,38.05144,316.34,1.16,1.07,2025-09-14,07:05:00,T,71,6.1NRT,296.95,12.46,D,MODIS
48.61567,38.68989,317.9,1.1,1.04,2025-09-14,07:05:00,T,72,6.1NRT,298.66,12.82,D,MODIS
46.31004,32.46745,318.48,1.95,1.36,2025-09-14,07:07:00,T,75,6.1NRT,297.36,27.4,D,MODIS
46.31736,32.46251,318.14,1.95,1.36,2025-09-14,07:07:00,T,74,6.1NRT,297.78,26.62,D,MODIS
51.08329,31.85521,304.68,3.3,1.72,2025-09-14,08:41:00,T,60,6.1NRT,293.63,24.55,D,MODIS
51.08166,31.85869,305.89,3.3,1.72,2025-09-14,08:41:00,T,62,6.1NRT,293.5,27.14,D,MODIS
47.2395,30.32288,312.58,3.8,1.82,2025-09-14,08:43:00,T,70,6.1NRT,296.26,43.43,D,MODIS
47.23249,30.32392,312.64,3.8,1.82,2025-09-14,08:43:00,T,70,6.1NRT,296.84,44.91,D,MODIS
47.53988,30.10518,309.94,3.62,1.78,2025-09-14,08:43:00,T,65,6.1NRT,297.51,30.81,D,MODIS
47.6834,29.6975,313.71,3.41,1.74,2025-09-14,08:43:00,T,36,6.1NRT,296.55,40.2,D,MODIS
47.69423,29.71049,322.13,3.41,1.74,2025-09-14,08:43:00,T,80,6.1NRT,297.07,92.57,D,MODIS
47.53408,30.10883,312.94,3.62,1.78,2025-09-14,08:43:00,T,69,6.1NRT,297.83,42.71,D,MODIS
48.36969,37.52134,337.63,1,1,2025-09-14,11:42:00,A,88,6.1NRT,300.38,34.64,D,MODIS
46.69215,36.11388,315.86,1.09,1.04,2025-09-14,11:42:00,A,64,6.1NRT,302.57,7.67,D,MODIS
47.11299,37.60403,324.2,1.01,1.01,2025-09-14,11:42:00,A,76,6.1NRT,299.39,17.12,D,MODIS
46.93098,35.97966,316.48,1.09,1.04,2025-09-14,11:42:00,A,62,6.1NRT,304.07,7.54,D,MODIS
46.29053,32.46857,331.05,1.55,1.23,2025-09-14,11:42:00,A,83,6.1NRT,304.02,42.02,D,MODIS
46.28662,32.44953,316,1.56,1.23,2025-09-14,11:42:00,A,59,6.1NRT,303.27,10.98,D,MODIS
46.47402,32.43769,314.83,1.54,1.22,2025-09-14,11:42:00,A,35,6.1NRT,299.39,13.89,D,MODIS
46.47733,32.42948,317.95,1.54,1.22,2025-09-14,11:42:00,A,43,6.1NRT,297.85,17.52,D,MODIS
47.47302,37.57855,321.21,1.01,1,2025-09-14,11:42:00,A,71,6.1NRT,304.6,10.9,D,MODIS
47.52077,37.71089,326.33,1.01,1,2025-09-14,11:42:00,A,78,6.1NRT,303.94,17.02,D,MODIS
47.51881,37.69807,327.73,1.01,1,2025-09-14,11:42:00,A,79,6.1NRT,304.55,18.77,D,MODIS
47.68526,38.61874,319.92,1,1,2025-09-14,11:42:00,A,69,6.1NRT,304.86,9.82,D,MODIS
47.6834,38.6059,315.96,1,1,2025-09-14,11:42:00,A,53,6.1NRT,303.65,6.04,D,MODIS
47.24522,35.73499,319.67,1.1,1.04,2025-09-14,11:42:00,A,69,6.1NRT,301.38,11.62,D,MODIS
47.88135,39.5614,323.45,1.02,1.01,2025-09-14,11:42:00,A,75,6.1NRT,302.22,14.83,D,MODIS
47.87954,39.54816,315.5,1.02,1.01,2025-09-14,11:42:00,A,59,6.1NRT,302.31,6.94,D,MODIS
47.6591,37.51628,327.1,1.01,1,2025-09-14,11:42:00,A,79,6.1NRT,299.47,19.44,D,MODIS
47.77962,38.19117,316.1,1,1,2025-09-14,11:42:00,A,58,6.1NRT,302.67,6.26,D,MODIS
47.72033,37.4896,326.18,1.01,1,2025-09-14,11:42:00,A,62,6.1NRT,299.6,18.34,D,MODIS
45.32463,36.45284,327.39,1.11,1.05,2025-09-14,11:42:00,A,77,6.1NRT,300.12,23.19,D,MODIS
45.3223,36.43935,354.01,1.11,1.05,2025-09-14,11:42:00,A,97,6.1NRT,301.6,76.55,D,MODIS
46.69446,36.12746,319.06,1.09,1.04,2025-09-14,11:42:00,A,70,6.1NRT,302.54,10.91,D,MODIS
47.58112,35.88248,318.92,1.08,1.04,2025-09-14,11:42:00,A,67,6.1NRT,306.07,8.4,D,MODIS
47.76044,36.45463,315.55,1.04,1.02,2025-09-14,11:42:00,A,60,6.1NRT,303.29,6.2,D,MODIS
47.75826,36.44137,314.78,1.04,1.02,2025-09-14,11:42:00,A,57,6.1NRT,303.03,5.62,D,MODIS
47.85693,36.46912,328.75,1.04,1.02,2025-09-14,11:42:00,A,81,6.1NRT,303.38,20.59,D,MODIS
