latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
49.06672,37.03602,323.46,2.23,1.45,2025-09-11,06:44:00,T,81,6.1NRT,296.04,57.79,D,MODIS
48.5183,37.5961,307.9,2.05,1.39,2025-09-11,06:44:00,T,49,6.1NRT,295.36,12.91,D,MODIS
48.5158,37.58853,307.96,2.05,1.39,2025-09-11,06:44:00,T,54,6.1NRT,295.72,14.32,D,MODIS
48.38841,38.20642,323.02,1.9,1.35,2025-09-11,06:44:00,T,60,6.1NRT,296.1,40.22,D,MODIS
48.39463,38.20117,312.02,1.9,1.35,2025-09-11,06:44:00,T,49,6.1NRT,295.34,17.19,D,MODIS
49.62848,37.32887,314,2.18,1.43,2025-09-11,06:44:00,T,71,6.1NRT,295.57,28.78,D,MODIS
49.36429,37.65874,307.38,2.08,1.4,2025-09-11,06:44:00,T,58,6.1NRT,296.13,13.11,D,MODIS
48.3928,38.22618,308.98,1.89,1.34,2025-09-11,06:44:00,T,45,6.1NRT,295.94,11.3,D,MODIS
47.86217,37.34369,306.78,2.08,1.4,2025-09-11,06:44:00,T,44,6.1NRT,295.98,10.87,D,MODIS
49.63015,37.30651,308.14,2.19,1.43,2025-09-11,06:44:00,T,61,6.1NRT,295.96,16.08,D,MODIS
49.62847,37.33603,310.76,2.18,1.43,2025-09-11,06:44:00,T,67,6.1NRT,295.45,20.9,D,MODIS
49.65145,37.63543,304.06,4.03,1.86,2025-09-11,08:22:00,T,50,6.1NRT,293.51,24.7,D,MODIS
49.66034,37.63733,303.87,4.03,1.86,2025-09-11,08:22:00,T,46,6.1NRT,293.45,23.9,D,MODIS
49.62712,37.31899,308.46,3.9,1.84,2025-09-11,08:22:00,T,64,6.1NRT,296.76,35.24,D,MODIS
49.63579,37.31694,307.41,3.9,1.84,2025-09-11,08:22:00,T,61,6.1NRT,296.77,30.37,D,MODIS
50.80748,31.34279,307.27,1.83,1.33,2025-09-11,08:22:00,T,64,6.1NRT,294.67,15.04,D,MODIS
50.80086,31.33245,305.91,1.83,1.33,2025-09-11,08:22:00,T,54,6.1NRT,295.22,11.84,D,MODIS
49.12616,36.99956,309.16,3.92,1.84,2025-09-11,08:22:00,T,62,6.1NRT,296.44,38.72,D,MODIS
51.48062,26.82793,305.27,1.16,1.07,2025-09-11,08:22:00,T,61,6.1NRT,292.39,6.85,D,MODIS
49.11967,36.98888,310.51,3.92,1.84,2025-09-11,08:22:00,T,66,6.1NRT,296.6,46.4,D,MODIS
49.01805,37.09235,314.24,4,1.86,2025-09-11,08:22:00,T,72,6.1NRT,297.36,64.57,D,MODIS
49.02661,37.09415,315.93,4,1.86,2025-09-11,08:22:00,T,74,6.1NRT,297.03,76.48,D,MODIS
48.39264,38.06755,312.34,1.23,1.1,2025-09-11,11:25:00,A,51,6.1NRT,301.8,7.15,D,MODIS
48.37586,38.19376,322.6,1.22,1.1,2025-09-11,11:25:00,A,75,6.1NRT,305.09,16.83,D,MODIS
49.18576,35.36951,347.15,1.54,1.22,2025-09-11,11:25:00,A,94,6.1NRT,302.82,96.22,D,MODIS
48.37878,38.20926,328.04,1.22,1.1,2025-09-11,11:25:00,A,81,6.1NRT,304.2,24.17,D,MODIS
49.7225,37.70039,316.85,1.2,1.09,2025-09-11,11:25:00,A,68,6.1NRT,301.35,12.24,D,MODIS
48.20757,37.43338,329.99,1.32,1.14,2025-09-11,11:25:00,A,83,6.1NRT,301.75,35.42,D,MODIS
49.74649,37.77517,316.4,1.19,1.09,2025-09-11,11:25:00,A,67,6.1NRT,301.94,11.1,D,MODIS
49.73343,37.48888,312.77,1.22,1.1,2025-09-11,11:25:00,A,59,6.1NRT,300.47,8.19,D,MODIS
48.21081,37.45017,352.18,1.32,1.14,2025-09-11,11:25:00,A,96,6.1NRT,304.3,92.29,D,MODIS
48.21769,38.03471,315.11,1.25,1.11,2025-09-11,11:25:00,A,61,6.1NRT,302.95,8.3,D,MODIS
49.84336,37.62212,317.19,1.2,1.09,2025-09-11,11:25:00,A,69,6.1NRT,301.51,13.81,D,MODIS
48.2207,38.05074,332.81,1.24,1.11,2025-09-11,11:25:00,A,85,6.1NRT,306.23,34.52,D,MODIS
48.41722,39.12755,313.65,1.13,1.06,2025-09-11,11:25:00,A,52,6.1NRT,301.99,5.93,D,MODIS
47.78017,36.16332,326.72,1.54,1.22,2025-09-11,11:25:00,A,79,6.1NRT,301.96,34.75,D,MODIS
49.3542,37.64867,315.41,1.23,1.1,2025-09-11,11:25:00,A,64,6.1NRT,303.73,9.42,D,MODIS
49.35053,37.7368,317.56,1.22,1.1,2025-09-11,11:25:00,A,68,6.1NRT,300.62,12.21,D,MODIS
49.11338,36.99398,321.24,1.31,1.14,2025-09-11,11:25:00,A,74,6.1NRT,302.75,18.6,D,MODIS
49.10373,36.99839,325.67,1.31,1.14,2025-09-11,11:25:00,A,79,6.1NRT,301.9,25.18,D,MODIS
48.59043,34.6619,311.4,1.73,1.29,2025-09-11,11:25:00,A,31,6.1NRT,301.34,9.17,D,MODIS
49.25581,38.02829,319.28,1.19,1.09,2025-09-11,11:25:00,A,71,6.1NRT,304.71,13.24,D,MODIS
49.02702,37.04066,317.26,1.31,1.14,2025-09-11,11:25:00,A,68,6.1NRT,304.14,11.75,D,MODIS
49.02734,37.09577,314.63,1.31,1.13,2025-09-11,11:25:00,A,62,6.1NRT,301.88,8.42,D,MODIS
49.06646,37.2962,313.56,1.28,1.12,2025-09-11,11:25:00,A,59,6.1NRT,299.98,9.12,D,MODIS
49.11367,37.59454,315.34,1.24,1.11,2025-09-11,11:25:00,A,63,6.1NRT,302.34,10.75,D,MODIS
48.46,34.6114,324.92,1.76,1.3,2025-09-11,11:25:00,A,78,6.1NRT,299.8,39.32,D,MODIS
48.46492,34.63378,313.46,1.75,1.3,2025-09-11,11:25:00,A,57,6.1NRT,301.02,15.39,D,MODIS
49.06515,37.67342,321.03,1.24,1.11,2025-09-11,11:25:00,A,73,6.1NRT,302.59,18.53,D,MODIS
48.03731,37.42194,336.57,1.33,1.14,2025-09-11,11:25:00,A,76,6.1NRT,304.94,47.01,D,MODIS
49.06819,37.68946,311.32,1.24,1.11,2025-09-11,11:25:00,A,41,6.1NRT,300.67,6.81,D,MODIS
49.01562,37.46765,321.53,1.26,1.12,2025-09-11,11:25:00,A,74,6.1NRT,300.76,22.18,D,MODIS
48.91596,37.94035,312.59,1.22,1.1,2025-09-11,11:25:00,A,49,6.1NRT,300.45,8.3,D,MODIS
