latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
47.86872,33.44333,303.42,1.11,1.05,2025-08-26,01:24:00,A,55,6.1NRT,283.48,9.96,N,MODIS
47.62846,29.75439,346.08,1.07,1.03,2025-08-26,07:44:00,T,93,6.1NRT,302.68,51.73,D,MODIS
46.24759,32.32325,346.02,1.01,1,2025-08-26,07:44:00,T,81,6.1NRT,288.17,49.27,D,MODIS
46.24568,32.33587,315.55,1.01,1,2025-08-26,07:44:00,T,22,6.1NRT,283.59,8.44,D,MODIS
47.61775,29.76579,337.88,1.07,1.03,2025-08-26,07:44:00,T,88,6.1NRT,301.39,35.84,D,MODIS
46.2691,33.32269,321.64,1.04,1.02,2025-08-26,07:44:00,T,72,6.1NRT,303.47,10.86,D,MODIS
47.62675,29.76816,329.44,1.07,1.03,2025-08-26,07:44:00,T,82,6.1NRT,301.43,22.9,D,MODIS
47.61945,29.75205,354.37,1.07,1.03,2025-08-26,07:44:00,T,97,6.1NRT,300.9,71.06,D,MODIS
46.75448,30.1383,320.26,1.29,1.13,2025-08-26,12:32:00,A,66,6.1NRT,307.53,9.92,D,MODIS
46.75623,30.15484,318.91,1.29,1.13,2025-08-26,12:32:00,A,63,6.1NRT,307.16,8.36,D,MODIS
46.67393,36.11432,322.15,2.66,1.57,2025-08-26,12:32:00,A,0,6.1NRT,301.81,45.97,D,MODIS
49.34198,28.92811,300.71,1.24,1.11,2025-08-26,12:34:00,A,17,6.1NRT,289.18,3.67,D,MODIS
