latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
48.98005,37.81062,303.28,1.08,1.04,2026-05-02,06:48:00,T,44,6.1NRT,290.52,4.36,D,MODIS
48.5394,37.64584,301.9,1.08,1.04,2026-05-02,06:48:00,T,40,6.1NRT,287.53,4.17,D,MODIS
48.98179,37.7962,303.22,1.08,1.04,2026-05-02,06:48:00,T,37,6.1NRT,291.34,3.92,D,MODIS
47.8974,39.33482,304.35,1.01,1,2026-05-02,06:48:00,T,56,6.1NRT,292.82,3.72,D,MODIS
50.76918,26.69844,315.91,2.19,1.44,2026-05-02,08:26:00,T,60,6.1NRT,283.54,40.9,D,MODIS
50.87461,24.4738,324.39,1.71,1.28,2026-05-02,08:26:00,T,82,6.1NRT,295.37,43.23,D,MODIS
50.86972,24.49642,316.93,1.71,1.28,2026-05-02,08:26:00,T,76,6.1NRT,293.34,27.12,D,MODIS
49.73077,23.94273,301.77,1.74,1.29,2026-05-02,08:26:00,T,26,6.1NRT,286.27,6.95,D,MODIS
47.87026,33.43438,312.6,1.83,1.33,2026-05-02,13:01:00,A,63,6.1NRT,293.02,22.08,D,MODIS
51.85527,24.98304,317.29,1.01,1.01,2026-05-02,13:01:00,A,73,6.1NRT,293.67,11.87,D,MODIS
51.8533,24.96895,322.02,1.01,1.01,2026-05-02,13:01:00,A,78,6.1NRT,295.38,16.53,D,MODIS
51.29321,34.13644,312.87,2.2,1.44,2026-05-02,13:01:00,A,69,6.1NRT,289.13,32.45,D,MODIS
51.29515,34.16732,343.93,2.21,1.44,2026-05-02,13:01:00,A,93,6.1NRT,289.69,156.56,D,MODIS
51.28248,34.16932,315.45,2.21,1.44,2026-05-02,13:01:00,A,73,6.1NRT,290.54,40.08,D,MODIS
50.92924,34.09582,308.98,2.17,1.43,2026-05-02,13:01:00,A,49,6.1NRT,291.77,19.91,D,MODIS
50.93118,34.12602,311.11,2.18,1.43,2026-05-02,13:01:00,A,62,6.1NRT,293.92,23.39,D,MODIS
51.29543,25.88946,305.31,1.74,1.29,2026-05-02,17:56:00,T,64,6.1NRT,281.88,21.25,N,MODIS
