latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
48.4616,38.75137,299.59,0.42,0.45,2026-06-12,00:11:00,N,nominal,2.0NRT,286.6,1.09,N,VIIRS
48.69466,37.56101,299.42,0.55,0.43,2026-06-12,00:11:00,N,nominal,2.0NRT,285.75,0.95,N,VIIRS
48.58699,37.61251,309.97,0.56,0.43,2026-06-12,00:11:00,N,nominal,2.0NRT,286.17,2.08,N,VIIRS
48.09874,37.92745,295.68,0.39,0.44,2026-06-12,00:11:00,N,nominal,2.0NRT,284.76,1.03,N,VIIRS
48.05814,37.95253,304.9,0.4,0.44,2026-06-12,00:11:00,N,nominal,2.0NRT,285.97,0.71,N,VIIRS
47.83227,38.47157,306.02,0.42,0.45,2026-06-12,00:11:00,N,nominal,2.0NRT,285.62,1.31,N,VIIRS
49.00785,32.68413,305.74,0.4,0.37,2026-06-12,00:11:00,N,nominal,2.0NRT,287.01,0.66,N,VIIRS
48.53236,34.64605,345.18,0.45,0.39,2026-06-12,00:11:00,N,nominal,2.0NRT,288.39,8.2,N,VIIRS
48.52207,34.62213,305.71,0.45,0.39,2026-06-12,00:11:00,N,nominal,2.0NRT,288.64,1.35,N,VIIRS
48.5209,34.62803,306.54,0.45,0.39,2026-06-12,00:11:00,N,nominal,2.0NRT,288.14,1.69,N,VIIRS
48.4733,34.63135,312.47,0.45,0.39,2026-06-12,00:11:00,N,nominal,2.0NRT,288.88,1.79,N,VIIRS
52.17498,34.04398,297.73,0.4,0.37,2026-06-12,00:11:00,N,nominal,2.0NRT,285.84,0.51,N,VIIRS
52.18642,33.75478,323.53,0.39,0.36,2026-06-12,00:11:00,N,nominal,2.0NRT,285.19,1.36,N,VIIRS
52.09028,33.97814,302.16,0.4,0.37,2026-06-12,00:11:00,N,nominal,2.0NRT,283.96,0.42,N,VIIRS
51.84505,34.26695,315.37,0.4,0.37,2026-06-12,00:11:00,N,nominal,2.0NRT,285.49,1.4,N,VIIRS
