latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
49.3318,37.60767,306.73,1.38,1.16,2025-08-31,01:22:00,A,69,6.1NRT,286.99,13.65,N,MODIS
48.76026,35.38504,302.93,1.16,1.07,2025-08-31,01:22:00,A,45,6.1NRT,291.67,5.69,N,MODIS
48.7575,35.40001,372.09,1.16,1.07,2025-08-31,01:22:00,A,100,6.1NRT,297.88,153.27,N,MODIS
48.75472,35.41502,357.04,1.16,1.07,2025-08-31,01:22:00,A,100,6.1NRT,296.54,97.19,N,MODIS
48.75194,35.43004,315.25,1.17,1.07,2025-08-31,01:22:00,A,91,6.1NRT,292.16,16.24,N,MODIS
48.74833,35.39616,336.39,1.16,1.07,2025-08-31,01:22:00,A,100,6.1NRT,292.37,46.31,N,MODIS
48.74555,35.41117,313.35,1.16,1.07,2025-08-31,01:22:00,A,87,6.1NRT,291.65,14.03,N,MODIS
47.44931,38.19162,301.01,1.63,1.26,2025-08-31,01:22:00,A,37,6.1NRT,289.73,9.8,N,MODIS
49.33538,37.58985,311.86,1.37,1.16,2025-08-31,01:22:00,A,84,6.1NRT,287.91,19.39,N,MODIS
48.83429,37.7164,304.69,1.43,1.18,2025-08-31,01:22:00,A,42,6.1NRT,289.35,10.34,N,MODIS
48.83056,37.73471,303.65,1.43,1.18,2025-08-31,01:22:00,A,33,6.1NRT,289.56,9.2,N,MODIS
48.82424,37.71193,305.71,1.43,1.18,2025-08-31,01:22:00,A,64,6.1NRT,289.66,11.46,N,MODIS
48.82051,37.73016,306.75,1.43,1.18,2025-08-31,01:22:00,A,69,6.1NRT,289.83,12.53,N,MODIS
48.60564,37.43305,304.38,1.41,1.17,2025-08-31,01:22:00,A,60,6.1NRT,288.77,11.47,N,MODIS
47.65364,34.67924,302.88,1.15,1.07,2025-08-31,01:24:00,A,52,6.1NRT,290.09,7.68,N,MODIS
47.87196,33.44094,319.19,1.05,1.02,2025-08-31,01:24:00,A,98,6.1NRT,291.04,20.08,N,MODIS
49.78143,38.01234,313.96,1.34,1.15,2025-08-31,07:41:00,T,53,6.1NRT,302.66,6.5,D,MODIS
49.77806,38.02993,326.44,1.34,1.15,2025-08-31,07:41:00,T,78,6.1NRT,303.23,25.22,D,MODIS
49.79506,37.88551,335.58,1.32,1.14,2025-08-31,07:41:00,T,86,6.1NRT,304.13,42.72,D,MODIS
49.79175,37.90288,324.41,1.32,1.14,2025-08-31,07:41:00,T,76,6.1NRT,303.44,20.94,D,MODIS
51.69443,34.14022,309.69,1.01,1,2025-08-31,07:41:00,T,62,6.1NRT,295.54,6.42,D,MODIS
50.21989,37.47672,321.65,1.25,1.11,2025-08-31,07:41:00,T,74,6.1NRT,301.69,17.29,D,MODIS
50.21681,37.49323,313.05,1.25,1.11,2025-08-31,07:41:00,T,56,6.1NRT,301.4,7.12,D,MODIS
50.14625,37.47388,328.08,1.25,1.11,2025-08-31,07:41:00,T,81,6.1NRT,301.99,26.8,D,MODIS
50.14316,37.49048,313.25,1.25,1.11,2025-08-31,07:41:00,T,50,6.1NRT,300.59,6.62,D,MODIS
49.21423,37.94821,316.37,1.37,1.16,2025-08-31,07:41:00,T,58,6.1NRT,304.61,9.21,D,MODIS
49.3208,37.88706,317.17,1.35,1.15,2025-08-31,07:41:00,T,61,6.1NRT,302.15,11.28,D,MODIS
49.3242,37.86938,326.79,1.35,1.15,2025-08-31,07:41:00,T,78,6.1NRT,302.68,26.88,D,MODIS
49.60382,37.61892,316.43,1.3,1.13,2025-08-31,07:41:00,T,55,6.1NRT,302.46,11.36,D,MODIS
49.60709,37.60184,316.66,1.3,1.13,2025-08-31,07:41:00,T,59,6.1NRT,303.89,10.79,D,MODIS
47.86711,36.46237,322.18,1.27,1.12,2025-08-31,07:44:00,T,64,6.1NRT,305.48,11.58,D,MODIS
49.15209,37.00491,318.36,1.26,1.11,2025-08-31,07:44:00,T,66,6.1NRT,302.63,12.51,D,MODIS
47.92007,36.39782,318.67,1.26,1.11,2025-08-31,07:44:00,T,50,6.1NRT,304.71,7.83,D,MODIS
49.02541,37.88947,316.88,1.37,1.16,2025-08-31,07:44:00,T,61,6.1NRT,303.85,9.94,D,MODIS
47.21397,31.287960000000002,323.83,1,1,2025-08-31,07:44:00,T,64,6.1NRT,309.37,6.76,D,MODIS
48.82729,37.71229,324.34,1.36,1.16,2025-08-31,07:44:00,T,75,6.1NRT,305.33,22.03,D,MODIS
48.83071,37.69478,331.69,1.36,1.16,2025-08-31,07:44:00,T,83,6.1NRT,303.48,36.33,D,MODIS
48.1941,35.75472,321.47,1.18,1.08,2025-08-31,07:44:00,T,66,6.1NRT,305.32,10.04,D,MODIS
47.06683,34.67914,328.56,1.13,1.06,2025-08-31,07:44:00,T,72,6.1NRT,311.93,13.4,D,MODIS
48.59663,34.67168,318.57,1.08,1.04,2025-08-31,07:44:00,T,60,6.1NRT,303.89,7.57,D,MODIS
47.06926,34.66497,331.64,1.12,1.06,2025-08-31,07:44:00,T,77,6.1NRT,313.32,17.84,D,MODIS
48.59894,34.65769,322.58,1.08,1.04,2025-08-31,07:44:00,T,73,6.1NRT,302.15,12.53,D,MODIS
48.40204,37.19066,317.28,1.32,1.14,2025-08-31,07:44:00,T,56,6.1NRT,303.02,9.63,D,MODIS
47.14925,34.24914,326.34,1.09,1.04,2025-08-31,07:44:00,T,68,6.1NRT,311.44,10.05,D,MODIS
48.74314,35.41521,329.62,1.12,1.06,2025-08-31,07:44:00,T,66,6.1NRT,304.6,23.34,D,MODIS
48.74565,35.4006,327.54,1.12,1.06,2025-08-31,07:44:00,T,63,6.1NRT,304.32,20.69,D,MODIS
47.12225,35.15708,331.01,1.17,1.07,2025-08-31,07:44:00,T,76,6.1NRT,313.45,17.04,D,MODIS
47.64937,34.67479,325.53,1.11,1.05,2025-08-31,07:44:00,T,70,6.1NRT,303.02,16.86,D,MODIS
48.74815,35.38602,324.31,1.12,1.06,2025-08-31,07:44:00,T,58,6.1NRT,302.68,16.99,D,MODIS
48.452,37.53551,318.17,1.37,1.16,2025-08-31,07:44:00,T,62,6.1NRT,304.06,10.67,D,MODIS
