latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
48.4628,38.77154,309.02,0.55,0.51,2025-08-22,00:16:00,N,nominal,2.0NRT,288.57,1.9,N,VIIRS
48.46658,38.75752,310.31,0.55,0.51,2025-08-22,00:16:00,N,nominal,2.0NRT,291.16,2.43,N,VIIRS
48.62535,37.65241,298.37,0.49,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,286.74,0.72,N,VIIRS
48.7308,37.73496,302.93,0.49,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.04,0.92,N,VIIRS
48.4649,38.75816,308.32,0.55,0.51,2025-08-22,00:16:00,N,nominal,2.0NRT,290.67,2.75,N,VIIRS
48.51209,37.23404,295.68,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,285.25,0.5,N,VIIRS
48.51051,37.24025,295.19,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,283.96,0.5,N,VIIRS
48.51042,37.24027,296.05,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,284.19,0.24,N,VIIRS
48.50074,37.1647,310.24,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,286.47,1.41,N,VIIRS
48.40918,37.1889,304.81,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.21,2.32,N,VIIRS
48.40765,37.19495,317.16,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.26,1.82,N,VIIRS
48.40856,37.19401,330.52,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,288.16,3.76,N,VIIRS
48.29412,37.15685,318.33,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.38,3.22,N,VIIRS
48.29446,37.15688,320.77,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.29,2.25,N,VIIRS
48.10059,37.92406,299.28,0.52,0.5,2025-08-22,00:16:00,N,nominal,2.0NRT,289.09,1.21,N,VIIRS
48.31204,37.02875,300.06,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,285.56,0.47,N,VIIRS
48.26556,37.19633,298.11,0.48,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,286.84,0.9,N,VIIRS
48.05825,37.95327,302.32,0.52,0.5,2025-08-22,00:16:00,N,nominal,2.0NRT,287.65,1.18,N,VIIRS
48.50176,37.74992,299.93,0.49,0.49,2025-08-22,00:16:00,N,nominal,2.0NRT,283.87,0.98,N,VIIRS
48.50335,37.7501,322.35,0.49,0.49,2025-08-22,00:16:00,N,nominal,2.0NRT,285.22,3.11,N,VIIRS
48.52816,37.69167,304.44,0.49,0.49,2025-08-22,00:16:00,N,nominal,2.0NRT,286.19,0.85,N,VIIRS
48.65406,37.19694,324.8,0.46,0.47,2025-08-22,00:16:00,N,nominal,2.0NRT,287.33,1.83,N,VIIRS
48.65815,37.19944,319.36,0.46,0.47,2025-08-22,00:16:00,N,nominal,2.0NRT,288.15,1.83,N,VIIRS
48.63196,37.49259,315.01,0.48,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,285.31,2.53,N,VIIRS
48.63359,37.48611,331.02,0.48,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.13,3.87,N,VIIRS
48.46051,38.75542,301.7,0.55,0.51,2025-08-22,00:16:00,N,nominal,2.0NRT,289.37,1.28,N,VIIRS
48.58699,37.27644,321.63,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,285.78,1.73,N,VIIRS
48.58281,37.27416,300.66,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,284.87,0.64,N,VIIRS
48.63125,38.44224,303.47,0.52,0.5,2025-08-22,00:16:00,N,nominal,2.0NRT,285.19,1.12,N,VIIRS
48.86036,38.32533,298.5,0.51,0.49,2025-08-22,00:16:00,N,nominal,2.0NRT,288.43,0.76,N,VIIRS
48.55005,37.29107,299.35,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,282.41,0.67,N,VIIRS
48.91502,36.86808,296.27,0.44,0.46,2025-08-22,00:16:00,N,nominal,2.0NRT,284.73,0.71,N,VIIRS
48.47467,39.82048,299.34,0.6,0.53,2025-08-22,00:16:00,N,nominal,2.0NRT,284.84,1.37,N,VIIRS
48.54852,37.29716,296.69,0.47,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,283.85,0.66,N,VIIRS
48.46218,38.7548,304.27,0.55,0.51,2025-08-22,00:16:00,N,nominal,2.0NRT,290.12,1.15,N,VIIRS
49.12748,35.8675,320.3,0.4,0.44,2025-08-22,00:16:00,N,nominal,2.0NRT,284.85,2.26,N,VIIRS
48.49038,39.82212,311.74,0.6,0.53,2025-08-22,00:16:00,N,nominal,2.0NRT,284.55,2.26,N,VIIRS
48.49247,39.8145,297.57,0.6,0.53,2025-08-22,00:16:00,N,nominal,2.0NRT,283.04,0.8,N,VIIRS
49.05614,37.71217,315.54,0.48,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.09,1.68,N,VIIRS
49.05766,37.70615,297.98,0.48,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,284.29,1.23,N,VIIRS
49.06031,37.71462,305.91,0.48,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,287.65,1.68,N,VIIRS
49.06182,37.70859,297.3,0.48,0.48,2025-08-22,00:16:00,N,nominal,2.0NRT,284.35,1.23,N,VIIRS
