latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
50.54514,26.26083,305.88,0.44,0.62,2025-10-21,01:34:00,N,nominal,2.0NRT,275.79,1.09,N,VIIRS
48.97718,24.70735,297.08,0.43,0.62,2025-10-21,01:34:00,N,nominal,2.0NRT,272.71,0.91,N,VIIRS
45.59559,29.30985,332.79,0.54,0.42,2025-10-21,11:19:00,N,nominal,2.0NRT,293.56,3.83,D,VIIRS
47.22953,31.83927,340.96,0.49,0.48,2025-10-21,11:19:00,N,nominal,2.0NRT,288.15,5.97,D,VIIRS
47.24126,29.80335,339.81,0.4,0.44,2025-10-21,11:19:00,N,nominal,2.0NRT,290.29,4.71,D,VIIRS
46.43974,29.08627,343.27,0.54,0.42,2025-10-21,11:19:00,N,nominal,2.0NRT,291.42,8.38,D,VIIRS
47.23089,31.83804,339.36,0.49,0.48,2025-10-21,11:19:00,N,nominal,2.0NRT,288.01,5.15,D,VIIRS
50.25801,25.01707,326.37,0.44,0.38,2025-10-21,11:21:00,N,nominal,2.0NRT,285.17,1.82,D,VIIRS
48.35548,28.49554,330.28,0.54,0.42,2025-10-21,11:21:00,N,nominal,2.0NRT,289.96,5.08,D,VIIRS
50.04994,24.60895,329.99,0.42,0.38,2025-10-21,11:21:00,N,nominal,2.0NRT,285.29,2.46,D,VIIRS
50.98516,25.61909,337.71,0.46,0.39,2025-10-21,11:21:00,N,nominal,2.0NRT,286.5,4.34,D,VIIRS
51.46796,25.03854,328.58,0.45,0.39,2025-10-21,11:21:00,N,nominal,2.0NRT,284.46,3.26,D,VIIRS
48.74677,26.60439,300.2,0.6,0.53,2025-10-21,23:35:00,N,nominal,2.0NRT,275.27,1.91,N,VIIRS
48.7467,26.59915,295.2,0.6,0.53,2025-10-21,23:35:00,N,nominal,2.0NRT,274.46,1.25,N,VIIRS
47.87767,33.40331,296.3,0.46,0.39,2025-10-21,23:35:00,N,nominal,2.0NRT,278.46,1.53,N,VIIRS
47.87624,33.41565,298.46,0.46,0.39,2025-10-21,23:35:00,N,nominal,2.0NRT,280.19,1.71,N,VIIRS
47.87339,33.44035,298.7,0.46,0.39,2025-10-21,23:35:00,N,nominal,2.0NRT,277.35,1.61,N,VIIRS
47.8669,33.43231,317.75,0.46,0.39,2025-10-21,23:35:00,N,nominal,2.0NRT,276.67,2.3,N,VIIRS
47.87187,33.38908,301.06,0.46,0.39,2025-10-21,23:35:00,N,nominal,2.0NRT,277.71,1.43,N,VIIRS
44.7728,33.86001,310.66,0.42,0.38,2025-10-21,23:35:00,N,nominal,2.0NRT,277.39,1.35,N,VIIRS
44.77495,33.85922,296.26,0.42,0.38,2025-10-21,23:35:00,N,nominal,2.0NRT,274.66,0.52,N,VIIRS
44.77153,33.85823,300.73,0.42,0.38,2025-10-21,23:35:00,N,nominal,2.0NRT,275.39,0.52,N,VIIRS
