latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,instrument
50.35016,24.73398,305.55,1.04,1.02,2026-06-26,02:24:00,A,65,6.1NRT,288.72,9.33,D,MODIS
51.38426,30.2209,300.41,1.11,1.05,2026-06-26,02:24:00,A,27,6.1NRT,281.36,8.16,D,MODIS
49.16483,33.51799,308.13,1.68,1.28,2026-06-26,02:24:00,A,74,6.1NRT,286.36,22.33,D,MODIS
46.98468,33.46247,325.58,1.83,1.33,2026-06-26,06:37:00,T,77,6.1NRT,302.45,31.53,D,MODIS
46.8792,33.34338,318.8,1.86,1.33,2026-06-26,06:37:00,T,39,6.1NRT,301.01,14.09,D,MODIS
46.95163,33.32979,328.96,1.86,1.33,2026-06-26,06:37:00,T,80,6.1NRT,301.13,45.02,D,MODIS
46.94639,33.3364,326.97,1.86,1.33,2026-06-26,06:37:00,T,79,6.1NRT,300.67,40.3,D,MODIS
46.67861,33.342529999999996,321.1,1.85,1.33,2026-06-26,06:37:00,T,47,6.1NRT,300.37,21.32,D,MODIS
46.20637,33.38785,320.95,1.81,1.32,2026-06-26,06:37:00,T,57,6.1NRT,300.92,18.13,D,MODIS
46.6757,33.32397,321.99,1.85,1.33,2026-06-26,06:37:00,T,70,6.1NRT,298.95,23,D,MODIS
47.38845,35.54736,326.01,1.45,1.19,2026-06-26,06:37:00,T,78,6.1NRT,302.64,26.44,D,MODIS
47.13091,33.61606,320.79,1.81,1.32,2026-06-26,06:37:00,T,71,6.1NRT,301.76,25.28,D,MODIS
51.37478,30.21988,409.03,2.62,1.55,2026-06-26,08:13:00,T,87,6.1NRT,301.59,1255.41,D,MODIS
51.39608,30.19425,317.16,2.61,1.55,2026-06-26,08:13:00,T,57,6.1NRT,296.55,51.45,D,MODIS
51.3898,30.19523,374.39,2.61,1.55,2026-06-26,08:13:00,T,87,6.1NRT,300.02,517.67,D,MODIS
51.38105,30.22907,395.11,2.62,1.55,2026-06-26,08:13:00,T,100,6.1NRT,302.39,903.96,D,MODIS
51.38749,30.22828,342.81,2.62,1.55,2026-06-26,08:13:00,T,87,6.1NRT,297.59,188.7,D,MODIS
47.40382,33.87867,320.34,3.92,1.84,2026-06-26,13:31:00,A,47,6.1NRT,298.64,68.7,D,MODIS
47.30858,33.92904,308.34,1.14,1.06,2026-06-26,17:43:00,T,74,6.1NRT,291.36,9.29,N,MODIS
46.73656,32.81481,306.81,1.28,1.12,2026-06-26,17:43:00,T,69,6.1NRT,291.96,10.36,N,MODIS
46.90017,33.4477,301.59,1.2,1.09,2026-06-26,17:43:00,T,43,6.1NRT,291.37,5.21,N,MODIS
46.89375,33.3533,306,1.21,1.09,2026-06-26,17:43:00,T,66,6.1NRT,292.4,8.34,N,MODIS
47.29143,35.73599,313.16,1.03,1.01,2026-06-26,17:43:00,T,86,6.1NRT,291.08,12.26,N,MODIS
46.98618,33.63176,303.6,1.18,1.08,2026-06-26,17:43:00,T,56,6.1NRT,291.37,6.7,N,MODIS
47.38171,33.86469,307.97,1.14,1.06,2026-06-26,17:43:00,T,13,6.1NRT,292.33,8.01,N,MODIS
46.98361,33.61695,302.43,1.18,1.08,2026-06-26,17:43:00,T,49,6.1NRT,291.12,5.79,N,MODIS
46.91047,33.14412,310.81,1.23,1.1,2026-06-26,17:43:00,T,81,6.1NRT,292.58,12.62,N,MODIS
46.90772,33.128660000000004,317.37,1.23,1.1,2026-06-26,17:43:00,T,95,6.1NRT,292.96,19.85,N,MODIS
47.0038,33.56173,303.81,1.18,1.08,2026-06-26,17:43:00,T,57,6.1NRT,291.36,6.69,N,MODIS
47.11302,33.59417,301.87,1.18,1.08,2026-06-26,17:43:00,T,45,6.1NRT,291.39,5.47,N,MODIS
47.46519,35.40907,301.25,1.04,1.02,2026-06-26,17:43:00,T,39,6.1NRT,290.46,3.85,N,MODIS
47.31103,33.94346,302.97,1.14,1.06,2026-06-26,17:43:00,T,34,6.1NRT,291.86,5.04,N,MODIS
46.77562,33.50034,324.58,1.2,1.09,2026-06-26,17:43:00,T,100,6.1NRT,292.64,27.86,N,MODIS
46.79789,33.21018,301.9,1.23,1.1,2026-06-26,17:43:00,T,45,6.1NRT,291.82,5.18,N,MODIS
46.7395,32.83086,302.27,1.28,1.12,2026-06-26,17:43:00,T,48,6.1NRT,292.14,6.37,N,MODIS
46.76624,33.50385,312.57,1.2,1.09,2026-06-26,17:43:00,T,85,6.1NRT,291.96,13.62,N,MODIS
