latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,instrument
49.5552,37.30518,298.8,0.42,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,286.45,1.43,N,VIIRS
49.55626,37.29955,299.11,0.42,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,287.03,0.76,N,VIIRS
45.0415,34.35746,301.51,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,285.7,1.29,N,VIIRS
45.0521,34.37729,306.37,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,285.11,0.83,N,VIIRS
45.05204,34.37865,308.38,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,284.78,0.89,N,VIIRS
45.05536,34.37985,311.99,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,285.19,0.89,N,VIIRS
45.51038,32.76925,301.73,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.18,0.4,N,VIIRS
45.59515,32.87652,311.43,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,288.27,0.87,N,VIIRS
45.59842,32.8776,310.05,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,288.34,0.68,N,VIIRS
45.67505,33.16225,301.62,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,288.5,0.51,N,VIIRS
46.12356,32.90756,304.07,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,290.92,0.6,N,VIIRS
46.12683,32.90865,301.73,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,290.75,0.39,N,VIIRS
46.36602,32.23822,304.93,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.34,0.85,N,VIIRS
46.36929,32.23927,328.12,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,290.06,1.96,N,VIIRS
46.42545,32.60192,304.4,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,288.42,0.45,N,VIIRS
46.1902,34.42112,300.88,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,290.08,0.57,N,VIIRS
46.60047,32.63789,300.62,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,287.7,0.59,N,VIIRS
46.61971,32.71202,302.73,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.12,0.58,N,VIIRS
46.66241,32.52808,304.04,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.84,0.8,N,VIIRS
46.65587,32.63543,311.29,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.69,0.85,N,VIIRS
46.68287,32.69802,300.84,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.42,0.6,N,VIIRS
46.75372,33.34619,323.08,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,290,2.18,N,VIIRS
46.51675,35.02114,299.56,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,285.42,0.47,N,VIIRS
46.91985,33.0979,313.45,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,288.86,0.93,N,VIIRS
47.40244,29.93575,300.67,0.42,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,290.23,0.38,N,VIIRS
46.58027,35.43662,299.98,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,286.53,0.53,N,VIIRS
47.52809,29.76979,310.45,0.42,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,289.88,1.08,N,VIIRS
47.55504,31.38241,319.79,0.39,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,291.79,1.66,N,VIIRS
47.92257,29.61167,329.51,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,291.53,2.57,N,VIIRS
46.99692,36.18469,305.23,0.42,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,285.63,0.64,N,VIIRS
47.11486,35.60662,298.65,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,286.1,0.62,N,VIIRS
47.09646,35.99416,295.58,0.42,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,284.95,0.34,N,VIIRS
48.15605,29.08127,330.83,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,290.47,3.07,N,VIIRS
47.50716,33.82219,297.44,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,286.91,0.78,N,VIIRS
47.50959,33.82841,301,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,287.11,0.52,N,VIIRS
47.51042,33.82336,305.01,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,286.75,0.52,N,VIIRS
47.51286,33.82958,299.54,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,287.42,0.52,N,VIIRS
47.51369,33.82454,298.98,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,286.56,0.52,N,VIIRS
47.51529,33.8358,302.36,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,287.38,1.19,N,VIIRS
47.51612,33.83075,322,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,288.56,2.32,N,VIIRS
47.51855,33.83697,331.97,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.81,1.19,N,VIIRS
47.51938,33.83193,321.83,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.04,2.32,N,VIIRS
47.35819,36.06667,298.04,0.42,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,287.17,0.38,N,VIIRS
47.43211,35.97191,301.48,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,287.95,0.65,N,VIIRS
47.87369,33.41861,302.44,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,292.27,0.79,N,VIIRS
47.8745,33.41355,310.78,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,292.27,1.19,N,VIIRS
47.87371,33.44001,308.79,0.38,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,292.02,0.82,N,VIIRS
48.97432,24.70798,310.94,0.45,0.47,2026-08-21,00:01:00,N,nominal,2.0NRT,290.42,2.53,N,VIIRS
47.67038,35.13218,296.11,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,284.38,0.49,N,VIIRS
47.67448,35.22806,300.61,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,286.79,0.73,N,VIIRS
47.48724,36.61547,313.83,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,288.16,1.36,N,VIIRS
48.6237,29.3856,303.05,0.44,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,289.43,0.48,N,VIIRS
47.3953,37.24008,303.73,0.44,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,288.27,0.71,N,VIIRS
47.80961,35.2651,298.28,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,287.35,0.49,N,VIIRS
47.8149,35.29496,339.71,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,288.68,4.17,N,VIIRS
47.5008,37.06309,316.19,0.44,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,287.1,1.77,N,VIIRS
47.76699,35.95541,298.3,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,286.15,0.28,N,VIIRS
47.77032,35.95674,304.39,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,286.36,0.36,N,VIIRS
47.60676,36.95641,297.77,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,286.99,0.76,N,VIIRS
47.61017,36.95788,311.05,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,287.19,2.65,N,VIIRS
47.60908,36.96351,330.89,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,289.51,3.77,N,VIIRS
47.51981,37.45696,298.54,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,284.58,0.55,N,VIIRS
51.49438,34.22131,315.05,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,287.6,1.51,N,VIIRS
47.52442,37.45264,310.31,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,284.33,1.03,N,VIIRS
47.53024,37.82615,300.14,0.46,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,287.68,0.88,N,VIIRS
47.52825,38.09974,323.97,0.47,0.4,2026-08-21,00:01:00,N,nominal,2.0NRT,289,2.73,N,VIIRS
48.00672,35.69366,295.72,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,285.59,0.66,N,VIIRS
47.76124,37.03502,298.54,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,286.71,1.03,N,VIIRS
47.75789,37.0355,302.27,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,285.23,0.84,N,VIIRS
47.68601,37.47461,297.87,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,287.44,0.37,N,VIIRS
47.84491,36.68045,307.24,0.42,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,285.76,1.55,N,VIIRS
47.84386,36.68596,322.05,0.42,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,285.96,1.55,N,VIIRS
47.79389,37.00227,300.63,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,284.83,0.49,N,VIIRS
47.7973,37.0037,298.9,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,285.88,0.49,N,VIIRS
47.79853,37.01637,305.79,0.43,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,286.3,0.94,N,VIIRS
47.70082,37.58867,305.47,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,288.61,1.04,N,VIIRS
47.96951,36.36619,296.45,0.42,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,285.75,0.88,N,VIIRS
47.87756,37.17919,313.39,0.44,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,288.25,0.75,N,VIIRS
47.878660000000004,37.17352,303.52,0.44,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,287.88,0.75,N,VIIRS
47.88097,37.18067,297.57,0.44,0.38,2026-08-21,00:01:00,N,nominal,2.0NRT,287.08,0.75,N,VIIRS
48.09173,36.06882,306.75,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,287.15,0.69,N,VIIRS
48.09272,36.06345,300.45,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,286.52,0.69,N,VIIRS
45.03818,34.35624,323.74,0.4,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,285.57,1.29,N,VIIRS
47.87483,37.75541,302.54,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,287.37,0.63,N,VIIRS
47.8783,37.75694,299.48,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,287.23,0.63,N,VIIRS
47.90978,37.65605,300.42,0.45,0.39,2026-08-21,00:01:00,N,nominal,2.0NRT,285.18,0.64,N,VIIRS
48.4736,34.62922,308.44,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,290.55,1.38,N,VIIRS
49.0612,30.97593,304.23,0.41,0.37,2026-08-21,00:01:00,N,nominal,2.0NRT,289.84,1,N,VIIRS
48.51862,34.63012,300.4,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,289.85,0.49,N,VIIRS
48.52275,34.6262,310.28,0.39,0.36,2026-08-21,00:01:00,N,nominal,2.0NRT,290.73,1.17,N,VIIRS
